"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","btn href","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56930/K7cSJubCUmep-1777878418.png","Serpent Consulting Services Pvt Ltd","Stand No- H4.2-C120, 4.2","India","We’re an ERP Success Partner with certified global consultants specializing in Odoo, ERPNext, Zoho, and SAP solutions. We help businesses streamline operations, improve visibility, and scale efficiently through tailored digital  ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/serpent-consulting-services-pvt-ltd","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Serwas Technologies FlexCo","Stand No- TBC, TBC","Austria","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/serwas-technologies-flexco","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57311/thumb_AlgLICukVE3v-1779266565.png","SEVEN CODE DEVELOPMENT SRL","Stand No- H4.2-B80, 4.2","Romania","7code is an AI-native software engineering company helping startups and enterprises build scalable digital products and intelligent automation systems. Combining senior engineering expertise with strong business understanding, 7co ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/seven-code-development-srl","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57194/thumb_cZLx3snTyW8P-1779191328.png","SHELLBOXES","Stand No- H2.2-A30, H2.2-A40, 2.2","Morocco","Shellboxes is a technology company based in Marrakech, Morocco, with a European presence in Tallinn, Estonia. Operating at the intersection of blockchain security and extended reality, we are one of the few companies globally comb ...","HealthTech","AR/VR/MR & Gaming","Blockchain","Smart Manufacturing","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/shellboxes","Education Tech","Augmented Reality (AR)","Mixed Reality (MR)","Virtual Reality (VR)","Web3 Applications","Virtual Reality and Augmented Reality in Healthcare","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/shellboxes"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56444/thumb_2054_56444_55348_7383.png","Shenzhen OSCOO Tech Co.,Limited","Stand No- H1.2-36, 1.2","China","Founded in 2006, Shenzhen OSCOO Tech is a professional manufacturer of premium computer storage peripherals, covering SSD, DDR memory and USB flash drives. We own two well-known brands OSCOO and MemoryGhost, and hold National High ...","Gaming","Internet of Things (IOT)","Cyber security","Consumer Tech, Smart Home & Smart Workplace","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/shenzhen-oscoo-tech-co-limited","Data Centres","Audio Systems & Equipment","Automation & IoT","Communication Equipment","Computer and Mobile Hardware, Storage & Peripherals","Electronic Components (Connection Devices, Electron Tubes, Etc)","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/shenzhen-oscoo-tech-co-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57097/thumb_lpgMTfFDX50h-1778742174.png","ShortChall","Stand No- H1.2-A20, 1.2","Republic Of Korea","ShortChall is a global short-form challenge platform where users create videos, join challenges, vote, and earn rewards through community participation.

The platform focuses on entertainment-driven content including K ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/shortchall","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57076/thumb_AXlvztkPjWOG-1778590110.png","SIBB // Digital Business Association German Capital Region","Stand No- H4.2-B10, 4.2","Germany","SIBB is the home for startups and tech companies in the capital region. As the Digital Business Association Berlin-Brandenburg, we work with our 200 member companies and over 10,500 employees toward a livable digital future. Our v ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/sibb-digital-business-association-german-capital-region","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57396/thumb_slpxzMPjXJKu-1779421682.png","Sichuan Yingmu Technology Co., Ltd","Stand No- H2.2-B65, 2.2","China","INMO specializes in all-in-one AI glasses with an end-to-end industrial chain covering hardware/software R&D, testing, manufacturing and sales, backed by stable upstream and downstream supply chain partnerships.
Founded in 2 ...","AR/VR/MR & Gaming","Artificial Intelligence","Business & professional services","Consumer Tech, Smart Home & Smart Workplace","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/sichuan-yingmu-technology-co-ltd","Augmented Reality (AR)","Mixed Reality (MR)","Video, Gaming & Music","Virtual Reality (VR)","AI-optimized Hardware","Chatbots / Virtual Assistant","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/sichuan-yingmu-technology-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57310/thumb_89wfgrMsHZ0L-1779437842.png","Sigma Distribution SRL","Stand No- H4.2-B80, 4.2","Romania","Sigma Distribution SRL is a technology-driven company specializing in SaaS services that bridge the gap between suppliers and resellers. Our platform streamlines the entire B2B distribution chain by providing seamless connectivity ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/sigma-distribution-srl","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","Silver Bell Group","Stand No- H1.2-C50, 1.2","Serbia","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/silver-bell-group","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57247/thumb_R2dSKFloHEJV-1778684474.png","SIPOD","Stand No- H1.2-C50, 1.2","Serbia","Sipod is a Belgrade-based full-cycle software development company specializing in custom software solutions, product development, and strategic technology partnerships. Founded in 2015, Sipod works with clients across industries i ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/sipod","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57193/thumb_avDjiUhYyT3F-1778623006.png","SKATYS","Stand No- H2.2-A40, H2.2-A50, 2.2","Morocco","SKATYS is a technology consulting and SAP integration company specialized in digital transformation and business performance optimization. With more than 20 years of experience, we support enterprises in modernizing their operatio ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/skatys","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57101/thumb_2I9Uc1HrmvSs-1778493832.png","Skills Development & Employment Centers - ejust4skills.gr","Stand No- H2.2-19, 2.2","Greece","The Skills Development and Employment Centers operate as a comprehensive support network in areas affected by the impacts of deindustrialization, offering free services for open programs supporting the workforce and businesses, in ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/skills-development-employment-centers-ejust4skills-gr","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","SmartM2M Co., Ltd.","Stand No- H1.2-A20, 1.2","Republic Of Korea","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/smartm2m-co-ltd-","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57309/thumb_AVa90qWiEL7H-1779370044.png","SOFTECH","Stand No- H4.2-B80, 4.2","Romania","SOFTECH  delivers AI augmented industrial-grade software engineering solutions for global high-performance companies.

As your trusted partner, you will enjoy the benefits of robust, secure and scalable software system ...","Internet of Things (IOT)","Artificial Intelligence","Software Services","Coding and Development","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/softech","Cloud Services","Chatbots / Virtual Assistant","Data Extraction","Deep Learning Platforms","Machine Learning","Pattern Recognition","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/softech"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54072/thumb_2054_54072_52993_1149.png","Softlabs Group - Ainfinite Ai","Stand No- H2.2-28, 2.2","India","Established in 2003, Softlabs Group is a premier Digital Transformation powerhouse with a 23-year legacy of engineering excellence. Operating across 25+ countries, we bridge the gap between legacy reliability and future-ready inno ...","Artificial Intelligence","Computer Vision","Facial / Iris Recognition","AI-optimized Hardware","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/softlabs-group-ainfinite-ai","Chatbots / Virtual Assistant","Content Creation","Data Extraction","Deep Learning Platforms","Machine Learning","Natural Language Generation (NLG)","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/softlabs-group-ainfinite-ai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56841/thumb_xUSqCATB1WEJ-1779814901.png","Solid Hour Software GmbH","Stand No- H4.2-C60, 4.2","Germany","Solid Hour Software GmbH develops customized software solutions for companies with complex processes and high demands on data security and compliance. The company employs a structured three-phase approach – analysis, design, and ...","Cyber security","Artificial Intelligence","Smart Cities","Big Data & Analytics","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/solid-hour-software-gmbh","Consumer Tech, Smart Home & Smart Workplace","Chatbots / Virtual Assistant","Computer Vision","Data Extraction","Machine Learning","Natural Language Generation (NLG)","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/solid-hour-software-gmbh"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55572/thumb_2054_55572_54476_4209.png","Solutionave","Stand No- H4.2-D48, 4.2","Pakistan","SolutionAve  Company Profile

SolutionAve is a forward-thinking software engineering company delivering scalable, high-performance digital solutions. We specialize in mobile app development, web development, software s ...","Cyber security","Software Product","Software Services","Coding and Development","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/solutionave","Cloud Services","Analyst","Analytics","Applications including Development, Deployment & Design","Big Data & Analytics","Cloud Management & Optimisation","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/solutionave"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56625/thumb_2054_56625_55529_8321.png","SOUNDGATE","Stand No- H3.2-D30, 3.2","Armenia","Our first product is an
AI-powered guitar learning and practice application designed to help users better understand the
fretboard, develop muscle memory, and build real musical skills through interactive exercises.","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/soundgate","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56628/thumb_2054_56628_55532_5944.png","Spark.work","Stand No- H2.2-A10, 2.2","Armenia","Spark.work is an AI-powered People and Strategy Execution platform that helps organizations turn strategy into measurable results.
While most systems focus on HR operations, Spark.work starts at the top, giving leadership a  ...","Software Product","Software Services","Cloud Services","Software as a Service - SaaS","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/spark-work","Business Process Management","HR Tech","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57061/thumb_ul4bMvcWUaih-1778767368.png","SpiNNcloud Systems GmbH","Stand No- H4.2-B70, 4.2","Germany","SpiNNcloud is building the next generation of compute infrastructure for AI and high-performance computing.

Today’s AI systems are scaling through brute force: more chips, more power, more cost, more data movement.  ...","Artificial Intelligence","Cloud Services","AI-optimized Hardware","Neural Networks","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/spinncloud-systems-gmbh","Cloud Service Provider - CSP","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54079/thumb_DPuKtIi35nm4-1779134152.png","SPIRIT Slovenia Business Development Agency","Stand No- H1.2-C100, 1.2","Slovenia","SPIRIT Slovenia Business Development Agency is a single point of contact for businesses and investors looking for new opportunities. The agency's chief tasks include promotion of Slovenia’s companies abroad as well as promoting  ...","Cyber security","Artificial Intelligence","Big Data & Analytics","Regulatory Technology","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/spirit-slovenia-business-development-agency","Incubator/Accelerator/Investment","Predictive APIs","Analytics as a service","Data Governance, Risk & Compliance","Legal, Regulations, Investigations & Compliance","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56890/thumb_0VQglrvx9JYP-1778170214.png","STARTCOMPLY.COM","Stand No- H2.2-31, 2.2","Greece","StartComply is an AI-powered compliance platform that helps organizations achieve and maintain alignment with key European regulations such as NIS2, DORA, and ISO 27001:2022. Designed to replace manual, spreadsheet-based processes ...","Regulatory Technology","Cloud Services","Cybersecurity","Governance & Compliance","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/startcomply-com","Software as a Service - SaaS","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57080/thumb_xB9H5DhTGMNS-1778476962.png","Startup City Hamburg","Stand No- H4.2-G75, H4.2-G76, 4.2","Germany","Startup City Hamburg is Hamburg’s central access point for technology? and knowledge?based founders and prospective founders. Operated as a subsidiary of Innovationsstarter GmbH, it offers personal guidance and curated digital i ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/startup-city-hamburg","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55770/thumb_5iuPOMvZXWzD-1778147988.png","Startup Germany","Stand No- H4.2-D10, 4.2","Germany","Find out about the organisations – such as initiatives and programmes – that will be showcasing their work under the Startup Germany banner at the 2026 GITEX Europe: exist, exist Startup Factories, de:hub Initiative, German Ac ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/startup-germany","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57433/thumb_cT1OUQbuEr4q-1779708407.png","StateWarden","Stand No- H2.2-D65, 2.2","Poland","StateWarden is a zero-knowledge data resilience engine designed for critical infrastructure. The current industry standard for backups relies on vulnerable operating systems and perimeter defense. We built a system that assumes th ...","Internet of Things (IOT)","Cyber security","Software Product","Quantum & High Performance Computing","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/statewarden","Networking & Infrastructure","Telemetry","Supervisory Control and Data Acquisition (SCADA)","Network Management and Optimization","M2M Solutions","IoT Solutions","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/statewarden"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56658/thumb_o4UWPAkYMc6z-1777989046.png","station.E media innovation GmbH","Stand No- H4.2-34, 4.2","Germany","station.E is a tech and media company dedicated to efficient, data-driven digital audience communication. Using its proprietary georeach technology, the company offers cookie-free and GDPR-compliant solutions that consistently min ...","Gaming","Media, Marketing & Advertising Tech","Ad Trading","AdTech","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/station-e-media-innovation-gmbh","Audio, Pod Casts & Video Marketing","Brand Safety","Data Analytics","Digital Asset Management","Digital Marketing","Distribution","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/station-e-media-innovation-gmbh"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57329/thumb_aBRIFylupn42-1779799539.png","StellarBase","Stand No- H4.2-G95, 4.2","Czech Republic","StellarBase turns scattered documents and data into structured, searchable, actionable knowledge using AI. Organizations connect their data sources and get a unified knowledge layer they can query, automate, and build on.
Co ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/stellarbase","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57304/thumb_VwtNLREbl2fI-1779715433.png","STETTINER AI","Stand No- H2.2-D65, 2.2","Poland","STETTINER is a Polish SME building practical AI and immersive technology solutions for complex products. Our flagship direction is Camera-Guided AI Copilots for Complex Equipment: mobile-first assistants that let users point a pho ...","AR/VR/MR & Gaming","Media, Marketing & Advertising Tech","Artificial Intelligence","Coding and Development","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/stettiner-ai","Creative Economy","3D Computer Graphics","Animation","Augmented Reality (AR)","Mixed Reality (MR)","Mobile & Online games","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/stettiner-ai"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54433/thumb_2054_54433_53352_7232.png","Suniter","Stand No- TBC, TBC","Belgium","Suniter is a data-driven restaurant intelligence platform that helps hospitality operators gain real-time visibility across dining room and kitchen operations. By transforming operational data into actionable insights, it improves ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/suniter","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54698/thumb_2054_54698_53613_9249.png","SUSE","Stand No- H1.2-D75, 1.2","Luxembourg","SUSE is a global leader of enterprise open source software. By transforming community innovations into secure, sovereign and AI-ready solutions, SUSE empowers customers to escape vendor lock-in and regain control of their IT desti ...","Software Services","Big Data & Analytics","Blockchain","Business & professional services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/suse","Cloud Services","Cloud Solutions","IoT","Security / Cybersecurity","Intelligent Supply Chain","DevOps","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/suse"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57328/thumb_792aRtyDhIxe-1779178312.png","SYMAR","Stand No- H4.2-G95, 4.2","Czech Republic","Businesses use SYMAR to transform market research through AI-powered synthetic personas. By simulating real-world consumer behavior, the platform delivers deep qualitative and quantitative insights in under 24 hours, eliminating t ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/symar","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57286/thumb_uW1TVvyzPYbI-1779198028.png","Synode","Stand No- H4.2-E15, 4.2","Canada","Synode is a Canadian industrial software company that transforms engineering CAD files into browser-native 3D applications for sales, training, maintenance, and after-sales support — all from a single source of truth, without sp ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/synode","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","SYS Company","Stand No- H2.2-B90, 2.2","Bosnia and Herzegovina","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/sys-company","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","T4F Trailer for Friends GmbH","Stand No- H4.2-05, 4.2","Germany","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/t4f-trailer-for-friends-gmbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55574/thumb_2054_55574_54478_7515.png","Talent Surge","Stand No- H4.2-D50, 4.2","Pakistan","Talent Surge is not a Freelancer Platform. Not a Staffing Agency.
Talent Surge is a managed offshore operations partner. We deliver office-based, vetted specialists with full HR infrastructure so you get the output of a full ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/talent-surge","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","TANUO.AI UG (haftungsbeschränkt)","Stand No- H4.2-05, 4.2","Germany","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tanuo-ai-ug-haftungsbeschrnkt","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56626/thumb_SkK6ALUM7BZm-1777036632.png","TAOS","Stand No- H2.2-A10, 2.2","Armenia","TAOS is a predictive health platform that identifies cardiometabolic complication risks in real time, enabling physicians and insurers to intervene before costly clinical events occur. Focused on diabetes, obesity, and metabolic s ...","HealthTech","Big Data","Blood Pressure Monitors","Data Governance","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/taos","Healthcare Analytics","Healthcare Information Systems, Software (HIS)","Insurance and Cost Assistance Services","Integration, Interoperability","mHealth Applications","mHealth, mobile IT, Wireless Technologies (Bluetooth, Wi-Fi)","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/taos"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55573/2054_55573_54477_6000.png","Tech By EMC","Stand No- H4.2-D49, 4.2","United States of America","Tech by EMC is your trusted partner for digital growth, offering expert services in digital marketing, web development, and SEO. We help businesses build a strong online presence by creating high-performance websites, running data ...","Media, Marketing & Advertising Tech","Software Services","Application integration and infrastructure","UX & UI","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tech-by-emc","Social Media Management & Monitoring","Performance Marketing","Digital Marketing","Creativity & Design","Branding & Design","Artificial Intelligence","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tech-by-emc"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54434/thumb_2054_54434_53353_5904.png","Tech.mt Foundation","Stand No- H4.2-E38 - H4.2-E45, 4.2","Malta","Tech.mt is a Public-Private Partnership established in 2019 by the Government of Malta and the Malta Chamber of Commerce, Enterprise and Industry to position Malta as a leading hub for innovative technologies. It acts as a bridge  ...","3D Printing & Printing Services","Design & Product Development - 3D Mapping","Design & Product Development - Industrial design","Design & Product Development - Intellectual property protection for technologies and software","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/tech-mt-foundation","Design & Product Development - Optimization Services","Design & Product Development - Simulation & Simulators","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54082/thumb_2054_54082_53003_6208.png","TechBiz Global GmbH","Stand No- H4.2-24A, 4.2","Germany","TechBiz Global is a leading recruitment and software development company, helping startups and businesses achieve their goals efficiently. Our diverse, globally distributed team provides recruitment, outstaffing, outsourcing, soft ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/techbiz-global-gmbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/57077/thumb_okDputli19L2-1778079669.png","TechGDPR DPC GmbH","Stand No- H4.2-B10, 4.2","Germany","TechGDPR is a Berlin-based consultancy specialising in EU data protection and AI regulation for technology companies. We help software vendors, AI developers, SaaS providers, and international businesses operating in Europe unders ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/techgdpr-dpc-gmbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2054/07__GITEX_EUROPE_2026_NEW_LOGO_COLOR.png","TECHiFAB GmbH","Stand No- H4.2-05, 4.2","Germany","","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/techifab-gmbh","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56996/thumb_1IQJbT9qPpKm-1779879050.png","Technovate One Private Limited","Stand No- H2.2-A89, 2.2","India","Technovate.One is an AI, data, and digital engineering company focused on delivering measurable outcomes through structured execution.

We partner with organizations across manufacturing, financial services, retail, he ...","Artificial Intelligence","Software Services","Big Data & Analytics","Coding and Development","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/technovate-one-private-limited","Retail Tech","Chatbots / Virtual Assistant","Computer Vision","Data Extraction","Deep Learning Platforms","Facial / Iris Recognition","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/technovate-one-private-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/54048/thumb_2054_54048_52969_5057.png","TechPods JSC","Stand No- H1.2-08, 1.2","Bulgaria","TechPods is a British-Bulgarian-owned and managed technology co-sourcing company based in Sofia, Bulgaria. Unlike traditional IT outsourcing companies, our fully transparent model enables companies to scale quickly, while mitigati ...","Software Services","Big Data & Analytics","Coding and Development","Cloud Services","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/techpods-jsc","ERP (Enterprise Resource Planning) Software","Data Analytics & Automation","CRM (Customer Relationship Management) Software","Business Intelligence Solutions","Application integration and infrastructure","Web Development","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/techpods-jsc"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56923/thumb_vRzcXLPFytVJ-1777442322.png","TechTez","Stand No- H4.2-C110, H4.2-C111, 4.2","India","echTez is a global engineering and technology partner helping enterprises build intelligent, secure, and production-ready digital solutions. We combine Artificial Intelligence, cloud infrastructure, and full-stack expertise to sol ...","","","","","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/techtez","","","","","","","",""
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/56491/thumb_2054_56491_55395_4566.png","Teqnite Digital","Stand No- H4.2-D54, 4.2","Pakistan","We are a full-service digital agency specializing in branding, website design and development, and performance marketing. We help businesses build a strong digital presence and grow in competitive markets.

Our team cr ...","Media, Marketing & Advertising Tech","3D Printing & Printing Services","Coding and Development","Ecommerce","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/teqnite-digital","Backend Development","Cloud Computing","Devops","Embedded System Development","Frontend Development","Java","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/teqnite-digital"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2054/55548/2054_55548_54452_1619.png","The AI People","Stand No- H4.2-E22, H4.2 E23, 4.2","Germany","KI-Adoption: Wir unterstützen dich bei der Integration von KI-Technologien, um Prozesse zu optimieren und Wettbewerbsvorteile zu schaffen - von der ersten Idee bis zur vollständigen Umsetzung.

KI-Strategie: Wir entw ...","Artificial Intelligence","Software Product","Software Services","Coding and Development","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/the-ai-people","Business & professional services","Planning and Optimization","Robotic Process Automation","Virtual Companions","Artificial Intelligence","Python","Read More","https://exhibitors.gitexeurope.com/gitex-europe-2026/Exhibitor/ExbDetails/the-ai-people"
