"toggler","stand","country","img-holder src","additional","visit-us 2","button","button href","button href 2","categories","subcategory","subcategory href","divider","subcategory 2","subcategory href 2","divider 2","subcategory 3","subcategory href 3","divider 3","subcategory 4","subcategory href 4"
"Sichuan Shifang Dingli Phosphate Chemical Co..ltd","C3N12","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3N12","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/59/05/exhibitor325905-596.html","","","","","","","","","","","",""
"Signa Husada, PT","C3M47","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3M47","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/94/98/exhibitor319498-596.html","","","","","","","","","","","",""
"Sinergi Multi Lestarindo ,PT","D1B06","Indonesia","https://www.ingredientsnetwork.com/sml-comp254974.png","Established as an importer and distributor of high quality materials for cosmetics, personal care, food ingredients, animal feed, pharma and neutraceutical. Our business activities consist of distributing a wide range of high quality products from all over the world to be locally stocked in Indonesia. The principal of our business strategy is customer based, back end integration, innovative solutions, reliable and consistent in high quality products, in depth technical know-how, and customer satisfaction.","stand D1B06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/49/74/exhibitor254974-596.html","Categories:","Cumin","https://www.ingredientsnetwork.com/cumin-code016042.html","|","Flavouring substances","https://www.ingredientsnetwork.com/flavouring-substances-code015486.html","|","Flavourings","https://www.ingredientsnetwork.com/flavourings-code015485.html","|","Herbs, Spices","https://www.ingredientsnetwork.com/herbs-spices-code016020.html"
"Sino Biotech United Co., Ltd.","A2G34","China","https://www.ingredientsnetwork.com/sbtunited_logo-comp328258.jpg","At Sino Biotech United(SBT United), we create enzymes preparation and related innovated products and services for industrial applications. Through our science and innovation, we enable our customers in nearly every industry to create better and leading technology, products and solutions in an Safe, Eco-friendly, Sustainable and Profitable way to meet the ever-changing needs and desires of consumers worldwide. We collaborate closely with our customers to understand the customer’s voice and expectation all over the world. With better science, specifically technical and innovated solution is available for your business challenges. Not only settle the underlying problems with the eco-friendly and cost-effective focused but also adding the new value by nature’s own materials and our own scientific know-how. Our Vision Become the most respected and preferred leading bio-tech partner of the health and environment care. Our Mission and Strategy Create New Value with Biotechnology Delivered At SBT United, we are close to customers and consumers everywhere. We turn technologies and experiences from cultures into new opportunities to help our customers to be more successful with their business. We believe that all over the world people will attach more and more importance to the quality of their life in the future. Therefore we committed to the care of Human Health and Environment for quality life by creating leading biotechnology and innovative bio-based products. Our Values Care for Safety, Health and the Environment Integrity & Honesty Passion & Perseverance Innovation & Collaboration Team Spirit & Link Up Commitment & Efficiency. Our Slogan What we love, we do it well.","stand A2G34","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/82/58/exhibitor328258-596.html","Categories:","Other Enzymes","https://www.ingredientsnetwork.com/other-enzymes-code015994.html","","","","","","","","",""
"Sinopure Sweet Co.,Ltd","D1E13","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D1E13","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/15/61/exhibitor481561-596.html","","","","","","","","","","","",""
"SKM Egg Products Export India Limited","A1B11","India","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A1B11","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/42/44/exhibitor314244-596.html","","","","","","","","","","","",""
"Sonic Biochem Extractions Private Limited","C1M10","India","https://www.ingredientsnetwork.com/rpVu54rwtDIBvWq-comp249259.png","Sonic Biochem is the largest NON-GMO soya food & pharma ingredient company in central India. It's capability for creating new/niche products & marketing drive has placed it among the fastest growing companies in the country. Exporting to 55 countries with strong distribution in Asia, Europe, Africa & USA. Sonic has four international standard manufacturing facilities. Our commitment to quality is evident from the various quality and system certifications we have obtained -ISO22000, Food Safety & Standard Certificate, ISO9000-2008, Cert ID, Kosher, Halal, & GMP++.

	Our range of soya ingredients include: - Lecithin Powder & Liquid Phosphatidyl Choline, TVP & Flour, Flakes and SPC. Our Products are used by renowned international food processing/chocolate/confectionary/meat processing industries","stand C1M10","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/92/59/exhibitor249259-596.html","Categories:","Amino acids","https://www.ingredientsnetwork.com/amino-acids-code015945.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Food Substitute Ingredient Mixtures","https://www.ingredientsnetwork.com/food-substitute-ingredient-mixtures-code015909.html","|","Lecithins","https://www.ingredientsnetwork.com/lecithins-code015451.html"
"SONTON FOOD INDONESIA,PT","D1C44","Indonesia","https://www.ingredientsnetwork.com/sonton-comp255000.png","We have developed as a general filling manufacturer focusing on breads and snacks since 1942, when we started making peanut butter. However, we have decided to change course from general filling manufacturing and be part of the general food industry, in order to come up with new business models to cope with increasingly intensifying competition due to declines in population and TPP participation.

We also plan to enter the growth estimated market of inbound business, and reach out not only to Japan but also internationally through globalization.","stand D1C44","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/50/00/exhibitor255000-596.html","Categories:","Peanut oil","https://www.ingredientsnetwork.com/peanut-oil-code015829.html","|","Bakery","https://www.ingredientsnetwork.com/bakery-code016113.html","|","Prepared foods","https://www.ingredientsnetwork.com/prepared-foods-code016126.html","|","Consulting","https://www.ingredientsnetwork.com/consulting-code016223.html"
"Spray Drying and Chemicals Pvt. Ltd.","A1B09","India","https://www.ingredientsnetwork.com/1666-sdc-logo-design-march22-final-comp328299.pdf","Established 6 years ago, our company was founded with a clear vision: to drive innovation and transformation in the global food industry. Powered by a dynamic team of young professionals and a culture that values continuous improvement and human excellence, we are committed to delivering high-quality, reliable, and forward-thinking solutions.Our dedication to quality, customer focus, and sustainable growth enables us to serve a diverse international clientele, adapting to the evolving demands of a rapidly changing global marketplace.Spray Drying and Chemicals Pvt Ltd is a distinguished manufacturer, global supplier, and preferred partner for premium food ingredient solutions.We specialize in producing Spray Dried Gum Acacia (Gum Arabic), offering the finest grades — Hashab (Acacia Senegal) and Talha (Acacia Seyal) — along with advanced instant soluble formulations designed for superior performance and functionality.With state-of-the-art facilities, stringent quality standards, and a customer-centric approach, we deliver consistent excellence, trusted by leading brands across the food, beverage, nutraceutical, and pharmaceutical industries worldwide.","stand A1B09","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/82/99/exhibitor328299-596.html","Categories:","Acacia gum","https://www.ingredientsnetwork.com/acacia-gum-code015467.html","|","Antioxidants","https://www.ingredientsnetwork.com/antioxidants-code015381.html","|","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html"
"Sree International Indonesia, PT","C3L38","Indonesia","https://www.ingredientsnetwork.com/Tradeasia-Logo-250250%20(1)-comp306100.png","Established in 2004, Tradeasia is a rapidly growing supply chain company which provides industrial raw materials. Headquartered in Singapore, Tradeasia also operates in 9 Asian countries as our trading hubs. We have a vast portfolio and distribute to a wide range of industries. We strive to build lasting bonds through trust, integrity, commitment, partnership, entrepreneurship and sustainability.
Tradeasia has supplied to various food & beverages processing industries. We provide multiple product categories. We strive to provide customers with high quality products from notable suppliers while ensuring seamless and secure trade services.","stand C3L38","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/30/61/00/exhibitor306100-596.html","Categories:","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Lecithins","https://www.ingredientsnetwork.com/lecithins-code015451.html","|","Other Acidulants","https://www.ingredientsnetwork.com/other-acidulants-code015349.html","|","Other Additives","https://www.ingredientsnetwork.com/other-additives-code015533.html"
"Sri Aman Corporindo,PT","C1K48","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C1K48","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/27/23/34/exhibitor272334-596.html","","","","","","","","","","","",""
"Stagot Potatoes Products LLP","B3E12-A2","India","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B3E12-A2","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/15/62/exhibitor481562-596.html","","","","","","","","","","","",""
"STARCH SOLUTION INTERNASIONAL,PT","C2Q47","Indonesia","https://www.ingredientsnetwork.com/ssi-new-comp479930.png","PT. STARCH SOLUTION INTERNASIONAL is the biggest Modified Starch producer in Indonesia. We produce derivative products by changing the characteristics of native starch according to the customer’s requirement through chemical process/reaction; this process is more popular as starch modification.","stand C2Q47","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/99/30/exhibitor479930-596.html","Categories:","Starches","https://www.ingredientsnetwork.com/starches-code015725.html","|","Dairy","https://www.ingredientsnetwork.com/dairy-code016117.html","|","Meal replacement products","https://www.ingredientsnetwork.com/meal-replacement-products-code016139.html","|","Meat, Poultry & Fish","https://www.ingredientsnetwork.com/meat-poultry-fish-code016122.html"
"Steviatech Life Pvt. Ltd.","C2P35","India","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C2P35","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/64/72/exhibitor326472-596.html","","","","","","","","","","","",""
"Sudeep Nutrition Private Limited","B1A46","India","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand B1A46","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/69/40/exhibitor326940-596.html","","","","","","","","","","","",""
"Sumber Praline Utama,PT","D1D44","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D1D44","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/30/60/99/exhibitor306099-596.html","","","","","","","","","","","",""
"Sunita Hydrocolloids Pvt. Ltd.","C3L37","India","https://www.ingredientsnetwork.com/shpl-logo-comp283634.pdf","is a leading
and reputed  since  of . It is part of a respectable and
diversified group having worldwide operations and business locations in India
and abroad. SHPL has 3 manufacturing plants in India located at Jodhpur. It has
a subsidiary company in Houston (USA). SHPL operates a world-class
facility in Jodhpur – Rajasthan, India’s foremost Guar growing state, to
produce a wide range of 





All our products are well
established in the global market and approved under major certifications like The manufacturing plants are and  certified. SHPL is a 
company. Our food-grade guar gum powder plant is a 
certified manufacturing facility. SHPL has a broad product
portfolio which includes:","stand C3L37","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/36/34/exhibitor283634-596.html","Categories:","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html","|","Dietary Fibres, Prebiotics","https://www.ingredientsnetwork.com/dietary-fibres-prebiotics-code015775.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Fenugreek","https://www.ingredientsnetwork.com/fenugreek-code015593.html"
"Sunson Industry Group Co., Ltd.","C2P38","China","https://www.ingredientsnetwork.com/sunson-comp249622.jpg","Sunson Industry Group Co Ltd is a China-based corporation engaged in researching, producing and marketing of enzymes. It is composed of four production bases, three R&D centres, four district store centres, and over 30 branches and sub-companies throughout China. The items of Sunson’s exportation include heat-stable alpha-amylase, bacterial alpha-amylase, glucoamylase, protease, cellulase, beta-glucanase, xylanase and pectase, hemi-cellulase, lipase, glucose oxidase, etc.","stand C2P38","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/96/22/exhibitor249622-596.html","Categories:","Amylase","https://www.ingredientsnetwork.com/amylase-code015970.html","|","Beta-glucans","https://www.ingredientsnetwork.com/beta-glucans-code015796.html","|","Bioactive Compounds - Other","https://www.ingredientsnetwork.com/bioactive-compounds-other-code015924.html","|","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html"
"Supa Surya Niaga,PT","A3Q01","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A3Q01","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/27/35/57/exhibitor273557-596.html","","","","","","","","","","","",""
"Supreme Gums Private Limited","A1A14","India","https://www.ingredientsnetwork.com/logo-comp328300.png","Supreme Gums Pvt Ltd is a manufacturer and exporter of Guar Gum Powder, Splits and other related products. Established in the year 2002, the promoters have an experience of over 25 years in the industry. With four separate production units, Supreme processes over 80,000 MT of Guar Products every year including Guar Gum Splits and Guar Gum Powder. Our Prime Motto: Quality and Commitment Work with Supreme for: - Quality Assurance up to delivery at customers warehouse -","stand A1A14","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/83/00/exhibitor328300-596.html","Categories:","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Lecithins","https://www.ingredientsnetwork.com/lecithins-code015451.html","|","Other Additives","https://www.ingredientsnetwork.com/other-additives-code015533.html","|","Other Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/other-emulsifiers-stabilisers-thickeners-code015478.html"
"Surya Grain Indonesia,CV","C1K43","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C1K43","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/02/exhibitor477302-596.html","","","","","","","","","","","",""
"Suzhou Gaofeng Meisheng Technology Co., Ltd.","C2S33","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C2S33","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/16/73/exhibitor481673-596.html","","","","","","","","","","","",""
"Swastik Gum Industries (India)","D2D27","India","https://www.ingredientsnetwork.com/company-logo-comp270590.png","is a globally recognized , and Supplier of Premium-quality . In addition to its manufacturing operations, the company also exports and trades a wide range of complementary products, including","stand D2D27","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/27/05/90/exhibitor270590-596.html","Categories:","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Guar gum","https://www.ingredientsnetwork.com/guar-gum-code015471.html","|","Other Additives","https://www.ingredientsnetwork.com/other-additives-code015533.html","|","Other Flavourings","https://www.ingredientsnetwork.com/other-flavourings-code015491.html"
"Sylvestre Natural Ingredients","C2P08","Brazil","https://www.ingredientsnetwork.com/sylvestreingredientesnaturais_logo-comp289041.jpg","We are manufacturers of natural ingredients, focused on bringing the best of nature into your products, turning challenges into personalized, natural solutions. Get in touch with our team and consult our specialists!","stand C2P08","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/90/41/exhibitor289041-596.html","","","","","","","","","","","",""
"TAN PUTRA TAMA, PT","D2G04","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D2G04","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/97/74/exhibitor479774-596.html","","","","","","","","","","","",""
"Tanbo Food Ingredients","C3T03","Egypt","https://www.ingredientsnetwork.com/c282605img_XL-comp282605.jpg","Tanbo Food Ingredients S.A.E. is a food manufacturing company specializing in dehydrated onion products. The company's production represents approximately 40% of Egypt's total dehydrated onion exports. Our founder, Mr. Hesham Eltanbouly, has more than 40 years of experience in the dehydrated vegetables industry, exporting to Europe, Japan (Asia), the USA, Canada, South America, the Middle East, and Africa.","stand C3T03","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/26/05/exhibitor282605-596.html","Categories:","Other Flavour Enhancers","https://www.ingredientsnetwork.com/other-flavour-enhancers-code015484.html","|","Other Flavourings","https://www.ingredientsnetwork.com/other-flavourings-code015491.html","|","Plant-based foods","https://www.ingredientsnetwork.com/plant-based-foods-code016125.html","|","Analysis/ Testing","https://www.ingredientsnetwork.com/analysis-testing-code016215.html"
"Tangga Emas Kimia,PT","D1A02","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D1A02","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/03/exhibitor477303-596.html","","","","","","","","","","","",""
"Tanya Exports","B3C26-B","India","https://www.ingredientsnetwork.com/logo%20(1)-comp282197.jpg","Since last 30 years, Tanya Exports has been a leader in the export market. Our clientele reach is spread all across the world, and our major forte is to provide customers Blended and caramel Colors in good quality product consistently, combined with best prices and packaging.

The company’s efforts in the last three decades have focused on the enhancing life of the organization through building better manufacturing infrastructure, realistic product pricing, and becoming even more customer centric.

“2020 is yet another milestone for us as Tanya Exports completes thirty-four years in the service of Textile Dyestuffs & Colors Industry.”","stand B3C26-B","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/28/21/97/exhibitor282197-596.html","Categories:","Plain caramel","https://www.ingredientsnetwork.com/plain-caramel-code015433.html","","","","","","","","",""
"TATARASA PRIMATAMA","A1A52","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A1A52","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/09/40/exhibitor480940-596.html","","","","","","","","","","","",""
"Techno  (Fujian) Food Ingredients Co. ,Ltd.","C1K28","China","https://www.ingredientsnetwork.com/R53INTjmUdGFp8z-comp249346.jpg","Techno Food Ingredients has been one of the leading sucralose manufacturers in the world for over a decade. Techno Sucralose is being utilized by many of the top beverage, pharmaceutical, nutritional and food companies in North America, Europe, Asia. Our nutraceutical line product feature vegan certified L-Tyrosine, GABA, R-alpha lipoic acid and R-alpha lipoic acid sodium salt.","stand C1K28","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/24/93/46/exhibitor249346-596.html","Categories:","Acetic acid","https://www.ingredientsnetwork.com/acetic-acid-code015382.html","|","Alpha-lipoic acid","https://www.ingredientsnetwork.com/alpha-lipoic-acid-code015927.html","|","L-Taurine","https://www.ingredientsnetwork.com/l-taurine-code015962.html","|","L-Tyrosine","https://www.ingredientsnetwork.com/l-tyrosine-code015965.html"
"Teck Soon Hong (Zhuhai) Flavours & Fragrances Ltd.","C2Q38","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C2Q38","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/11/02/exhibitor481102-596.html","","","","","","","","","","","",""
"Tegar Inti Sentosa, PT","A1D06","Indonesia","https://www.ingredientsnetwork.com/tegar-comp254971.png","Tegar Inti Sentosa is the food ingredients unit from Rotaryana group of companies. We specialize in new developments and technical support application for the food industry. Our team consists experienced technical support and marketing team in the area of fats & oil, bakery, dairy, and ice cream industries.","stand A1D06","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/25/49/71/exhibitor254971-596.html","Categories:","Alginic acid - alginates","https://www.ingredientsnetwork.com/alginic-acid-alginates-code015468.html","|","Amylase","https://www.ingredientsnetwork.com/amylase-code015970.html","|","Fish oil","https://www.ingredientsnetwork.com/fish-oil-code015812.html","|","Milk fat","https://www.ingredientsnetwork.com/milk-fat-code015816.html"
"Tenglong Newmat Co., Ltd","C3P30","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3P30","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/48/11/95/exhibitor481195-596.html","","","","","","","","","","","",""
"Tengzhou Ruiyuan Flavor Co., Ltd.","C3L13","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3L13","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/07/exhibitor477307-596.html","","","","","","","","","","","",""
"Tengzhou Runlong Fragrance Co.,Ltd.","C1K23","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C1K23","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/08/exhibitor477308-596.html","","","","","","","","","","","",""
"Tengzhou Tianshui Biotechnology Co.,Ltd.","C1K09","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C1K09","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/09/exhibitor477309-596.html","","","","","","","","","","","",""
"TENTREM ARTHA NUGRAHA, PT","A3R38","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A3R38","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/10/exhibitor477310-596.html","","","","","","","","","","","",""
"Thai Wah Public Company Limited","B3J26","Thailand","https://www.ingredientsnetwork.com/TW%20Co_logo_TW-comp264188.jpg","Thai Wah Public Company Limited has operated in the agriculture business
and food industry in Thailand for over 75 years with a commitment to creating
innovation and sustainability from farm to shelf along with promoting
substantial business growth. The Company’s core businesses are divided into
three main categories: the tapioca starch and starch-related ingredient solution under the “ ROSE BRAND ”, the food products such as
vermicelli and noodle products, and the biodegradable products under the
“ROSECO” brand distributed to local markets as well as global customers over 35 countries across the world
together with our trusted partners. For more information about Thai Wah, please visit https://www.thaiwah.com","stand B3J26","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/41/88/exhibitor264188-596.html","Categories:","Dietary fibres","https://www.ingredientsnetwork.com/dietary-fibres-code015448.html","|","Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/emulsifiers-stabilisers-thickeners-code015443.html","|","Other Emulsifiers, Stabilisers, Thickeners","https://www.ingredientsnetwork.com/other-emulsifiers-stabilisers-thickeners-code015478.html","|","Other Oligo- and polysaccharides","https://www.ingredientsnetwork.com/other-oligo-and-polysaccharides-code015729.html"
"The Essence (Beijing) Co., Ltd","A3N41","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A3N41","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/52/48/exhibitor475248-596.html","","","","","","","","","","","",""
"The One Times Inc.","D1E05","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand D1E05","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/29/61/74/exhibitor296174-596.html","","","","","","","","","","","",""
"The Tatua Co-operative Dairy Company Limited","A3M52","New Zealand","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A3M52","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/53/03/exhibitor475303-596.html","","","","","","","","","","","",""
"THOMAS ENIKS INTERNASIONAL,PT","A1A28","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A1A28","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/11/exhibitor477311-596.html","","","","","","","","","","","",""
"Tianjin Jianfeng Natural Product R&D Co., Ltd.","A1C05","China","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand A1C05","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/31/65/14/exhibitor316514-596.html","","","","","","","","","","","",""
"TIANJIN TANGCHAO FOODS INDUSTRY CO., LTD.","C3K46","China","https://www.ingredientsnetwork.com/tangchaofood-comp263527.jpg","Tianjin Tangchao Foods Industry Co Ltd was established in 1995. We are one of the earliest enterprises which is involved in food ingredients field. 

Tangchao has been a modern high-tech enterprise which is specialized in R&D, selling and manufacturing food ingredients for over 20 years. 

Technology includes controlled maillard reaction, targeting enzyme, amino , micro-capsule flavors, fermentation and aroma-oducing, natural extraction and sensory analysis and evaluation, etc.

Products include natural fruit&vegetable powder, raw materials of health products, savory flavor,compound seasonings, sweet flavor, palatability enhancer of petfood and so on. They can be widely used in health products, snack food, seasoning, catering, instant noodles, baby rice flour, meat, quick-frozen, prepared food and other fields.","stand C3K46","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/26/35/27/exhibitor263527-596.html","Categories:","Beef protein","https://www.ingredientsnetwork.com/beef-protein-code015996.html","|","Flavouring preparations","https://www.ingredientsnetwork.com/flavouring-preparations-code015487.html","|","Flavouring substances","https://www.ingredientsnetwork.com/flavouring-substances-code015486.html","|","Flavourings","https://www.ingredientsnetwork.com/flavourings-code015485.html"
"TIANZHEN BOCHENG VEGETABLES CO., LTD.","B2J23","China","https://www.ingredientsnetwork.com/wpse59bbee71-comp324597.jpg","TIANZHEN BOCHENG VEGETABLES CO.,LTD","stand B2J23","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/32/45/97/exhibitor324597-596.html","Categories:","Carrots","https://www.ingredientsnetwork.com/carrots-code015896.html","|","Fruit, Seeds, Nuts & Peanuts, Vegetables","https://www.ingredientsnetwork.com/fruit-seeds-nuts-peanuts-vegetables-code015837.html","|","Other Vegetables","https://www.ingredientsnetwork.com/other-vegetables-code015907.html","|","Peppers","https://www.ingredientsnetwork.com/peppers-code015903.html"
"Tiga Srikandi Jaya, PT.","C3K04","Indonesia","https://www.ingredientsnetwork.com/47/staticpage/00/07/19/site/WW_iN_RGB_edit.png","","stand C3K04","Contact company","https://exhibitors.figlobal.com/2026fij/#","https://www.ingredientsnetwork.com/47/company/47/73/12/exhibitor477312-596.html","","","","","","","","","","","",""
