company name,location,Booth: 1E-C02   |   Hall of Fame - Digital Entertainment   |   ,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,,Other Certificates,supplier_url,exhibitor_url,Booth: 1A-C09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1CON-020   |   Hall of Fame - Power & Accessories   |   ,Booth: 3B-C02   |   Personal Electronics   |   ,Booth: 1A-D10   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-B13   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-C10   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-A13   |   Hall of Fame - Home Tech   |   ,Booth: 1D-A21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-014   |   RISE Avenue   |   ,Booth: 1B-D08   |   Hall of Fame - Gadgets World   |   ,Booth: 3C-A02   |   Personal Electronics   |   ,Booth: 1CON-017   |   RISE Avenue   |   ,Booth: 1D-B14   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-003   |   RISE Avenue   |   ,Booth: 1C-C02   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 3D-D24   |   Audio Visual Products   |   ,Booth: 1CON-025   |   Hall of Fame - Home Tech   |   ,Booth: 1CON-022   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A04   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D04   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-D06   |   Hall of Fame - Home Tech   |   ,Booth: 1A-B18   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D20   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-A08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-A10   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-D05   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-D21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A26   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B08   |   Hall of Fame - Home Tech   |   ,Booth: 1A-C22   |   Hall of Fame - Power & Accessories   |   ,Booth: 1B-E25   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C09   |   Hall of Fame - Gadgets World   |   ,Booth: 3D-B17   |   Audio Visual Products   |   ,Booth: 1C-D18   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D17   |   Hall of Fame - Home Tech   |   ,Booth: 3B-B01   |   Security Products   |   ,Booth: 1C-A09   |   Hall of Fame - Gadgets World   |   ,Booth: 3E-B12   |   Audio Visual Products   |   ,Booth: 1E-D23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-E21   |   Hall of Fame - Home Tech   |   ,Booth: 1B-C24   |   Hall of Fame - Home Tech   |   ,Booth: 3F-G28   |   Home Appliances   |   ,Booth: 1A-A09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 3G-A32   |   Home Appliances   |   ,Booth: CH-K04   |   Tech Hall   |   ,Booth: 3F-G04   |   Home Appliances   |   ,Booth: 3D-E13   |   Audio Visual Products   |   ,Booth: 3G-B27   |   Home Appliances   |   ,Booth: 3F-D03   |   Beauty & Healthcare Electronics   |   ,Booth: 3C-A28   |   Personal Electronics   |   ,Booth: 3D-B06   |   Audio Visual Products   |   ,Booth: 3C-A12   |   Personal Electronics   |   ,Booth: 3D-B01   |   Automotive & In-Vehicle Electronics   |   ,Booth: 3C-C27   |   Personal Electronics   |   ,Booth: 3B-C07   |   Personal Electronics   |   ,Booth: 3D-C23   |   Audio Visual Products   |   ,Booth: 3G-B03   |   Home Appliances   |   ,Booth: 3B-B05   |   Security Products   |   ,Booth: 3C-B20   |   Telecommunications Products   |   ,Booth: 5C-D24   |   Electronic Accessories and Mobile Electronics   |   ,Booth: GH-D14   |   Future Industries Zone   |   ,Booth: 3G-B15   |   Home Appliances   |   ,Booth: 3F-D16   |   Beauty & Healthcare Electronics   |   ,Booth: 3E-B05   |   Audio Visual Products   |   ,Booth: 3B-C26   |   Personal Electronics   |   ,Booth: 5C-C21   |   Group Pavilion   |   Taiwan Pavilion,Booth: 5C-D19   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3B-B19   |   Security Products   |   ,Booth: 5C-E18   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3G-A18   |   Home Appliances   |   ,Booth: 3F-F19   |   Home Appliances   |   ,Booth: 3B-C16   |   Personal Electronics   |   ,Booth: 3E-A07   |   Audio Visual Products   |   ,Booth: 3D-C08   |   Audio Visual Products   |   ,Booth: 3G-B18   |   Home Appliances   |   ,Booth: 3G-D02   |   Home Appliances   |   ,Booth: 3G-C34   |   Connected Home   |   ,Booth: 5C-B06   |   Group Pavilion   |   Taiwan Pavilion,Booth: 3G-D08   |   Home Appliances   |   ,Booth: 3E-E22   |   Audio Visual Products   |   ,Booth: 3G-A17   |   Home Appliances   |   ,Booth: 3F-C17   |   Beauty & Healthcare Electronics   |   ,Booth: 3G-A16   |   Home Appliances   |   ,Booth: 5C-F17   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3C-E16   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5C-D22   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-C07   |   Beauty & Healthcare Electronics   |   ,Booth: 5C-D06   |   Electronic Accessories and Mobile Electronics   |   ,Booth: 3F-F23   |   Pet Electronics   |   ,Booth: 3G-C06   |   Group Pavilion   |   
Dongguan VIP-TEK Enterprise Limited,Chinese Mainland,,,"Exporter, Manufacturer","Hi-Fi Equipment, Audio Speaker, Amplifier, Hi-Fi Equipment, Audio Speaker, Amplifier, Hi-Fi Equipment, Audio Speaker, Amplifier",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-VIP-TEK-Enterprise-Limited/1S00P7N8P,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064RWL?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Best Travel Electronics Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Best-Travel-Electronics-Co-Ltd-/1X0AX0KG,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00639NU?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Digilife Technologies Co., Ltd.",Taiwan    |    Factory in:  Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Digilife-Technologies-Co-Ltd/1X04RH5G,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0065WFV?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fujian Youtong Industries Co., Ltd.",Chinese Mainland,,,Manufacturer,"Weather Station, Electronic Gadget, Watch & Clock, Electronic Timer, Weather Station, Electronic Gadget, Watch & Clock, Electronic Timer, Weather Station, Electronic Gadget, Watch & Clock, Electronic Timer",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Youtong-Ind-Co-Ltd/1X0AWJZG,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S006372N?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huizhou Maxtop Digital Technology Co Ltd,Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Maxtop-Digital-Technology-Co-Ltd/1S00PE792,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067IYO?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Klyde Electronics Co., Ltd.",Chinese Mainland,,,Others,,"After 16 years of growing, we have a professional team who are highly experienced in carrying out car multimedia player & instrument cluster & car audio and security installations for all types of cars.","ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2027 HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Autumn Edition) 2016 HKTDC Hong Kong Electronics Fair (Spring Edition) 2016 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2015 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2014 Show More,,,IATF16949 Issued By URS Type - Valid Date (N/A) - 30 Jul 2023 CE Issued By PTSI Type - Valid Date (N/A) - 11 Jun 2027,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Klyde-Electronics-Co-Ltd/1X09FT9C,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064GZN?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Gospell Smarthome Electronic Co., Ltd.",Chinese Mainland,,,Others,"CCTV Equipment, Security Camera, Security Camera, CCTV Equipment, Security Camera, CCTV Equipment",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Gospell-Smarthome-Electronic-Co-Ltd-/1X05GWFX,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064TD4?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Canjing Electronics Co., Ltd.",Chinese Mainland,,,Manufacturer,"Digital Media Player, HDTV, Hi-Fi Equipment, Audio Speaker, Digital Audio System, Television, Speaker, DVD / Blu-ray Player, Digital Media Player, HDTV, Hi-Fi Equipment, Audio Speaker, Digital Audio System, Television, Speaker, DVD / Blu-ray Player, Digital Media Player, HDTV, Hi-Fi Equipment, Audio Speaker, Digital Audio System, Television, Speaker, DVD / Blu-ray Player, Digital Media Player, HDTV, Hi-Fi Equipment, Audio Speaker, Digital Audio System, Television, Speaker, DVD / Blu-ray Player","Portable TV, Smart TV, Portable DVD Player, Projector, CD Player, Soundbar, Bluetooth Speaker","OBM, OEM, ODM",,www.canjing.net,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2012 HKTDC Hong Kong Electronics Fair (Spring Edition) 2011 HKTDC Hong Kong Electronics Fair (Spring Edition) 2010,,,ISO9001 Issued By ZPTC Type ISO_9001 Valid Date 15 Jan 2025 - 14 Jan 2028 ISO14001 Issued By ZPTC Type ISO_14001 Valid Date 15 Jan 2025 - 14 Jan 2028,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Canjing-Electronics-Co-Ltd-/1X05GTVQ,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064RQ3?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShenZhen HanHong Digital Technology Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Hanhong-Digital-Technology-Co-Ltd-/1X0AID6R,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064RR0?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen KEP Technology Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-KEP-Technology-Co-Ltd/1X0ARHH4,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064GWW?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger Head Hi-Watt Battery (HK) Company Limited,Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tiger-Head-Hi-Watt-Battery-HK-Company-Limited/1X006JNS,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064C0O?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Concept Audio Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Concept-Audio-Co-Ltd-/1S00OTR9I,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S006370T?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dongguan Loyfun Ind'l Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Loyfun-Ind-l-Co-Ltd/1X09E2CI,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S00639X0?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epomaker Inc,USA,,"Founded in 2016, Epomaker (derived from Epoch of Makers) is a global mechanical keyboard brand created by gamers, software engineers, and keyboard enthusiasts. Guided by our ""From the community, For the community."" philosophy, we unite a diverse young team to design premium keyboards that blend customizability, creativity, and productivity. Through relentless innovation, we bridge global keyboard lovers with top engineers, delivering masterfully crafted yet accessible products. After nearly a decade of development, we have successfully transformed from a startup team into a global brand. We've not only pursued excellence in product development but also built a strong reputation in logistics delivery and user experience. Our products have earned praise from journalists at authoritative media outlets like The Verge, New York Times, Forbes, and Tom's Hardware, helping the charm of mechanical keyboards reach every corner of the world.",Manufacturer,"Earphone, Computer Keyboard, Mouse",Epomaker creates high-end mechanical keyboards that combine cutting-edge innovation with personalized design.,"ODM, OEM",Epomaker,https://epomaker.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Epomaker-Inc/1S00O7W3V,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0062SAE?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GuangZhou Beecaro Technology CO., Limited",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/GuangZhou-Beecaro-Technology-CO-Limited/1S00O98FJ,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064JJW?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Anxon Technology CO LTD,Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Anxon-Technology-Co-Ltd/1S00OQ4A2,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064IQC?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanlida Electrical Technology Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sanlida-Electrical-Technology-Co-Ltd/1S00O4MR5,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064L7U?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Gmcell Technology Co., Ltd.",Chinese Mainland    |    Factory in:  Chinese Mainland,,,"Manufacturer, Exporter","Battery, Battery, Battery, Battery",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Gmcell-Technology-Co-Ltd-/1S00OJC66,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064RUR?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Risun Technology Co., Ltd.",Chinese Mainland,,,"Exporter, Manufacturer, Others","Electric Toothbrush, Vacuum Cleaner, Electric Toothbrush, Vacuum Cleaner, Electric Toothbrush, Vacuum Cleaner, Electric Toothbrush, Vacuum Cleaner",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Risun-Technology-Co-Ltd-/1X0759HS,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064OZF?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Weiteshijia Technology Co., Ltd.",Chinese Mainland,,,"Import Agent, Export Agent","Electric Fan, Air Cooler / Warmer, Electric Coffee Maker, Dish Sterilizer, Air Conditioner, Air Purifier, Dehumidifier, Electric Deep Fryer, Dish Washer, Dryer","Fan, humidifier","OBM, OEM, ODM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-WEITESHIJIA-TECHNOLOGY-CO-LTD/1S00OTSYE,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S006395C?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suzhou Dibea Electrical Technology Co., Ltd.",Chinese Mainland,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Suzhou-Dibea-Electrical-Technology-Co-Ltd-/1X0AIEXX,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0064GQE?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Refined Motor Company Limited,Hong Kong    |    Factory in:  Hong Kong,,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Refined-Motor-Company-Limited/1S00OU4IE,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0066EMS?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zhuhai Y&Y Technology Co., Ltd.",Chinese Mainland,,,"Exporter, Manufacturer","Barcode Reader, USB Flash Drive, Barcode Reader, USB Flash Drive, Barcode Reader, USB Flash Drive",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuhai-Y-Y-Technology-Co-Ltd-/1S00OBBHA,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0067J0H?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Precision Enterprise Limited,Hong Kong,,"Precision Enterprise Limited was established in 1995, with over 30 years development, we now grow as an enterprise engaging in research design, manufacturing and sales of a wide range of ODM and OEM electronic products in automotive electronics and accessories, security and surveillance, green power and energy monitoring products, solar system components as well as consumer electronics. Over the years, Precision has rolled out hundreds of different products and models, and some of these products have won prizes in different competitions. We pride ourselves on the achievements of our R&D department on product development, the efforts of our Marketing colleagues in exploring new opportunities, the dedication of our production team to quality and services, as well as the group's commitment to customers and suppliers. We believe as ever that these are the key elements to the strong growth and remarkable performance of the group.",Manufacturer,"Car Charger, Electric Coffee Maker, Solar Energy Generating System, IoT, Home Charging Station, Security Camera, Wireless, Portable Solar Charger, Car Monitor, Battery Charger","Rear View Mirror Monitoring System, Back up Camera, Smart Battery Charger, Inverter, Battery Tester, Solar Charger, Pure Sine Wave Inverter, Portable Power Station, Energy Monitoring System, Portable Coffee Machine, Security Camera","ODM, OEM","Ecoboxx,ProVista Technology,Pro-User",www.provistahk.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2020,,,BSCI Issued By SGS Type - Valid Date (N/A) - 19 Sep 2020 ISO 9001:2015 Issued By SGS Type - Valid Date (N/A) - 15 May 2021 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Precision-Enterprise-Ltd/1X0029RI,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0061OBF?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruyuan Lighting Electric Appliance Company Limited,Hong Kong    |    Factory in:  Chinese Mainland,,"Ruyuan Lighting Electric Appliance Co., Ltd. is an independent registered, manufacture and trade combined export company. Our sales team has rich experience in export business; build a good reputation among the local circle and abroad clients. We major in electrical supplies, with one own factory and 65+ cooperation factories. We are located in Cixi, Ningbo with convenient transportation access. We are good at OEM/ODM orders. Now the company has developed a professional R&D team, a large production system, and a mature management system. We can provide customer complete service, showing a convenient and pleasant purchasing experience. So many DIY supermarkets choose to cooperation with us. Our products are all designed by experts in electric supplies, if customers have any ideas or comments about products, they can show us the creativity and we have professional designer to assist to complete. In addition, our products have obtained GS/CE/ROHS/REACH certificates. Our products are exported to clients in such countries and regions as Germany, Holland, Spain and many others.","Buying Cooperative, Exporter","HDMI Cable, Plug Socket Cover, Connector, Electrical Socket, Electrical Switch, Electrical Plug, Electrical Wire & Cable, UPS / Power Supply, Travel Adaptor, Power Bank","Power Socket, Waterproof Socket, Adapter Plug & Coupling Extension Cord; Ruyuan offers Schuko Power Socket with multiple types for all purpose. Hassle-free bulk buy by Ruyuan's strict quality control & 2 years product warranty.","OEM, Others, OBM, ODM",RUYUAN,www.nbruyuan.com,Exhibited in HKTDC Event(s) in recent years Hong Kong International Lighting Fair 2026 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2026 (Autumn Edition) HKTDC Hong Kong International Lighting Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Lighting Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 Show More,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ruyuan-Lighting-Electric-Appliance-Company-Limited/1X0AO9MN,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0063JXQ?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten Pao International Limited,Hong Kong    |    Factory in:  Chinese Mainland,,"Ten Pao Group was established in 1979 and listed in 2015 in Hong Kong(Stock Code: 1979).It mainly provides one-stop smart power supply solutions. With nearly 47 years of experience, it has become trusted supplier for various international brands.",Manufacturer,"Adaptor, Power Bank, Energy and Charging Infrastructure, Wireless Charger, Battery Charger, Adaptor, Power Bank, Energy and Charging Infrastructure, Wireless Charger, Battery Charger",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ten-Pao-Int-l-Ltd/1X004VPQ,https://www.hktdc.com/event/hkelectronicsfairae/en/exhibitor/1S0061OOC?fairCode=hkelectronicsfairae&locale=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
