url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Contact Person,Position,Office Address,Country/Region,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xusheng-Lighting-Co-Ltd-/1S00O6NVS,"Exporter, Manufacturer, Wholesaler",Hong Kong,2013.0,Lights,"Central & South America, Eastern Europe, Korea, Middle East, Scandinavia, Southeast Asia, Western Europe",101 - 200,"US$ 500,000 - 999,999 Certification Verified by Certificate Name Issued By Certificate Type Valid Date Trademark Trademark Office of the State Administration for Industry and Commerce of the People's Republic of China Trademark 06 Nov 2033 CE TÜV SÜD Product Service GmbH CE - Test Report TÜV SÜD Certification and Testing (China) Co., Ltd. Guangzhou Branch Others - Test Report TÜV SÜD Certification and Testing (China) Co., Ltd. Guangzhou Branch Others - Test Report TÜV SÜD Certification and Testing (China) Co., Ltd. Guangzhou Branch Others - Show More View Details Certification(s) Verified on 16 Dec 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control View All Packaging workshop Test Shop CNC workshop test shop",Ms Anna Shao,sales manager,"1-3th floor No.20,Kang Long 5th Road,Xinmao Industrial Area, ,Henglan Town Zhongshan City,Guangdong P.R. China",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/FOSHAN-RONSE-LIGHTING-TECHNOLOGY-CO-LTD/1X07L884,"Exporter, Manufacturer","Foshan, Guangdong, Chinese Mainland",2010.0,"Building Materials & Supplies, Environmental Protection, Furniture & Parts, Homeware & Lifestyle Essentials, Lights",Worldwide,201 - 500,"US$ 10,000,000 - 49,999,999",Mr Liang Aaron,manager,"Liansha Industrial Zone, Jinsha, Danzao, Nanhai, Foshan City, Guangdong Province, China.",Chinese Mainland,"Ronse ODM OEM Certification Verified by Certificate Name Issued By Certificate Type Valid Date ISO 9001 Amtivo China Limited ISO 9001 18 Oct 2027 CE Zhiyuan Testing (Shenzhen) Co., Ltd EMC - CE Zhiyuan Testing (Shenzhen) Co., Ltd EMC - CE Zhiyuan Testing (Shenzhen) Co., Ltd CE - CE Zhiyuan Testing (Shenzhen) Co., Ltd CE - Show More View Details Company Information Verified on 06 Jun 2025 by Disclaimer Certification(s) Verified on 30 May 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control Industry quality integrity demonstration unit Quality integrity brand enterprise LED hanging light LED flood light Natiaonal Technology Comany & Reliable qualtiy Aware Supermarket track light and track panel light Museum Gallery Gobo light Angle adjustable track light Integrated track light Linear track light LED track light LED Down light"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Yuzhong-Gaohong-Lighting-Electrical-Equipment-Co-/1X00ERL6,"Exporter, Manufacturer","Hangzhou, Zhejiang, Chinese Mainland",1997.0,"Environmental Protection, Lights","Australasia, Eastern Europe, Korea, North America, Western Europe Certificate Name Issued By Certificate Type Valid Date ISO9001 - - - ISO14001 - - - AAA - - - CECP - - - CCC - - - Show More View details Factory & Facility",,,Ms Shun Hua Fang,Manager,Gao Hong Town Lin An City Hang Zhong China.,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ucome-Lighting-Co-Ltd-/1S00OYFPI,Wholesaler,"Ningbo, Zhejiang, Chinese Mainland",,"Environmental Protection, Lights",,,,Miss Junfen Yuan,,"No. 3 Shaojiadu Lizhou Jiedao, Yuyao Ningbo, Zhejiang China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Shangyu-Mingji-Plastic-Co-Ltd-/1S00O4EWY,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2007.0,Lights,"Central & South America, Middle East, North America",201 - 500,"US$ 1,000,000 - 4,999,999",Mr Bing Sun,MARKETING EXECUTIVE,"NO.55 YUEXIE ROAD XIAOYUE TOWN SHANGYU, SHAOXING, ZHEJIANG CHINA",Chinese Mainland,MINGJI View Details Company Information Verified on 30 May 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Yaado-Lighting-Co-Ltd/1S00OKYEW,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2020.0,"Consumer Electronics, Environmental Protection, Furniture & Parts, Homeware & Lifestyle Essentials, Lights","Central & South America, Chinese Mainland, North America, Scandinavia, Western Europe",6 - 10,"US$ 250,000 - 499,999 LED Undercabinet light IP44 SOLAR SMART SOLAR TABLE LAMP SOLAR WALL LAMP SOLAR PATHWAY&SPIKE LAMP View details Factory & Facility Research & Development Quality Control SOLAR LIGHT 2023-2024 CABINET LIGHT 2023-2024 Solar Light 2024-2025 Latest",Ms Linda Zhang,Sales Manager,"Room 902, Building 2 Xinrui Sports City No. 299 Kangzhuang South Road Jiangbei, Ningbo, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Wellmax-Lighting-Industry-Co-Ltd/1X06U839,"Exporter, Manufacturer","Shanghai Shi, Shanghai, Chinese Mainland",1987.0,"Environmental Protection, Lights",Worldwide,101 - 200,"US$ 10,000,000 - 49,999,999",Mr Wellmax Lighting,,Room 24 No. 2000 Pudong Avenue Shanghai China,Chinese Mainland,WELLMAX ODM OEM SKD SAMSUNG's In-Brand Authorization SGS-CSTC China TMPL DEKRA Certified Witnessed Testing Laboratory The Model Brand of Export Business in Shanghai Import and Export Brand Enterprise
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Evermore-Enterprise-Zhejiang-Ltd/1X06DQL9,"Exporter, Manufacturer","Hangzhou, Zhejiang, Chinese Mainland",2005.0,"Environmental Protection, Festive Supplies, Gifts, Toys & Sports Supplies, Lights","Eastern Europe, Scandinavia, Western Europe",51 - 100,"US$ 10,000,000 - 49,999,999",Mr Yang Show,,"No.27 Xianxing Road, Xianlin Town, Yuhang, Hangzhou City, Zhejiang Province, China.",Chinese Mainland,EVERMORE ODM OEM View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/KTE-ELECTRICAL-LIMITED/1X00JF9I,"Exporter, Manufacturer, Wholesaler",Hong Kong,2003.0,"Educational Toys, Engineering & Construction Machinery, Furniture & Parts, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Lights, Parts, Components & Electrical Supplies","Africa, Australasia, Central & South America, Eastern Europe, Japan, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",101 - 200,"US$ 5,000,000 - 9,999,999",Ms Vicky Yuen,Assistant to Sales and Marketing Manager,"7/F., Block 2, Leader Industrial Centre, 188 Texaco Road, Tsuen Wan, New Territories, Hong Kong.",Hong Kong,"LEAVES ODM OEM DESIGN Technology development Light distribution service original design Patented product Certificate Name Issued By Certificate Type Valid Date ISO9001 Guangdong Quality Testing CTC Certification Co., Ltd. - - UL UL - - ETL Intertek - - CETL Intertek - - CE Shenzhen United Testing - - Show More View details Factory & Facility Research & Development Quality Control LEAVES LED Lighting Company Profile Patent Utility model patents The live-action effect of the design week"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuhai-Shengchang-Electronics-Co-Limited/1X07HL18,"Exporter, Manufacturer",Hong Kong,2009.0,"Environmental Protection, Lights","Africa, Australasia, Central & South America, Chinese Mainland, Hong Kong, Japan, Korea, Middle East, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 1,000,000 - 4,999,999",Mr Dehua Zheng,Manager,"Room 803, Chevalier House, 45-51 Chatham Road South, Tsim Sha Tsui, Kowloon, Hong Kong",Hong Kong,Shengchang ODM OEM Certificate Name Issued By Certificate Type Valid Date UL UL - - FCC UL - - TUV TUV - - CE TUV - - CB TUV - - Show More View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Changrong-Lighting-Electronics-Technology-Co-Ltd-/1X08QKEY,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",1999.0,Lights,"Central & South America, Middle East, North America, Southeast Asia, Western Europe",501 - 1000,"US$ 10,000,000 - 49,999,999",Mr Usong Huang,Sales Executive,"No. 72, Wushi Road, Xidian Town Ninghai, Ningbo City, Zhejiang Province, China.",Chinese Mainland,CHANGRONG Certificate Name Issued By Certificate Type Valid Date CE Shenzhen Southern LCS Compliance Testing Laboratory Ltd. Others 13 Oct 2023 - 12 Oct 2028 CSA CSA Group CoC 15 Aug 2019 - 14 Aug 2029 UL UL USA CoC 14 Sep 2018 - 13 Sep 2033 View details Factory & Facility Research & Development Quality Control Canton Fair HK Lighting Fair Lightfair International NFPA USA
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sheenly-Lighting-Co-Ltd/1X06V8A2,"Exporter, Manufacturer","Shanghai Shi, Shanghai, Chinese Mainland",2009.0,"Environmental Protection, Lights","Eastern Europe, Hong Kong, Middle East, North America, Scandinavia, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",Mr Jason chen,sales manager,"Bldg 22, Xuhui International, No.1688 Lianhang Road, Minhang district, Shanghai, China",Chinese Mainland,Sheenly ODM OEM Certificate Name Issued By Certificate Type Valid Date CE - - - RoHS - - - UL and cUL certification - - - Sheenly ISO9001 certification - - - REACH certification - - - Show More Alighting award-ud panel A contributing partner (2) Alighting award-bayer project1
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-GuoYing-Optoelectronics-Co-Ltd-/1X07JDO9,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2011.0,"Environmental Protection, Lights","North America, Western Europe",101 - 200,"US$ 10,000,000 - 49,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date UL,CE,RoHS - ISO 9001 01 Feb 2022 - 01 Mar 2025 View details Factory & Facility Research & Development Quality Control",Ms Kyla Wang,Manager,"Ai'nan Road No.191 Nanlian Community, Longgang Street, Longgang District Shenzhen, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Suzhou-Radiant-Lighting-Technology-Co-Ltd/1X08GTE7,"Exporter, Manufacturer","Suzhou, Jiangsu, Chinese Mainland",2005.0,"Home Products, Lights & Constructions, Lights","Eastern Europe, Middle East, Scandinavia, Western Europe",101 - 200,"US$ 5,000,000 - 9,999,999 ODM OEM",Mr Allen Yin,Sales Manager,"Jiatai Rd, Shuanglong Indl Park, Fenghuang Town, Zhangjiagang, Suzhou, Jiangsu Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/AGC-Lighting-Co-Ltd/1X09ZLGT,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2016.0,"Environmental Protection, Lights","Australasia, Central & South America, Hong Kong, Japan, Korea, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",501 - 1000,"US$ 50,000,000 - 99,999,999",Dr Lau June,Affairs commissioner,"Building A,NO.3 Plant,Jian'an Road,Tang Wei Community,Fuyong Street,Bao'an District,Shenzhen,China",Chinese Mainland,AGC ODM OEM Certificate Name Issued By Certificate Type Valid Date DESIGN AWARD 2020 - - - ISO9001 2015 质量管理体系证书 - ISO 9001 - ISO14001 2015 环境管理体系证书 - ISO 14001 - 知识产权管理体系 - - - CC6964 ISO 50001 能源管理体系 - ISO 50001 - Show More View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Glamor-Illumination-Limited/1X06QXMN,Manufacturer,Hong Kong,2003.0,"Environmental Protection, Festive Supplies, Gifts, Toys & Sports Supplies, Lights",Worldwide,501 - 1000,"US$ 10,000,000 - 49,999,999",Ms Yuane Huang,Director,"Rm. 1302, 13/F, CC Wu Bldg., 302-308 Hennessy Rd., Wanchai, Hong Kong",Hong Kong,Glamor ODM OEM View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HongKong-SNC-Lighting-Co-Ltd/1X0B26SQ,Exporter,Hong Kong,,Lights,"Australasia, North America, Other Asian Countries, Southeast Asia, Western Europe",,,Ms Monica Song,,"Rm 1101, 11/F., San Toi Bldg., No. 139 Connaught Rd., Central, Hong Kong",Hong Kong,SNC
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Goldenshell-Lighting-Co-Ltd-/1S00P03RO,Manufacturer,"Foshan, Guangdong, Chinese Mainland",2006.0,Lights,"Australasia, Scandinavia, Western Europe",51 - 100,"US$ 1,000,000 - 4,999,999",Mr Jack Huang,Founder,"No.8 Lehua Rd., Building No.1, Xiabai 2nd Industr Luocun, Nanhai District, Foshan,Guangdong, China",Chinese Mainland,GUOCIO MAISON & OBJET Design Award-China Good Design Kapok product design award
https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-Z-Star-Electrical-Hong-Kong-Limited/1X06BW48,"Exporter, Manufacturer, Others",Hong Kong,2010.0,"Environmental Protection, Lights","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 100,000 - 249,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date UL - - - CUL - - - FCC - - - CE - - - GS - - - View details Factory & Facility",Mr Wenlong Zheng,Director,"FLAT 917, 9/F., PO YIP BUIDLING 23 HING YIP STREET KWUN TONG, KOWLOON, HONG KONG",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-LedKey-Lighting-Co-Ltd-/1X09ZMNJ,Manufacturer,"Foshan, Guangdong, Chinese Mainland",2016.0,"Environmental Protection, Lights",North America,"51 - 100 ODM OEM Certificate Name Issued By Certificate Type Valid Date ETL&cETL, ES, DLC - - -",,Mr Allen Ho,Sales Director,"Building 1, No. 5 Nanda Road, Danzao, Foshan, Guangdong, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Tiger-Electron-Electric-Co-Ltd/1X0ADZMH,"Exporter, Manufacturer","Hangzhou, Zhejiang, Chinese Mainland",2000.0,"Environmental Protection, Health Care & Medical Supplies, Lights","Africa, Central & South America, Eastern Europe, Middle East, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe, Worldwide",501 - 1000,"US$ 10,000,000 - 49,999,999 View details Factory & Facility Research & Development Quality Control Zhejiang export famous brand enterprise from 2019 to 2021 Guangzhou International Lighting Exhibition Canton Fair Hongkong International Lighting Exhibition",Ms Apple Liu,Sales,-,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HOMI-LIGHTING-CO-LIMITED/1X08JP7Q,"Exporter, Importer, Manufacturer",Hong Kong,2007.0,"Environmental Protection, Lights",Worldwide,201 - 500 ODM OEM,,Ms ZHANG NA,Marketing Manager,"Suite A1, 12/F Ritz Plaza, 122 Austin Road, TST,",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HUITRON-LIMITED/1S00O916H,"Exporter, Manufacturer, Wholesaler",Hong Kong,2006.0,"Homeware & Lifestyle Essentials, Lights","Australasia, Central & South America, Eastern Europe, Hong Kong, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia",201 - 500,"US$ 10,000,000 - 49,999,999",Ms LU LISA,,"19H Maxgrand plaza, No.3 Tai Yau Street, San Po Kong, Kowloon, HongKong",Hong Kong,COOLIGHT
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Ehome-Electronic-Co-Ltd/1X00F31Q,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2002.0,"Furniture & Parts, Lights","Central & South America, Eastern Europe, Hong Kong",201 - 500,"US$ 10,000,000 - 49,999,999",Ms Weiwei -,-,"Qiaotouhu Industrial Zone Yong He Road Ninghai, Ningbo China",Chinese Mainland,STARLUX ODM OEM Certificate Name Issued By Certificate Type Valid Date CE TUV - - - View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ninghai-Yingjiao-Electrical-Co-Ltd/1X04TFDE,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",1999.0,"Automobile & Transport, Automobile Electronics, Consumer Electronics, Environmental Protection, Homeware & Lifestyle Essentials, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Telecommunication","North America, Western Europe ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9000 - - -",,,Ms Carol Cui,Sales Manager,"Cuijia, Xidian Town, Ningbo, Zhejiang Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-AALIGHT-TECHNOLOGY-CO-LTD/1X07TEVZ,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",2010.0,"Environmental Protection, Lights","North America, Western Europe",51 - 100,"US$ 500,000 - 999,999",Mr Kevin Xin,CEO,"NO.,1-1, Hongqian 1st road shangnan industrial zone Shajing Shenzhen Guangdong, China",Chinese Mainland,aalight ODM OEM
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Coreshine-Optoelectronics-Co-Ltd/1X05XYY8,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",2005.0,"Environmental Protection, Furniture & Parts, Hardwares (Tools & Parts), Lights, Parts, Components & Electrical Supplies, Parts, Electrical Electronic Supplies","Australasia, Central & South America, Japan, Middle East, North America, Southeast Asia, Western Europe, Worldwide",101 - 200,"US$ 250,000 - 499,999",Ms Gina Lin,Marketing Director,"Floor 5, Building 2 Grain Group, No. 299 GuanLan, Longhua District, Shenzhen, Guangdong, China",Chinese Mainland,CoreShine ODM OEM Packaging Design Laser Logo Certificate Name Issued By Certificate Type Valid Date ISO 9001:2008 IAF - (N/A) - 30 Oct 2021 SAA SAA - (N/A) - 10 Jun 2024 C-tick CTI - (N/A) - 15 Nov 2022 LVD CE - (N/A) - 13 Mar 2024 FCC CTI - (N/A) - 14 Feb 2023 Show More View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Norming-Lighting-Co-Ltd/1X07TB12,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",2010.0,"Environmental Protection, Lights","Australasia, Scandinavia, Western Europe",101 - 200,"US$ 1,000,000 - 4,999,999",Ms Silvia Yeung,Sales Manager,"Bao'An Foreign Trade Industrial Park, Shiyan Town Bao'an District, Shenzhen, China",Chinese Mainland,None ODM OEM Lighting Fixture Dimmable Driver Hospitality Lighting Residential Lighting Certificate Name Issued By Certificate Type Valid Date TUV Certification - - - SAA - - - CE - - - SAA - - - CE - - - Show More View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wildland-International-Inc-/1S00OPMMK,,Chinese Mainland,,Lights View details Factory & Facility,,,,Mr Terry Chen,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-PVTECH-Corporation-Limited/1X0A9RK7,"Exporter, Manufacturer, Private Individual","Xiamen, Fujian, Chinese Mainland",2009.0,"Consumer Electronics, Environmental Protection, Furniture & Parts, Lights, Parts, Electrical Electronic Supplies","Central & South America, Eastern Europe, Japan, North America, Southeast Asia, Western Europe",501 - 1000,"US$ 10,000,000 - 49,999,999",Ms lin betty,,"Unit 28, Yangtai Road Xinyang Industrial Zone, Haicang District, Fujian,China",Chinese Mainland,PVTECH OEM ODM strong R&D ability Certificate Name Issued By Certificate Type Valid Date ETL - - - TUV LVD - - - TUV CB - - - TUV CB-2 - - - TUV PSE (DIAMOND) - - - Show More View details Factory & Facility Research & Development Quality Control ISO9001 ISO14001 Certificate of High and New Technology Enterprise Certificate of High and New Technology Enterprise Global Manufacturer Certificate-TUV
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-HuiHeng-Lighting-Co-Ltd/1X08S7TM,Manufacturer,"Zhongshan, Guangdong, Chinese Mainland",2012.0,Lights,"Australasia, Eastern Europe, Hong Kong, Japan, Korea, Middle East, Western Europe, Worldwide",,,Ms Sophie Liu,exporter manager,"No.30 .North Road Xiangfeng, Xiaolan Town, Zhongshan City, Guangdong Province,",Chinese Mainland,HUIHENG ODM OEM
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changxing-Fanya-Smart-Lighting-Co-Ltd/1S00O4HI1,Manufacturer,"Huzhou, Zhejiang, Chinese Mainland",2001.0,Lights,"Korea, Scandinavia, Western Europe",501 - 1000,"US$ 10,000,000 - 49,999,999 OEM ODM View details Factory & Facility Research & Development Quality Control ErP LED ceiling lamp multifunctioanl lamp Kitchen light magnetic cabinet light LED Panel light",Ms Amily Chen,Sales Manager,"No 65, Chengnan Road, Huaxi Street, Changxing, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Zhongfa-Lamps-Co-Ltd/1X006QO6,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",1994.0,"Environmental Protection, Lights","Eastern Europe, Western Europe ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO9001:2015 - ISO 9001 - View details Factory & Facility",,,Miss ZHIHONG KONG,Manager,"No 188, 2nd Xingci Road, Economic Development Zone, Cixi City, Ningbo, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Galton-Electronics-Co-Ltd/1S00O2HWV,"Exporter, Manufacturer","Jiangmen, Guangdong, Chinese Mainland",2007.0,Lights,"Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 1,000,000 - 4,999,999 Factory Modern Lighting Factory OEM ODM Certificate Name Issued By Certificate Type Valid Date CE certificate ShengZhen BST Technology Co.,Ltd - (N/A) - 27 May 2024 ETL certificate Intertek - (N/A) - 28 May 2024 EMC certificate ShengZhen BST Technology Co.,Ltd - (N/A) - 02 May 2024 LVD certificate ShengZhen BST Technology Co.,Ltd - (N/A) - 01 May 2024 View details Factory & Facility Research & Development Quality Control business license Tax license",Mr Richard China,Manager,"No. 5 KangDa Road, JiangHai District, JiangMen City",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kaxled-Lighting-Co-Ltd/1S00OGW3V,"Manufacturer, Wholesaler","Dongguan, Guangdong, Chinese Mainland",2009.0,"Festive Supplies, Homeware & Lifestyle Essentials, Lights, Party Supplies","Africa, Australasia, Central & South America, Eastern Europe, Japan, Korea, Scandinavia, Western Europe",51 - 100,,Miss Helen Deng,,"R&D 1st Road WisdomValley, SongshanLak Dongguan GD PR, China",Chinese Mainland,KAXLED View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Hanyuan-Lighting-Co-Ltd-/1X06E2BJ,Manufacturer,"Ningbo, Zhejiang, Chinese Mainland",2004.0,"Environmental Protection, Lights","Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Middle East, North America, Scandinavia, Western Europe, Worldwide",51 - 100,"US$ 5,000,000 - 9,999,999",Mrs Christina Zheng,Sales Manager,"Gaofeng Village, Gaoqiao Town, Yinzhou District, Ningbo, Zhejiang, China",Chinese Mainland,"NBHanyuan Lighting Co., Ltd. ODM OEM Certificate Name Issued By Certificate Type Valid Date GS - - - CE - - - EMC - - - ROHS - - - PAHs - - -"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Top-Optoelectronic-Technology-Co-Ltd-/1X09ERO3,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",,"Environmental Protection, Lights",,,,Mr Richard Lin,Sales Manager,"329 National Way, Longshan Town, Cixi City, Ningbo, Zhejiang Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Prolux-Lighting-Co-Ltd/1X05YLTG,"Exporter, Manufacturer","Shaoxing, Zhejiang, Chinese Mainland",2009.0,"Environmental Protection, Lights","North America, Western Europe",101 - 200,"US$ 5,000,000 - 9,999,999 ODM OEM View details Factory & Facility",Mr Pengyun Wang,General Manager,"Lu Dong Industrial Zone Bai Guan Street Shangyu City Zhejiang Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Star-Lighting-Co-Ltd/1S00O9C0O,Manufacturer,"Xiamen, Fujian, Chinese Mainland",2001.0,Lights,"Central & South America, Japan, Scandinavia, Southeast Asia, Taiwan, Western Europe",1001 - 2000,"US$ 100,000,000 - 249,999,999",Ms YUMEI WANG,,"NO.289,XIANGTIAN ROAD, XIANG'AN DISTRICT, Xiamen City, China",Chinese Mainland,SEE View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Topstar-Lighting-Co-Ltd/1X0061HG,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland",2000.0,"Environmental Protection, Health Care & Medical Supplies, Lights, Parts, Components & Electrical Supplies",Worldwide,2001 - 3000,"US$ 50,000,000 - 99,999,999",Ms Helen Han,Sales Manager,"Xi Ke Town, No.676 Mei Shi Rd, Xiamen City, Fujian Province, China.",Chinese Mainland,"TOPSTAR Certificate Name Issued By Certificate Type Valid Date ISO 9001 - - - ISO 14001 - - - CERTIFICATE OF PARTICIPATION UL LLC - (N/A) - 31 May 2030 NCLAP United States Department of Commerce National Institute of Standards and Technology - (N/A) - 06 Nov 2030 SGS SGS-CSTC Standards Technical Services Co.,Ltd - (N/A) - 06 Nov 2030 Show More View details Factory & Facility Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-D3space-Lighting-Co-Ltd/1X0A7AX9,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland",,Lights,,,,Mr Guohua Jin,General Manager,"NO.4/5, Yongxing Industrial Park, Fuqing 4 Road, Henglang Town, Zhongshan City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Majeax-Lighting-Co-Ltd/1X0AJ7XI,,Chinese Mainland,,"Environmental Protection, Home Appliances, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Scientific, Testing & Laboratory Equipments",,,,Jenny Tam,GM,"3rd Kanglong Road Xinmao Industrial Zone Henglan Town, Zhongshan Guangdong, 528478, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Weibao-Smart-Technology-Co-Ltd/1S00OIHDG,Wholesaler,"Wenzhou, Zhejiang, Chinese Mainland",,Lights,,,,Mr chengwei fan,,"No. 208, Wei 17th Road Yueqing Economic Development Zone Zhenjiang, Wenzhou China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-MIYA-LIGHTING-CO-LTD/1S00OO4EQ,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland",,Lights,,,,Miss Jane Xu,,"3rd Floor, Building H No. 11 Lefeng Fourth Road, Maohui Industry",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kang-Cai-International-Lighting-Co-Limited/1S00O0O33,,Hong Kong,,,,,,Jacket Lee,,"Unit B07, 23/F, Hoover Ind Bldg, 26-38 Kwai Cheong Rd, Kwai Chung, New Territories, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shaoxing-Meka-Electric-Imp-Exp-Co-Ltd/1X0A0H7E,,Chinese Mainland,,"Environmental Protection, Lights",,,,- Ge,,"F/8, Jincheng Building, 312300, Shangyu City, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/TOPJET-INTERNATIONAL-LIMITED/1S00OXLS3,,Hong Kong,,Lights,,,,Ms xiang liu,,,Hong Kong,
