company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,HKTDC Events,Certificates,Verified Certificates,supplier_url,exhibitor_url,Company Background,Company Website,Other Certificates,Booth: 1B-F05   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-D12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-C02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1D-B19   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1CON-004   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-E08   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1E-C09   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E23   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-E21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-A24   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B02   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-F11   |   Hall of Fame - Home Tech   |   ,Booth: 1D-B12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1D-B02   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1A-F14   |   Hall of Fame - Home Tech   |   ,Booth: 1C-A02   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-C06   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E06   |   Hall of Fame - Gadgets World   |   ,Booth: 1C-E25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B21   |   Hall of Fame - Gadgets World   |   ,Booth: 1A-B09   |   Hall of Fame - Power & Accessories   |   ,Booth: 1C-D25   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-B20   |   Hall of Fame - Gadgets World   |   ,Booth: 1D-A12   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-D05   |   Hall of Fame - Gadgets World   |   ,Booth: 1E-C22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5B-D04   |   Personal Electronics   |   ,Booth: 5C-B01   |   Personal Electronics   |   ,Booth: 1D-A22   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1C-F21   |   Hall of Fame - Digital Entertainment   |   ,Booth: 1B-E07   |   Hall of Fame - Gadgets World   |   ,Booth: 1B-B18   |   Hall of Fame - Home Tech   |   ,Booth: 3G-B35   |   Home Appliances   |   ,Booth: 1A-B04   |   Hall of Fame - Power & Accessories   |   ,Booth: 1A-B25   |   Hall of Fame - Power & Accessories   |   ,Booth: 1E-E26   |   Hall of Fame - Digital Entertainment   |   ,Booth: 5E-A26   |   Health Tech & Fitness   |   ,Booth: 5G-D12   |   Electronic Manufacturing Services (EMS)   |   ,Booth: 5B-D16   |   Personal Electronics   |   ,Booth: 5G-D01   |   Audio Visual Products   |   ,Booth: 3G-B37   |   Home Appliances   |   ,Booth: 3G-C30   |   Home Appliances   |   ,Booth: 5B-E07   |   Personal Electronics   |   ,Booth: 3F-C30   |   Electronic Accessories   |   ,Booth: 5F-G23   |   Audio Visual Products   |   ,Booth: 5B-F29   |   Personal Electronics   |   ,Booth: 3F-F16   |   Home Appliances   |   ,Booth: 3F-F32   |   Home Appliances   |   ,Booth: 3G-D25   |   Home Appliances   |   ,Booth: 3G-D05   |   Home Appliances   |   ,Booth: 3F-E03   |   Electronic Accessories   |   ,Booth: 3F-F35   |   Electronic Accessories   |   ,Booth: 5C-F05   |   Automotive & In-Vehicle Electronics   |   ,Booth: 5E-G09   |   Energy Storage & E-mobility   |   ,Booth: 3F-F43   |   Electronic Accessories   |   ,Booth: 3G-A15   |   Home Appliances   |   ,Booth: 3G-C11   |   Home Appliances   |   ,Booth: 5E-E02   |   Energy Storage & E-mobility   |   
"Shantou Helicute Model Aircraft Industrial Co., Ltd.",Chinese Mainland,,Manufacturer,"Electronic Musical Toy, Electronic Toy","RC Brushless GPS Drone, RC Camera Drone, Camera","OEM, ODM",Helicute,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Toys & Games Fair 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shantou-Helicute-Model-Aircraft-Industrial-Co-Ltd-/1S00OW5DS,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YHG7,"Shantou Helicute Model Aircraft Industrial Co., Ltd. was established in 2012, a professional manufacturer which engaged in research, development, production, sales and after-sales service. We are located in Chenghai District of Shantou City in Guangdong Province, enjoying convenient transportation and beautiful environment. Factory covers an area of 4,000 square meters and has around 150 employees. Helicute and Toylab are our brands.",www.helicute.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Harmony Industrial Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","DVD Player, Digital Photo Frame, Tablet & Accessory","DVD Player,Table PC,Digital Photo frame wifi","OBM, OEM","Feelcare,famishow",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Harmony-Industrial-Co-Ltd-/1S00OB4Y2,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005URWL,,www.harmonyelectronic.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Concept Enterprises Limited,Hong Kong,,"Manufacturer, Exporter","Exercise Bikes, Vacuum Cleaner, Electric Toothbrush, Electric Massagers, Fitness Equipment, Nail Dryer and Nail Polisher, Electric Eyelash Curler, Electronic Gadget, Hair Straightener, Electric Bike","Expert in Wellness, Health Massager, Beauty, Living series Product Own factory with 30 years in manufacturing & exporting Support product R & D project, welcome ODM & OEM order BSCI, ISO13485, IS09001 CERT READY Email: hkmc@maxconcept.com.hk","OEM, OBM, ODM",MAXCONCEPT,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 Show More,,CE Issued By STC (Dongguan) Company Limited Valid Date (N/A) Test Report Issued By STC (Dongguan) Company Limited Valid Date (N/A) Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Max-Concept-Enterprises-Limited/1X0AFJZG,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005PG7Z,"Max Concept found in 1991 and is one of the world leading consumer focused Personal-care, Household, Electronics manufacturer. Which are sold well in Europe, Japan, Australia, the United States/Canada, and South America. Our website: http://www.maxconcept.com.hk Factory VR: https://720yun.com/t/a4vkcy1erd7?scene_id=62632525 We owned the private factory located in Dongguan city, China, have BSCI, ISO 9001, ISO 13485 certificate, and most product have CE, ROHS certificate. Factory with over 30000m2, hold all sorts of hardware, plastic molding machine, high speed SMT (Panasonic Brand) machine, scalar, assembly line, and sorts of equipment, along with 350 experienced workers. Also, we have our R&D team of experienced engineers, assistant with 3D and other frame software, with a great experience to work with OEM & ODM project, provide customers with a One-Stop Solution from design & prototype, mold development to infection, provide innovative & creative product for your product line. For more detail, please feel free to contact us. Email: hkmc@maxconcept.com.hk",www.maxconcept.com.hk,ISO13485:2016 Issued By nqa Type ISO_13485 Valid Date (N/A) - 26 Oct 2024 ISO 9001:2015 Issued By TUV NORD Type ISO_9001 Valid Date (N/A) - 08 Sep 2024 Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangdong ERSE Acoustics Inc.,Chinese Mainland,,Manufacturer,Speakers,"Our products are engineered with the finest components to deliver crisp, clear, and rich sound. The product lineup includes Bookshelf, Party, Boombox, Mountable, Solar Lantern, Rock, Ceiling, and Desktop speakers, as well as versatile amplifiers.","Others, ODM, OEM",ERSE,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition),,"ISO9001 Issued By Intertek Valid Date 24 Feb 2028 CE Issued By Guangdong Global Testing Technology Co., Ltd. Valid Date (N/A) Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-ERSE-Acoustics-Inc-/1S00O3OZF,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VWC4,"ERSE Located in Dongguan, Guangdong, China with over 30 years experiences, it's a premium audio manufactuer with ISO 9001:2005 and BSCI certifications, specializing in design and manufacturing a wide range of high-quality speakers.",www.ersecorp.com,BSCI Issued By SGS Type BSCI Valid Date 17 Feb 2023 - 07 Mar 2024 ISO Issued By ITS Type ISO_9001 Valid Date 25 Feb 2022 - 25 Feb 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShenZhen Ottocast Supply Chain Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,"Manufacturer, Exporter","GPS Accessory, Car Radio, Car Entertainment System, Car Amplifiers, Car Parking Sensor, Car Security Alarm System, Car Global Positioning System","CarPlay,Solutions,wireless,CarPlay,Motocycle,CarPlay","ODM, OBM, OEM",ottocast,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong International Optical Fair 2024 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition),,"Quality Management System Certificate Issued By Guangdong Harmonious Certification Co., Ltd. Valid Date 22 Dec 2026 IATF16949 Issued By United Registrar of Systems (Hangzhou) Co., Ltd Valid Date 02 May 2027 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/ShenZhen-Ottocast-Supply-Chain-Co-Ltd/1S00ORVJK,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V9J6,"CarPlay,Solutions,wireless,CarPlay,Motocycle,CarPlay",www.ottocast.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Guangdong Ldnio Electronic Technology Co., Ltd.",Chinese Mainland,,Manufacturer,"HDMI Cable, Connector, Travel Adapter, Electrical Socket, Electrical Wire & Cable","mobile phone digital accessories: charger,power strip,power bank,cable,audio and Hub","OEM, ODM",LDNIO,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Ldnio-Electronic-Technology-Co-Ltd-/1S00OGVLE,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005UAJ5,"LDNIO was founded in 2002, is a national high-tech enterprise, Guangdong specialized in special new Enterprises, innovative enterprises in Guangdong, successfully listed in Guangdong Equity Trading Center, ""Guangdong Science and Technology Innovation""(enterprise code: 893283). With the Guangdong charging digital Engineering Technology Research Center, the independent design and development of nearly 1,000 models covering chargers, plug-in,power bank, audio, with a total of more than 400 invention patents, utility model patents and design patents. Factory execution ISO9001 quality management standard, through the United States Sedex Social responsibility certification and European Amfori Corporate Social Responsibility certification (BSIC).",www.ldnio.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Topdisk Enterprise Co., Ltd",Chinese Mainland,,"Manufacturer, Exporter","Chip, Integrated Circuit ( IC )","SSD,USB Flash Drive,Memory Card,OTG Adapter/Hub/Flash Drive,Disk Enclosure Computer accessories","OEM, ODM",TOPDISK,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC International ICT Expo 2019 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Topdisk-Enterprise-Co-Ltd/1X09Y4L3,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V6SI,"Topdisk factory own more than 200 employees, 2000 m? production plant. Products have been awarded the certificates of CE, FCC, RoHS, REACH, MFI. Meanwhile, Topdisk factory is also the earliest batch enterprise in the industry to pass ISO9001:2008 and BSCI. We provide our clients with customized solutions based on requirements.",,ISO9001 Issued By - Type ISO_9001 Valid Date (N/A) - (N/A) CE Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nicemay Medical (Hui Zhou) Co., Ltd.",Chinese Mainland,,"Buying Cooperative, Distributor, Chain Store, Buying Office, Department Store, Charity / Welfare Organisation","Electric Eyelash Curler, Lady Shaver, Electric Hair Clipper, E-Health, Electric Massagers, Facial Steamer","Beauty & Skin Care, Skin Cleansing, Hair Removal, Facial & Body Shaping, Smart Makeup Tools, Oral Health, Mother & Baby Care","OEM, ODM",NICEMAY,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition),,"CE Issued By TÜV SÜD Product Service GmbH Valid Date (N/A) EMC Test Report Issued By TÜV SÜD Certification and Testing (China) Co., Ltd. Shenzhen Branch Valid Date 16 Jul 2030 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/NICEMAY-MEDICAL-HUI-ZHOU-CO-LTD-/1S00OUU5R,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Y52P,"NICEMAY was founded in 2008, based on Intelligent technology and Kansei engineering, focusing on the design, development and manufacturing of personal care and beauty equipment, and is committed to providing global brands with ODM, OEM and other on-demand customized services.At present, it has more than 200 employees, an independent factory of 10,000 square meters and professional laboratory, and passed BSCI, ISO9001, ISO13485 and other management qualifications and system certifications. In addition, won the ""National High-tech Enterprise"" certification.Existing products cover seven series of Beauty & Skincare, Skin Cleansing, Hair Removal, Facial & Body Shaping, Smart Makeup Tools, Oral Health, Mother & Baby Care, and have obtained more than 300 invention patents, utility models and design patents. Moreover, obtained the ""Intellectual Property Management System Certification"" to establish a value barrier for the brand in commercial competition.",www.nicemay.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dongguan Jiadian Electronics Technology Company Limited,Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Digital Audio System, Turntable, Home Theatre, Cassette Player, Hi-Fi Equipment, Radio","Soundbar, Party Speakers, Bluetooth Speakers, CD boombox. Micro CD System, Clock Radio","ODM, OEM, OBM, Others",KASUNG,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024,,Quality Management System Certification Issued By CHINA QUALITY CERTIFICATION CENTRE Valid Date 19 Dec 2026 Environmental Management System Certification Issued By CHINA QUALITY CERTIFICATION CENTRE Valid Date 21 Dec 2025,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Jiadian-Electronics-Technology-Company-Limited/1X04SNOF,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VGJZ,"Dongguan Jiadian Electronic Technology Co., Ltd. with the trademark KASUNG was established in 1993, is a well-known audio manufacturer, commonly called and known as KASUNG. Kasung is a company specializ-ing in design , production and sale of a wide range of audio products including Sound bar, Party Speakers, DAB Radio and CD Boomboxes, CD Micro/Mini Hi-Fi, etc. Kasung is a fully integrated factory with its own Mold shop , 20 Plastic injection machines, 2 dust-free Spray-painting lines, 4 SMT and PCBA assembly lines and 10 Final assembly lines, and we have over 30 years of ODM/OEM experience in designing and producing various Audio products for A Brands and regional brands. Our key competitive advantages include 30 years of Experienced R&D team, Rigorous manufacturing processes and the Highly dedicated management team to meet the needs of our customers. Kasung is ACC and Dolby licensee. With more than 500 employees, we are ISO 9001 and ISO 14001 certified factory and has passed BSCI , Smeta factory audits. At present, the main customers include , Teuful, Technisat, Toshiba, Sharp, JVC, Medion, Motorola, Lotte, etc.",www.kasung.com.cn,ISO 9001 Issued By - Type ISO_9001 Valid Date 20 Dec 2023 - 19 Dec 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epomaker Inc,USA,,Manufacturer,"Earphone, Gaming Accessories, Computer Accessories",Epomaker creates high-end mechanical keyboards that combine cutting-edge innovation with personalized design.,"OEM, ODM",Epomaker,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023,,"CE Issued By Shenzhen CCUT Quality TEchnology Co., Ltd. Valid Date (N/A) CE Issued By Shenzhen CCUT Quality TEchnology Co., Ltd. Valid Date (N/A) Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Epomaker-Inc/1S00O7W3V,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005UAGE,"Founded in 2016, Epomaker (derived from Epoch of Makers) is a global mechanical keyboard brand created by gamers, software engineers, and keyboard enthusiasts. Guided by our ""From the community, For the community."" philosophy, we unite a diverse young team to design premium keyboards that blend customizability, creativity, and productivity. Through relentless innovation, we bridge global keyboard lovers with top engineers, delivering masterfully crafted yet accessible products.",epomaker.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Trendwoo Tech. Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Speakers, Hi-Fi Equipment",outdoor bluetooth speaker,"OEM, OBM, ODM",trendwoo,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2020 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Trendwoo-Tech-Co-Ltd/1X09110X,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005V6OU,,www.trendwoo.com,Reddot Award Issued By Reddot Organization Type - Valid Date (N/A) - 16 Jun 2022 Reddot Award Issued By Reddot Organization Type - Valid Date (N/A) - 12 Jan 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanlida Electrical Technology Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Electric Coffee Maker, Electronic Kitchen Scale, Electric Beater, Food Processor",Die-casting stand mixer,Others,Sanlida,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sanlida-Electrical-Technology-Co-Ltd/1S00O4MR5,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005YRGX,"Sanlida is one of the global leading manufacturers of Stand Mixer. Founded in 2014, Sanlida is one of the global leading manufacturers of stand mixer. We have got rapid progress over the past 8 years, growing from 50 staffs at the beginning with a turnover of US$3 million to current 1000+ workers with sales turnover up to US$2 billion in 2021, occupying 30% of the market share. Thanks to our strong R&D teams and their creativity enable us to launch 30 new models per year and meet customer's more customization requirements.With 1000+ staff, we can provide the best performance small kitchen appliance for our customers with top quality, fast delivery, competitive and the best one-stop service.",http://www.sanlidaco.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Cager Digital Technology Co Ltd,Chinese Mainland    |    Factory in Chinese Mainland,,"Manufacturer, Exporter","Earphone, Battery Charger, Power Bank","power bank, TWS, wireless charger","ODM, OEM",Cager,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2020 HKTDC Hong Kong Electronics Fair (Autumn Edition) 2019,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Cager-Digital-Technology-Co-Ltd/1X0AY4J5,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005Y1HK,,www.cager.com.cn,BSCI Issued By amfori Social Audit - Manufacturing Type BSCI Valid Date 06 Aug 2025 - 06 Aug 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Hotack Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Karaoke Equipment, Television, Hi-Fi Equipment, 3D Printer, DVD Player, Home Theatre, 3D Printer Consumable, Public Address System","Smart Projector, Smart TV BOX, Home Theatre Equipment, Karaoke Equipment, Digital Media Players, Projector TV, Rear Projection TV, 3D Printer","ODM, OEM","AODIN,HOTACK",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Hotack-Technology-Co-Ltd/1S00OYSAE,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005SN7S,"Shenzhen Hotack Technology Co., Ltd. was founded in 2007. More than 100 young energetic & fast growing engineers founded a group of experienced R&D team. Hotack's strong engineer team developed many different kind TV box, Smart Projector, 3D Printer and so on, which have win large oversea market. Our continually developing humanization design and super quality products will offer good support to customers.",www.hotack.cn,"ROHS Issued By AZT Type OTHERS Valid Date 07 Jan 2021 - 07 Dec 2025 Certificate of Management System Certification Issued By Beijing Daluhangxing Quality Certification Center Co., Ltd Type ISO_9001 Valid Date 06 Nov 2023 - 19 Sep 2025 Show More",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shenzhen Interthings Technology Co Ltd,Chinese Mainland,,"Chain Store, Buying Office, Exporter, Export Agent, Distributor, Buying Cooperative","Smart Network Video Alarm, Alarm, Smart Technology Glasses, Doorbell, Smart Home System, Internet of Things, Security Camera, Smart Home Control System, Baby Monitor, Home Automation System","Smart home cameras, Smart baby cameras, baby monitors, Outdoor battery cameras & sola panel, Video doorbells, Ultra 4K digital camcorder, Action cameras","OEM, ODM",interthings,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair (Spring Edition) 2020 Show More,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Interthings-Technology-Co-Ltd/1X0AIHPW,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005SN0D,"Shenzhen Interthings Technology Co.,Ltd(Interthings) is an emerging Internet technology company that provides industrial design (ID), mechanism design (MD), hardware design (HW), software design (SW), manufacturing, testing (TE) and quality assurance (QA) assurance a complete solution.",interthings.cn,Video doorbell IPB190 FCC Issued By - Type - Valid Date (N/A) - (N/A) Video doorbell IPB190 C-tick Issued By - Type - Valid Date (N/A) - (N/A) Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shenzhen Wodefeng Technology Co., Ltd",Chinese Mainland,,Others,"Battery, Solar Cell",battery,"OEM, ODM",AFERIY,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition),,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Wodefeng-Technology-Co-Ltd/1S00ODZA7,https://www.hktdc.com/event/hkelectronicsfairse/en/exhibitor/1S005VW9D,,,CE Issued By Shenzhen LCS Compliance Testing Laboratory Ltd. Type OTHERS Valid Date 28 Mar 2023 - 27 Mar 2025 RoHS Issued By Shenzhen LCS Compliance Testing Labor Type OTHERS Valid Date 28 Mar 2023 - 27 Mar 2025 Show More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
