"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href","btn href"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55032/thumb_2046_55032_53946_3185.png","SPM Industries","Stand No- HC-P113, Hall C","Sri Lanka","Growing up in Batticaloa, one of Sri Lanka’s poorest districts, we witnessed deep inequalities in access to resources and opportunities among students. The arrival of the Internet inspired us to believe in technology as a force  ...","Software Services","PropTech","Networking & Infrastructure","Regulatory Technology","Sustainability & Green Climate - Tech","Sustainable Systems - Recycling","ESG Business Services - Platform","ERP (Enterprise Resource Planning) Software","Listings & Brokerage Tech","Data & Analytics","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/spm-industries","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/spm-industries"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53229/thumb_2046_53229_52170_7949.png","STACK CONSOLE CLOUD SOLUTIONS PRIVATE LIMITED","Stand No- HC-R074, Hall C","India","Stack Console is a white-label cloud commerce and management platform built for data centers, cloud providers, MSPs, and hosting companies. It enables providers to launch, manage, and monetize cloud services through a unified self ...","Cloud Services","Software as a Service - SaaS","Platform as a Service - PaaS","Managed Service Provider - MSP","Internet Service Provider - ISP","Infrastructure as a Service - IaaS","Cloud Service Provider - CSP","Cloud Management Platform","Applications including Development, Deployment & Design","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/stack-console-cloud-solutions-private-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55100/thumb_2046_55100_54007_4254.png","SUNWAVE COMMUNICATIONS CO., LTD","Stand No- HA-B26, Hall A","China","Sunwave Communications Co., Ltd., founded in 1993, is a leading global provider of wireless communication technologies. With over 1,000 employees and 2024 annual revenue exceeding USD 1.54 billion, Sunwave delivers end-to-end prod ...","5G & Telecommunications","Wireless","Satellite & Distribution","Communication Equipment","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sunwave-communications-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55641/2046_55641_54545_1260.png","Susan Future Technologies Private Limited","Stand No- HC-P090, Hall C","India","Susan Future Technologies is a deep-tech aerospace startup building lighter-than-air platforms to enable persistent aerial infrastructure for connectivity, monitoring, and intelligence. The company develops two core platforms: HAW ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/susan-future-technologies-private-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55040/thumb_2046_55040_53954_6830.png","Sustainable Waste Management (Pvt) Ltd","Stand No- HC-P114, Hall C","Sri Lanka","We help plastic collectors by increasing the plastic waste they collect while rewarding the general public for following proper waste management practices through creating a self sustainable business model. 

5+ Succes ...","Internet of Things (IOT)","Artificial Intelligence","Smart Cities","Sustainability & Green Climate - Tech","Sustainable Systems - Recycling","Sustainable Systems - Carbon Marketplace & Offset","Smart Digitial IoT Technology","IoT Solutions","Augmented Reality","Artificial Intelligence","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sustainable-waste-management-pvt-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/sustainable-waste-management-pvt-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55041/thumb_2046_55041_53955_3335.png","Syngrid Technologies Pte Ltd","Stand No- HC-P017, Hall C","Singapore","Syngrid offers an intelligent, scalable SaaS platform connecting ATS, HRMS, Payroll, Assets and Field Workforce in one unified system. Our platform streamlines hiring, employee management, payroll processing, performance tracking, ...","HealthTech","Artificial Intelligence","Software Services","Coding and Development","Ecommerce","ERP / Business Management","eLogistics","eCommerce Software","Web Development","Python","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/syngrid-technologies-pte-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/syngrid-technologies-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55299/thumb_2046_55299_54204_1111.png","Synovate Technologies (Shenzhen) Co., Ltd","Stand No- HC-P136, Hall C","China","Synovate bridges artificial intelligence and the physical world. By capturing, interpreting and reconstructing sound and vibration data, we create best-in-class next-generation cognitive sensing solutions for future applications.< ...","Internet of Things (IOT)","Artificial Intelligence","Big Data & Analytics","Cloud Services","Smart Manufacturing","Digital Transformation","Deep Learning","Data Visualisation","Data Science","Data Mining","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/synovate-technologies-shenzhen-co-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/synovate-technologies-shenzhen-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54369/thumb_2046_54369_53288_8891.png","T&T - DUBAI & USA COMPANY SET UPS","Stand No- HC-R095, Hall C","United Arab Emirates","A TAX FIRM BASED IN DUBAI & USA - TAX, AUDIT, ADVISORY AND COMPANY SET UPS","Cyber security","Business & professional services","Artificial Intelligence","Coding and Development","Cloud Services","Artificial Intelligence","Software as a Service - SaaS","IT Service Management - ITSM","DevOps","Applications including Development, Deployment & Design","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tt-dubai-usa-company-set-ups","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tt-dubai-usa-company-set-ups"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53234/thumb_2046_53234_52175_7391.png","T-Global Technology Co., Ltd","Stand No- HA-051, Hall A","Taiwan Province, People’s Republic of China","At T-Global Technology, we are dedicated to delivering a comprehensive range of thermal management products and services tailored to meet diverse needs. Our goal is to provide the most effective thermal solutions for both current  ...","Mobile Accessories & Peripherals","Future Mobility & Transportation","Space Tech","Energy Tech","Consumer Tech, Smart Home & Smart Workplace","Accessories - Batteries","Fleet & Logistics Solutions","Electric Vehicle OEMs (Passenger)","Drive Systems - In-Wheel Motor Systems","Batteries - Components & Materials for Batteries","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/t-global-technology-co-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/t-global-technology-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53978/thumb_2046_53978_52899_1885.png","Talent Hero Ventures Limited","Stand No- HC-P020, Hall C","Singapore","TalentHero is a technology-enabled Employer of Record (EOR) and workforce infrastructure platform that enables companies to expand into Southeast Asia quickly, compliantly, and profitably without establishing local entities. Opera ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/talent-hero-ventures-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53230/thumb_2046_53230_52171_3850.png","Tanium","Stand No- HC-C135, Hall C","United States of America","Tanium is the Autonomous IT company. Driven by AI and real-time endpoint intelligence, Tanium Autonomous IT?empowers IT and security teams to make their organizations unstoppable.

The company is recognized as a Leader ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tanium"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54724/2046_54724_53639_7783.png","Tarkiz Infotech Private Limited","Stand No- HC-R041 HC-R042, Hall C","India","At Tarkiz, we are passionate about leveraging technology to transform the way businesses manage their licenses and deliver training. With years of experience in the software industry, our team is dedicated to providing unparallele ...","HealthTech","Software Services","Coding and Development","Education Tech","Ecommerce","Application integration and infrastructure","Tracking systems (RFID, RTLS)","Telemedicine","Pharmacy Automation and Management Systems","Patient Engagement and Experience Platforms","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tarkiz-infotech-private-limited","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tarkiz-infotech-private-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55698/thumb_2046_55698_54602_2867.png","Tashi Network Pte Ltd","Stand No- HC-P087, Hall C","Singapore","Tashi Network is the Fastest Coordination Network for Robots, Drones & AI Agents, creating collective autonomy for the $10T machine economy. Tashi's proprietary consensus and decentralised network provide real-time coordination wi ...","Artificial Intelligence","Blockchain","Coding and Development","Internet of Things (IOT)","Unmanned Aerial Vehicles (Drones)","Robotics","Blockchain","Artificial Intelligence","Infrastructure and  Development","Cloud / IoT / Smart Cities","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tashi-network-pte-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tashi-network-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53231/thumb_2046_53231_52172_6546.png","Tech Care System Company Limited","Stand No- HC-R066, Hall C","Thailand","Tech Care System builds an elderly-focused safety and health ecosystem combining an AI-enabled smart cane with a connected caregiver platform. Our solution helps seniors live more safely and independently while giving families and ...","HealthTech","Internet of Things (IOT)","Future Mobility & Transportation","Software Services","Education Tech","VOIP Solutions","Procurement Software","Mobility Enterprise Solutions","Mobile Applications","HR Tech","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tech-care-system-company-limited","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tech-care-system-company-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55042/thumb_2046_55042_53956_1870.png","TECHNOLOGY APPLICATION AND PROMOTION INSTITUTE","Stand No- HB-A108, Hall B","Philippines","The marketing and promotion arm of the Department of Science and Technology in the Philipines. DOST-TAPI  transforms Filipino science-based innovations into successful commercial ventures, driving national progress through innovat ...","Media, Marketing & Advertising Tech","Artificial Intelligence","Big Data & Analytics","Incubator/Accelerator/Investment","Sustainability & Green Climate - Tech","Ad Trading","IoT","Digital Transformation","Data Management","Data Governance, Compliance & Security","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/technology-application-and-promotion-institute","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/technology-application-and-promotion-institute"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50624/2046_50624_49632_3888.png","Techsacare PTE LTD","Stand No- HC-R061, Hall C","Singapore","TechsaCare Mission is to Make Pregnancy more safer, Auxity free & memorable for Women & on other end help Gyne specialists to digitalize there HealthCare facility to give better & efficeint services to there patients.
 ...","HealthTech","Research & Development","Remote Patient Monitoring Tools","Pharmacy Automation and Management Systems","Personal Health Record Systems","Patient Engagement and Experience Platforms","Laboratory Information Management Systems","Healthcare Information Systems, Software (HIS)","ePrescribing, Pharma Management","Electronic Medical Record, Electronic Health Record Systems","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/techsacare-pte-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/techsacare-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53232/thumb_2046_53232_52173_8464.png","TechTez LLP","Stand No- HC-Q027, HC-Q028, Hall C","India","TechTez is a global product-engineering and IT services firm that partners with enterprises to design, modernize, and operate mission-critical systems. Rather than acting as a transactional vendor, we serve as a trusted extended e ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/techtez-llp"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50625/thumb_2046_50625_49633_3317.png","Tecnomic Systems Pte ltd","Stand No- HC-P053, HC-P054, Hall C","Singapore","Tecnomic systems provide end to end cloud communication solution and services in unified communication and cloud customer experience .We focussed towards automation of customer care service CX with agentic AI  ( Smart Sia ) suppor ...","Artificial Intelligence","Speech Recognition","Real time translation","Chatbots / Virtual Assistant","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tecnomic-systems-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55296/thumb_2046_55296_54201_5756.png","Telin","Stand No- HC-C121, Hall C","Indonesia","Telin is a digital infrastructure and platform provider enabling global connectivity across the Indo-Pacific and beyond. With a strong international presence and 160+ Points of Presence worldwide, Telin supports seamless global op ...","Cyber security","5G & Telecommunications","Cloud Services","Telecommunication & Network Security","Security Architecture & Design","Ransomware","Network & Infrastructure Security","Internet of Things (IoT) Security","Cloud Security","Applied Security","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/telin","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/telin"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53233/thumb_2046_53233_52174_8428.png","Terrascale Software Solutions LLP","Stand No- HC-R073, Hall C","India","CloudYali is the FinOps platform built for the full lifecycle — from seeing your cloud costs to ensuring every savings opportunity gets acted on.
Get complete cost visibility across AWS, GCP, Azure, CDNs, and AI services l ...","Cloud Services","Cost Management & Optimisation","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/terrascale-software-solutions-llp"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56373/thumb_2046_56373_55277_1124.png","Tesla","Stand No- HC-B130, Hall C","Singapore","Tesla","Artificial Intelligence","Autonomous Vehicles / Systems","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tesla"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53452/thumb_2046_53452_52387_7705.png","Thatware LLP","Stand No- HC-Q025, Hall C","India","ThatWare pioneers Next-Gen SEO by integrating NLP, semantic search, LLM optimization, AEO, GEO, Quantum SEO, SXO, LEO, and AIO into a unified, hyper-intelligent growth framework. More than a traditional digital marketing agency, T ...","Media, Marketing & Advertising Tech","Social Media Management & Monitoring","Performance Marketing","Digital Marketing","Content Marketing","Content Creation","Branding & Design","Artificial Intelligence","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/thatware-llp"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53979/thumb_2046_53979_52900_9412.png","The Enterprise People Pte Ltd","Stand No- HC-P014, Hall C","Singapore","The Enterprise People (TEP) is the corporate secretarial, accounting, and tax advisory arm of The Immigration People (TIP), dedicated to helping foreign businesses establish and grow in Singapore. Backed by a team of experienced p ...","Business & professional services","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/the-enterprise-people-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55029/thumb_2046_55029_53943_9662.png","The Government of Moscow","Stand No- HC-A130, Hall C","Russian Federation","The Government of Moscow is the highest collegial executive authority in the Russian capital, coordinating the work of city services. It is headed by the Mayor of Moscow, who is elected in direct elections for a five-year term.","Smart Cities","Urban Planning Developers, Consultancy & Project Management","Transport Infrastructure","Smart Services","Smart Hardware Technology - Robotics","Smart Digitial IoT Technology","Safety & Security Solutions","Mobility & Transport","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/the-government-of-moscow"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55649/thumb_2046_55649_54553_7167.png","THOMASTONE Co., Ltd","Stand No- HB-A110, Hall B","Republic Of Korea","THOMASTONE is a digital healthcare technology company specializing in AI-driven and data-centric health management solutions. The company focuses on developing scalable platforms for public institutions, healthcare providers, and  ...","HealthTech","Artificial Intelligence","Blockchain","Cloud Services","Artificial Intelligence","Blockchain for Healthcare","Software as a Service - SaaS","Smart Contracts","Artificial Intelligence","Machine Learning","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/thomastone-co-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/thomastone-co-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50595/thumb_2046_50595_49603_8511.png","Tiger Brokers","Stand No- HC-P033, Hall C","Singapore","Tiger Brokers is a global online brokerage and fintech company founded in 2014. Operated by UP Fintech Holding, which is listed on NASDAQ (Ticker: TIGR), the company is headquartered in Singapore and serves investors across Asia-P ...","Artificial Intelligence","Neural Networks","Virtual Companions","Robotic Process Automation","Predictive APIs","Pattern Recognition","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tiger-brokers"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53977/thumb_2046_53977_52898_3332.png","Timekettle","Stand No- HB-A96, Hall B","China","That's the guiding ethos of Timekettle, the global leader in Al translation technology. Inspired by the Babel fish in Douglas Adams' Hitchhiker's Guide to the Galaxy, a creature that when placed in someone's ear allows them to hea ...","Artificial Intelligence","AI-optimized Hardware","Real time translation","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/timekettle"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53455/thumb_2046_53455_52390_7565.png","TopoLogic Inc","Stand No- HC-P132, Hall C","Japan","TopoLogic develops a new high performance technology, TL-RAM for high performance computing embedded memory applications. TL-RAM is capable of 1~2 nanosecond read/write, with density equalling DRAM, allowing for 10x improvement of ...","Internet of Things (IOT)","Future Mobility & Transportation","Quantum & High Performance Computing","Data Centres","Sensors, Smart lighting","Energy Efficiency","Storage - Hardware","Processors","Sensors","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/topologic-inc"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55521/thumb_2046_55521_54425_1539.png","TraDesk Pte Ltd","Stand No- HB-B84, Hall B","Singapore","Founded in 1998, TraDesk is Asia’s leading specialist in trading and technology desks. We design and manufacture ergonomic, innovative workstations engineered to support the latest trading technologies and high-performance envir ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tradesk-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50626/thumb_2046_50626_49634_8124.png","TRANSFONG VENTURES PTE LTD","Stand No- HC-P035, HC-P036, Hall C","Singapore","Transfong is a two-way cross-border accelerator and venture builder, backing tech start-ups, SMEs and enterprises breaking into and out of the China market, with offices in Singapore, Beijing, Wuxi, Nanjing, Suzhou, Xiamen and Jin ...","Business & professional services","Software Services","Incubator/Accelerator/Investment","Application integration and infrastructure","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/transfong-ventures-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53236/thumb_2046_53236_52177_4906.png","Translead Inc","Stand No- HB-C85, Hall B","Japan","Translead Inc. supports the transformation and growth of sales organizations through the development and provision of the field-driven CRM/SFA tool ""Translead CRM.
Through our work with numerous companies in the sales field, ...","Cloud Services","Customer Relationship Management - CRM","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/translead-inc"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55734/thumb_2046_55734_54638_5222.png","TrustChain Security Pte. Ltd","Stand No- HC-P064, Hall C","Singapore","TrustChain provides a verifiable integrity layer for AI training data. 

As organizations increasingly rely on AI, ensuring that datasets have not been altered, corrupted, or poisoned becomes critical. 
TrustChai ...","","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/trustchain-security-pte-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53237/thumb_2046_53237_52178_6292.png","Trynocode","Stand No- HC-R072, Hall C","United Arab Emirates","Trynocode is Asia’s emerging AI and no-code product development partner, helping founders, startups, and enterprises transform ideas into scalable digital products.

We specialize in building MVPs and full-scale plat ...","Artificial Intelligence","Fintech","Coding and Development","Retail Tech","Education Tech","Customer Experience & Retention - AI & Machine Learning","Mobile learning solutions","HR systems and services","Coaching and mentoring","Artificial Intelligence & IOT","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/trynocode","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/trynocode"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55773/thumb_2046_55773_54677_5471.png","Tuncarp","Stand No- HC-Q013, Hall C","Singapore","Tuncarp operates at the intersection of design delivery and AI product development. Based in Manila, we embed design and CX talent into global teams serving agencies, consultancies, and enterprise brands across APAC and the Middle ...","Media, Marketing & Advertising Tech","Artificial Intelligence","UX & UI","Studio","Post Production","Digital Asset Management","Creativity & Design","Content Marketing","Branding & Design","Artificial Intelligence","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tuncarp","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/tuncarp"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53980/thumb_2046_53980_52901_8261.png","TXOne Networks","Stand No- HC-019, Hall C","Taiwan Province, People’s Republic of China","TXOne Networks is the operations-first OT security partner, helping industrial organizations protect critical operations without disruption. Since its founding, TXOne has focused exclusively on operational technology security, rec ...","Cyber security","Operations Security","Network & Infrastructure Security","Endpoint Protection & Mobile Security","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/txone-networks"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/50627/thumb_2046_50627_49635_9430.png","UAQ Free Trade Zone","Stand No- HC-041, Hall C","United Arab Emirates","We are a transformative government Business Licencing Authority in UAE that empowers entrepreneurs, investors, professionals, freelancers and dreamers to pursue their growth goals. Strategically located in the Emirate of Umm Al Qu ...","Freezone","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/uaq-free-trade-zone"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55657/2046_55657_54561_3220.png","Ultrashield Technology","Stand No- HC-P144, Hall C","India","Ultrashield Technology is an AI-first engineering company specializing in building intelligent products powered by Large Language Models (LLMs), AI agents, and advanced automation systems. We partner with startups and enterprises  ...","Coding and Development","Digital Finance","HealthTech","Retail Tech","Software Services","POS Machines & Payment Solutions","Payments / Wallets / Exchange Gateways","Payment Gateways","Online Trading Software","Lending / P2P Lending","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ultrashield-technology","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/ultrashield-technology"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54826/thumb_2046_54826_53740_5545.png","UNIVERSE AI INC","Stand No- HC-P083, Hall C","Republic Of Korea","Universe AI is a global ""Facial Payment Enabler"" providing world-class technology proven by large-scale commercial performance. As the exclusive engine supplier for Korea's 'Toss Face Pay', we maintain a 0% security incident recor ...","Artificial Intelligence","Smart Cities","Fintech","Machine Learning","Facial / Iris Recognition","Safety & Security Solutions","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/universe-ai-inc"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54834/thumb_2046_54834_53748_2123.png","UNL Global","Stand No- HC-P108, Hall C","Singapore","UNL is a next-gen programmable spatial grid powering the autonomous economy.

UNL is pioneering the Internet of Places - a transformative vision where the physical world is digitized and made programmable through a nex ...","Future Mobility & Transportation","Autonomous Vehicles / Systems","Smart Grids & Metering","Micromobility & E-Mobility","Last Mile","Intelligent Transportation Solutions (ITS)","Fleet Management","Fleet & Logistics Solutions","Data, IoT, Ai,  RFID, Embedded Systems","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/unl-global"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/53238/thumb_2046_53238_52179_6612.png","Unlock Future Fintech Private Limited","Stand No- HC-R063, HC-R064, Hall C","India","Unlock Future Fintech delivers a full-stack Financial Decision Infrastructure built around valuations, ESOP management, waterfall modelling, cap table intelligence, and credit assessments. While AI can generate attractive reports, ...","Fintech","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/unlock-future-fintech-private-limited"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/56011/thumb_2046_56011_54915_7589.png","UOB","Stand No- HB-P010, Hall B","Singapore","United Overseas Bank Limited (UOB) is a leading bank in Asia, headquartered in Singapore, with a global network of close to 430 branches and offices across 19 countries and territories in Asia Pacific, Europe and North America. Wi ...","Banks & Financial Institutes","","","","","","","","","","","","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/uob"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/55043/thumb_2046_55043_53957_3991.png","Utech Technologies (Pvt) Ltd","Stand No- HC-P116, Hall C","Sri Lanka","To fully leverage the potential of Artificial Intelligence, industries require a continuous stream of high-fidelity, real-time data. Yet, many industrial operations remain hindered by manual data capture, resulting in information  ...","Internet of Things (IOT)","Artificial Intelligence","Big Data & Analytics","AgriTech & FoodTech","Smart Manufacturing","Factory Automation","Digital Twin & Simulation","Telemetry","IoT Solutions","Industrial IoT (IIoT) & Connectivity","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/utech-technologies-pvt-ltd","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/utech-technologies-pvt-ltd"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2046/54839/thumb_2046_54839_53753_9734.png","ValueCoders","Stand No- HC-Q055, HC-Q056, Hall C","India","ValueCoders is an AI-first technology partner helping businesses adapt to evolving industry demands through intelligent, scalable solutions. We specialize in building AI-powered applications, automation systems, and smart digital  ...","Artificial Intelligence","Big Data & Analytics","Blockchain","AgriTech & FoodTech","Cloud Services","Cloud Management & Optimisation","Big Data & Analytics","Applications including Development, Deployment & Design","Analytics","Web3 Applications","Read More","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/valuecoders","https://exhibitors.gitexasia.com/gitex-asia-2026/Exhibitor/ExbDetails/valuecoders"
