company name,location,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,"Booth: 5C-C02, 5B-S011   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Certificates,Verified Certificates,Other Certificates,Company Website,"Booth: 5B-S015, 1B-C06   |   Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase, Deluxe Gift Ideas   |   ",Booth: 5B-B07   |   Corporate Gifts   |   ,Booth: 1E-F31   |   The Hong Kong Exporters' Association Pavilion - Isle of Originality   |   ,Booth: 5C-C02   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK   |   The Hong Kong Exporters' Association Pavilion - Smart Design HK,Booth: 5B-C17   |   Advertising Premium   |   ,Booth: 1D-C03   |   Hall of Fine Designs   |   ,Booth: 1C-D03   |   Hall of Fine Designs   |   ,Booth: 1C-E13   |   Hall of Fine Designs   |   ,Booth: 1B-C01   |   Deluxe Gift Ideas   |   ,"Booth: 1A-F41, 5B-S007   |   Deluxe Gift Ideas, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 1B-D23   |   Deluxe Gift Ideas   |   ,Booth: 1B-A24   |   Deluxe Gift Ideas   |   ,Booth: 1B-G23   |   Deluxe Gift Ideas   |   ,Booth: 1C-F34   |   Deluxe Gift Ideas   |   ,Booth: 1B-F10   |   Deluxe Gift Ideas   |   ,Booth: 1C-A24   |   Deluxe Gift Ideas   |   ,Booth: 1C-A01   |   Deluxe Gift Ideas   |   ,Booth: 1A-F03   |   Deluxe Gift Ideas   |   ,Booth: 1A-B40   |   Deluxe Gift Ideas   |   ,Booth: 1E-D39   |   Deluxe Gift Ideas   |   ,Booth: 1CON-081   |   Deluxe Gift Ideas   |   ,Booth: 1B-B20   |   Deluxe Gift Ideas   |   ,Booth: 1B-D02   |   Deluxe Gift Ideas   |   ,Booth: 1D-A05   |   Hall of Fine Designs   |   ,Booth: 1B-A32   |   Deluxe Gift Ideas   |   ,Booth: 3B-E35   |   Green Living   |   ,Booth: 1B-F02   |   Deluxe Gift Ideas   |   ,Booth: 1C-E29   |   Deluxe Gift Ideas   |   ,Booth: 1B-A02   |   Deluxe Gift Ideas   |   ,Booth: 1B-A38   |   Deluxe Gift Ideas   |   ,Booth: 1D-B34   |   Deluxe Gift Ideas   |   ,Booth: 1A-D23   |   Deluxe Gift Ideas   |   ,Booth: 1C-C23   |   Deluxe Gift Ideas   |   ,Booth: 1B-D19   |   Deluxe Gift Ideas   |   ,Booth: 1E-A36   |   Deluxe Gift Ideas   |   ,Booth: 1A-E11   |   Deluxe Gift Ideas   |   ,Booth: 1D-A30   |   Deluxe Gift Ideas   |   ,Booth: 1C-B12   |   Deluxe Gift Ideas   |   ,Booth: 1A-D37   |   Deluxe Gift Ideas   |   ,Booth: 1C-A05   |   Deluxe Gift Ideas   |   ,Booth: 1B-D22   |   Deluxe Gift Ideas   |   ,Booth: 1E-C32   |   Deluxe Gift Ideas   |   ,Booth: 1B-E27   |   Deluxe Gift Ideas   |   ,Booth: 1B-E39   |   Deluxe Gift Ideas   |   ,Booth: 1E-A31   |   Deluxe Gift Ideas   |   ,Booth: 1B-E43   |   Deluxe Gift Ideas   |   ,Booth: 1B-G33   |   Deluxe Gift Ideas   |   ,Booth: 1A-B14   |   Deluxe Gift Ideas   |   ,Booth: 1D-B38   |   Deluxe Gift Ideas   |   ,Booth: 1CON-035   |   Deluxe Gift Ideas   |   ,Booth: 1A-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G20   |   Deluxe Gift Ideas   |   ,Booth: 1A-A08   |   Deluxe Gift Ideas   |   ,Booth: 1B-C44   |   Deluxe Gift Ideas   |   ,Booth: 1A-A16   |   Deluxe Gift Ideas   |   ,Booth: 1B-F36   |   Deluxe Gift Ideas   |   ,Booth: 1B-G16   |   Deluxe Gift Ideas   |   ,Booth: 1E-A44   |   Deluxe Gift Ideas   |   ,Booth: 1C-B24   |   Deluxe Gift Ideas   |   ,Booth: 1B-C13   |   Deluxe Gift Ideas   |   ,Booth: 5B-F26   |   Advertising Premium   |   ,Booth: GH-F09   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D43   |   Green Living   |   ,Booth: GH-A12   |   Travel & Luggage   |   ,Booth: 5CON-02A   |   Advertising Premium   |   ,"Booth: 5B-D13, 5B-S012   |   Advertising Premium, Dragon Lounge - hktdc.com Showcase Zone - Cubic Showcase   |   ",Booth: 3B-A14   |   Taiwan Pavilion   |   ,Booth: 3B-C43   |   Tech Gifts   |   ,Booth: GH-B03   |   Travel & Luggage   |   ,Booth: 5B-C08   |   Advertising Premium   |   ,Booth: 3B-C23   |   Tech Gifts   |   ,Booth: GH-E04   |   Decorative Gifts & Festive Items   |   ,Booth: 5B-D07   |   Advertising Premium   |   ,Booth: 5B-B20   |   Advertising Premium   |   ,Booth: 5C-B20   |   Advertising Premium   |   ,Booth: 3B-B13   |   Taiwan Pavilion   |   ,Booth: 5B-C14   |   Advertising Premium   |   Cantonese Business Go Global,Booth: GH-D21   |   Chinese Mainland Pavilion   |   Chinese Mainland Pavilion (Yangzhou Pavilion),Booth: 5C-D21   |   Advertising Premium   |   ,Booth: GH-F17   |   Decorative Gifts & Festive Items   |   ,Booth: 3B-D41   |   Green Living   |   ,Booth: 3B-B18   |   Tech Gifts   |   ,Booth: 3B-D39   |   Green Living   |   ,Booth: 3B-C37   |   Tech Gifts   |   ,Booth: 5C-E01   |   Stationery   |   ,Booth: 3B-E18   |   Tech Gifts   |   
Weaver Industrial (Europe) Company Limited,Hong Kong    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Briefcase,Cosmetic Bag,Backpack,Waist Bag,School Bag,Digital Gear Bag,Executive Gift","We specialize in a diverse range of products, including laptop backpacks, camera cases and suitcases, We are committed to delivering high quality at affordable prices. Our products are exported to various countries around the world.","OEM, OBM, ODM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Expo Riva Schuh & Garda Bags, Riva del Garda, Italy Exploratory Study Mission to the Middle East HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition) HKTDC International Sourcing Show 2021 HKTDC Hong Kong Electronics Fair 2020 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2020",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Weaver-Industrial-Europe-Company-Limited/1X0B3JWJ,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005JW2Y,"Weaver Ind (Europe) Ltd. is a professional bag manufacturer located in Dongguan, China. Established in 1990, our factory is situated in a renowned bag manufacturing district, which is recognized as one of the largest and leading areas for handbag production globally. Covering an area of 4,000 square meters, our facility is staffed by 110 skilled workers who collectively produce 100,000 bags each year.",Manfrad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Win Seng Manufacturing Factory Limited,Hong Kong,,"Retailer, Manufacturer","Souvenir & Premium, Fashion Accessories, Costume Jewellery, Precious & Semi-Precious Jewellery, Advertising Premium","Ceramic, Porcelain, Polyresin, Metal and plastic decoration & figures, Tableware Giftware, Fashion jewelry, Christmas Oranment, Bobble head,Magnet, Figures, Home decoration, Candle holder, Vase, Corporate gift,Mug, Necklaces, Earrings, Bracelets.","OBM, ODM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong International Jewellery Show 2026 CENTRESTAGE 2025 HKTDC Hong Kong Gifts & Premium Fair 2025 Ambiente, Frankfurt, Germany CENTRESTAGE 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 Ambiente, Frankfurt, Germany Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Win-Seng-Manufacturing-Factory-Limited/1X000WIU,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005F594,"Win Seng Manufacturing Factory Limited was established in 1998 as a manufacturer specializing in Ceramic, Porcelain and Polyresin Decoration as well as Tableware Giftware. In recent years, Win Seng has also worked with customers to produce plastic figures. With the joint effort of our factory workers and all the employees, Win Seng has become one of the major suppliers of manufacturing industry. The company has offices located in Hong Kong and Fujian, China. We also have long-term reliable business partners all over the world. Our factory is audited by worldwide retail stores such as Disney, NBC, Wal-Mark, Target, Sears, and Carrefour, etc. Those famous stores have stringent audit requirements such as product quality, safety standards, world-class quality materials, etc. Passing those audits gives our customers full confidence on the quality of our products. We maintain good customer relationship by providing excellent after-sales service. We assure every order and every shipment are in good condition when they are delivered to the customers.",Vicacci,,,"Hong Kong Star Brand Award Issued By Hong Kong Small and Medium Enterprises Association Valid Date (N/A) Identification Certificate Of Gems & Jewelry Issued By National Gems & Jewelry Testing Group Co., Ltd. Valid Date (N/A) Show More",GSV GLOBAL SECURITY VERIFICATION Issued By - Type GSV Valid Date (N/A) - (N/A) Wal-mart fty audit report Issued By - Type - Valid Date (N/A) - (N/A) Show More,www.winseng123.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top Orient Enterprise Limited,Hong Kong    |    Factory in Chinese Mainland,,"Buying Cooperative, Buying Office, Manufacturer, Distributor, Wholesaler","Cooler Bag,Hobby & Collector's Item,Earphone,Speaker,Radio,Audio-Visual Product,USB Flash Drive,Computer Peripherals & Accessories,Mobile Phone Accessory,Power Bank","MP3 player, Solar Charger, Flashlight, Power Bank, Radio, Outdoor Items","ODM, OEM, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) HKTDC Hong Kong Electronics Fair (Spring Edition) 2023 HKTDC Hong Kong Electronics Fair 2021 (Autumn Edition) Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Top-Orient-Enterprise-Limited/1X09RQHD,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005IXC3,,,,,"CE Issued By Shenzhen CCTI Technology Co., Ltd Valid Date (N/A) RoHS Issued By Shenzhen CCTI Technology Co., Ltd Valid Date (N/A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King Young Enterprise Co., Ltd.",Taiwan    |    Factory in Taiwan,,"Retailer, Manufacturer, Wholesaler","Decoration & Craft,Christmas Decoration,Easter Product,Halloween Product,Festival Item","Ribbons for Christmas and Seasonal Decorations, Floral Designs, Garment Accessories, Gift Wrapping, Scrapbooking, Cosmetics Packaging, Pet Accessories, etc.",ODM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC Hong Kong Gifts & Premium Fair 2020 HKTDC Hong Kong Toys & Games Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/King-Young-Enterprise-Co-Ltd/1X00ASXR,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HJIZ,"King Young Enterprise Co., Ltd. is a professional ribbon manufacturer established in 1988. Our ribbon products are perfect for Christmas and seasonal decorations, floral designs, garment accessories, gift wrapping, scrapbooking, cosmetics packaging, pet accessories, etc. We have customers worldwide such as in the US, Europe, Central & South America, and Asia. We have two production facilities located in central Taiwan. Our factories are well equipped with advanced machinery run by qualified technicians devoted to making quality ribbons. Our monthly capacity is about 50 million yards. All these make us adequate for supplying customers with exquisite ribbon products. With our operating concepts - Customer, Service, Teamwork & Creativity, we keep endeavoring and improving ourselves in this industry hoping to offer great service to all customers. With reliable quality and competitive prices, King Young is your first choice when it comes to ribbons!",King Young,,,,REACH test approval Certificate. Issued By - Type - Valid Date (N/A) - (N/A) The Higg Index Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jet Print Technology Corporation,Taiwan,,"Manufacturer, Exporter","Souvenir & Premium,Artist Supply,Paper & Paper Product,Gift Stationery,Christmas Decoration,Easter Product,Halloween Product,Festival Item","Jet Print Technology Corp. is a professional supplier of stationery, gifts and stickers.","OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC International Sourcing Show 2021 HKTDC Hong Kong Gifts & Premium Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jet-Print-Technology-Corporation/1X00BTRU,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HJT2,"Jet Print Technology Corp. is a professional supplier of stationery, gifts and stickers. Our products include different series of DIY deco stickers, eye shadow art, nail art, sticker albums, hair creative decorations and different series of tattoos.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"King Char Co., Ltd.",Taiwan,,"Buying Cooperative, Trade/Industrial Organisation, Importer, Department Store, Mail Order Co., Charity / Welfare Organisation, Exporter, Buying Office, Others, Wholesaler, Retailer, Distributor, Service Company, Export Agent, Statutory Body, Manufacturer, Religious Group, Government, Shopping Mall, Chain Store, Consulate and Trade Commission, Professional Association, Import Agent","Decoration & Craft, Souvenir & Premium, Paper Weight, Christmas Decoration, Badge, Wedding Gift & Accessory, Fashion Accessories, Luggage Tag, Key Holder, Medal","Lapel Pins, Key Chain, Custom Coin, Medallion, Lanyard.",OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2015,https://sourcing.hktdc.com/en/Supplier-Store/Profile/King-Char-Co-Ltd/1X007VOR,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HK44,"We are a professional manufacturer and exporter of LAPEL PINS, BADGES, and MEDALS, started badge manufacture in Taiwan from 1982. Considering cost and competition, we established our factory in Canton, China in 1995. Most of our items are produced in China and exported overseas from Hong Kong. To provide more rapid and better services, we remain our head office and sales team in Taiwan with 12 employees handling order affairs and customer services. Our main products are lapel pins, badges, medals, challenge coins, key holders, lanyards, silicone wristbands, soft PVC products ... etc. promotional and gift items. Based on our professional production experience, we have successfully developed new items such as bottle openers made of various kind of material, book mark, fridge magnets made of soft PVC or metal ... etc. Upon the past 20 years, we have made of good reputation by supplying good quality products with competitive prices on time delivery and professional custom service.",,,,,,www.kingchar.com.tw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maduro Limited,Hong Kong,,"Retailer, Exporter, Trade/Industrial Organisation",Watch,It’s a good time to share with you our business. We are a watchmaking company established in 2007. We are making watches for both retail and promotional sectors. Our main market is Western Europe and have a strong network of quality.,"ODM, OEM, Others",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Jewellery Show 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong Watch & Clock Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2023 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Maduro-Limited/1X00I8B1,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005DTD4,OEM / ODM projects - WATCH Business .,"Apart from our collection, we offer OEM service",,,,,https://www.maduro.com.hk/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro-Mark International,Hong Kong,,,,,,"Exhibited in HKTDC Event(s) in recent years Hong Kong Watch Mission to Jakarta, Indonesia HKTDC Hong Kong Gifts & Premium Fair 2025 Exploratory Study Mission to the Middle East Tokyo International Gift Show, Japan HKTDC Hong Kong Watch & Clock Fair 2024 Malaysia Gifts Fair, Kuala Lumpur, Malaysia Gifts & Lifestyle Middle East, Dubai, UAE HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pro-Mark-International/1X05S857,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005MUJL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manova International Ltd,Hong Kong    |    Factory in Chinese Mainland,,"Retailer, Manufacturer","Healthcare Product, Massager, Mobile Phone Accessory, Camping & Picnic Equipment, Sports Goods, Computer Peripherals & Accessories, Executive Gift, Souvenir & Premium, Travel Adaptor, Speaker","Manova International Limited designs & manufactures smart ""IT Gifts & Smartphone Gifts"" for retail and promotional purpose. Its factory plant is located in DongGuan City, PRC, while OEM & ODM projects are welcome .","OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong International Lighting Fair 2022 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2022 (Autumn Edition) HKTDC Hong Kong Electronics Fair 2021 (Autumn Edition) HKTDC Hong Kong Gifts & Premium Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Manova-International-Ltd/1X00EWEY,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005FIG6,"Established in 2001, Hong Kong, MANOVA create products that solve daily problems and bring joy. With our own factory in Dongguan, China, we control the entire process from concept to manufacturing, guaranteeing quality and functionality. Today, our focus is on portable products designed for modern life, organized into five core series: Outdoor Bluetooth, Healthy Living, Silver Market, Smart Gadgets and Smart Fans. Each product is crafted to deliver unparalleled convenience and enjoyment to our users worldwide.",MANOVA,,,,N/A Issued By - Type - Valid Date (N/A) - (N/A) BH-089 CE Issued By - Type - Valid Date (N/A) - (N/A),www.manova.com.hk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panley (H.K.) Limited,Hong Kong,,,,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Toys & Games Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Toys & Games Fair 2025 HKTDC Hong Kong Toys & Games Fair 2024 HKTDC Hong Kong Toys & Games Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2022 HKTDC Lifestyle Sourcing Show | Physical + Online HKTDC International Sourcing Show 2021 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/PANLEY-HK-LTD/1X03Y2R3,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005M3Z0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.O.I. (Hong Kong) Limited,Hong Kong    |    Factory in Chinese Mainland,,"Exporter, Manufacturer","Briefcase,Wallet, Purse & Small Leather Goods,Bar Set,Executive Gift,Key Case,Name Card Holder","Fashion handbag, Our own design and tailor made design bag or products","OEM, ODM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 Exploratory Study Mission to the Middle East HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Electronics Fair 2023 (Autumn Edition) ""Think Business, Think Hong Kong"" Product Expo in Bangkok, Thailand Fashion InStyle 2023 HKTDC Simply Shopping Fest 2022 HKTDC Hong Kong Fashion Week 2022 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/S-O-I-Hong-Kong-Limited/1X0BBITP,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005FH1G,"S.O.I. (HONG KONG) Limited has operated in Hong Kong as a Limited Company since year 2000. S.O.I. has its own brand of ladies handbag called De'Emilia Concept, which is widely sold in China, Hong Kong, Japan, Mexico and USA. We have more than twenty year's experience in developing, designing and manufacturing leather goods and handbag. We are familiar in OEM design product from our branded customers. With a 100 people manufacturing factory in GuangZhou, the Greater Bay Area, Mainland China, S.O.I. (HONG KONG) Limited offers stable production lines, seasoned merchandising, and a dedicated design team to customize exclusive products for every customer.",De’ Emilia Concept,,,,BSCI Issued By Amfori Type BSCI Valid Date (N/A) - 09 Oct 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China Packaging Union Guangzhou Co., Ltd.",Chinese Mainland,,Exporter,"Briefcase, Water Bottle, Backpack, Shopping Bag","Travel products, gifts, travel bag, cosmetic bag, win bottle, mug, wine shaker and so on.","OEM, ODM, OBM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Gifts & Premium Fair 2020 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Houseware Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/China-Packaging-Union-Guangzhou-Co-Ltd/1X00AGK4,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HGQE,,B THIS,,,,BSCI Issued By - Type - Valid Date (N/A) - (N/A) Sedex 4-pillar Issued By - Type - Valid Date (N/A) - (N/A) Show More,www.madeinunion.cn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syloon Global Limited,Hong Kong,,"Import Agent, Buying Cooperative, Department Store, Chain Store, Importer, Retailer, Wholesaler, Buying Office, Service Company","School Bag,Vacuum Flask,Water Bottle,Stationery & Office Equipment,Note Book,Paper & Paper Product,Gift Stationery,Writing Equipment,Recycled Paper Product,Recycled Plastic Product","Unveil creativity at our exhibit! Explore writing instruments, notebooks & paper articles, Bags & Purses, gifting stationery, sustainable products, and trendy drinkware.","ODM, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Syloon-Global-Limited/1X09YDX0,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005ETMD,,SYLOON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecoline Exim Limited,India    |    Factory in India,,"Manufacturer, Exporter","Backpack, Cooler Bag, Shopping Bag, Environmental Friendly Product, Bio-Degradable Product",Jute and cotton bag.,"Others, OEM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2018 HKTDC Hong Kong Gifts & Premium Fair 2017 HKTDC Hong Kong Gifts & Premium Fair 2016 HKTDC Hong Kong Gifts & Premium Fair 2015 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ecoline-Exim-Pvt-Ltd-/1X04AHF6,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005IV2Z,We are manufacturer and exporters of jute and cotton bag.,,,,,,www.ecoline.net.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Purple Parrot (Xiamen) Trading Co., Ltd.",Chinese Mainland,,"Manufacturer, Exporter","Festival Item, Decoration & Craft, Gift Stationery","Gifts, Home-décor, X'max, Toys, Polyresin, Ceramic products etc.",OEM,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 Home InStyle 2025 HKTDC Hong Kong Gifts & Premium Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2023 HKTDC Hong Kong Watch & Clock Fair 2019 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Watch & Clock Fair 2018 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Purple-Parrot-Xiamen-Trading-Co-Ltd/1X069Z12,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005I2N1,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yongkang Xinduo Cups Co., Ltd.",Chinese Mainland,,"Exporter, Manufacturer","Mug, Vacuum Flask",Cup,"OEM, ODM",Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong Gifts & Premium Fair 2026 HKTDC Hong Kong Gifts & Premium Fair 2025 HKTDC Hong Kong International Optical Fair 2024 HKTDC Hong Kong Gifts & Premium Fair 2024 Home InStyle 2024 Home InStyle 2023 HKTDC Hong Kong Gifts & Premium Fair 2019 HKTDC Hong Kong Houseware Fair 2019 Show More,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Xinduo-Cups-Co-Ltd/1X06X3M5,https://www.hktdc.com/event/hkgiftspremiumfair/en/exhibitor/1S005HHWV,,ZEGO,,,,EU / LFGB Issued By - Type - Valid Date (N/A) - (N/A) USA/FDA Issued By - Type - Valid Date (N/A) - (N/A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
