company name,location,Booth,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,HKTDC Events,supplier_url,exhibitor_url,Company Background,Brand Name,Company Website,Certificates,Other Certificates
"Naing Family (Mogoke) Gems & Jewellery Co., Ltd.",Myanmar,Booth: AWE 11-D33   |   Precious Stone   |   Myanmar Pavilion,"Exporter, Wholesaler, Retailer","Aquamarine, Ruby, Jadeite, Sapphire, Coloured Gemstone, Tourmaline","We sell fine quality of Untreated Myanmar Ruby, Sapphire , Jadeite , Spinel and other semi precious stones.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Naing-Family-Mogoke-Gems-Jewellery-Co-Ltd/1X08ECKG,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005W389,Our company have been in this business for more than 5 decades providing only fine quality myanmar(Burma) untreated gem stones.,,,,
Nanihi Pearl Product,French Polynesia    |    Factory in French Polynesia,Booth: AWE 1-D43   |   Sea Water Pearl   |   ,"Exporter, Manufacturer, Wholesaler","Natural Pearl, Tahiti Pearl, South Sea Pearl, Akoya Pearl, Mabe Pearl",Tahitian black pearls,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/NANIHI-PEARL-PRODUCT/1S00OUJIZ,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YCBR,,,,,
"National Gems & Jewelry Testing Group (Henan) Testing Co., Ltd.",Chinese Mainland,Booth: AWE 10-C28   |   Laboratory-grown Diamond   |   Henan Pavilion,"Service Company, Statutory Body","Fancy Diamond, Laboratory-grown Diamond",technical service,"ODM, OBM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/National-Gems-Jewelry-Testing-Group-Henan-Testing-Co-Ltd-/1S00OYXVI,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005ZKCG,technical service,,,,
Nimna Gem International (PVT) Ltd,Sri Lanka    |    Factory in Sri Lanka,Booth: AWE 11-H07   |   Precious Stone   |   Sri Lanka Pavilion,"Exporter, Importer, Wholesaler",Sapphire,"We supply natural Sri Lankan sapphires Blue, Pink, Padparadscha & more. Our services include precision cutting, heat treatment, calibrated lots & custom orders. BOI-registered & ISO-certified exporter committed to quality and trust.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nimna-Gem-International-PVT-LTD/1S00OS45H,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YDV2,"Nimna Gem International (Pvt) Ltd specializes in sourcing, cutting, polishing, and treating high-quality sapphires. We import rough stones, refine them with expert craftsmanship, and export premium gemstones worldwide. As a trusted supplier, we ensure top standards in quality and authenticity. Our company is BOI-approved and ICA-certified, committed to delivering the finest gems for wholesalers, jewelers, and collectors. Visit us to explore our exquisite sapphire collection and exclusive deals!",Nimna Gem International Pvt Ltd,www.nimnagem.com,,
"Ninomiya Pearl Co., Ltd.",Japan,Booth: AWE 1-L27   |   Sea Water Pearl   |   Japan Pearl Showcase,"Wholesaler, Manufacturer","Tahiti Pearl, Akoya Pearl, South Sea Pearl","The Ninomiya Pearl is dealing with Akoya pearls, South Sea pearls and TAHITI pearls. My processing technology is impossible in the other company.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ninomiya-Pearl-Co-Ltd/1X073C7T,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UE4A,,,,,
Noam Diamonds Pvt Ltd,India    |    Factory in India,Booth: AWE 10-D12   |   Laboratory-grown Diamond   |   India Pavilion,"Manufacturer, Exporter, Importer, Wholesaler","Carat Size Diamond, Loose Diamond, Laboratory-grown Diamond, Fancy Diamond","LAB GROWN DIAMONDS,LAB GROWN DIAMONDS JEWELLERY","ODM, OEM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/NOAM-DIAMONDS-PVT-LTD/1S00P7EYS,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YFLU,,,www.noamdiamonds.com,,
"OBDResource Dennsi Co., Ltd",Japan,Booth: AWE 1-N10   |   Sea Water Pearl   |   Japan Pearl Showcase,Wholesaler,"South Sea Pearl, Natural Pearl, Tahiti Pearl, Akoya Pearl",akoya　nannyou　sirotyou,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/OBDResource-dennsi-co-LTD/1S00OWMWQ,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UCT9,,,,,
"OP Trading Co., Ltd.",Japan,Booth: AWE 1-G23   |   Sea Water Pearl   |   Japan Pearl Showcase,Wholesaler,"Akoya Pearl, South Sea Pearl",White and Golden South Sea Pearls - Strands and Loose / Japanese Akoya Pearls,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC International Sourcing Show 2021 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019",https://sourcing.hktdc.com/en/Supplier-Store/Profile/OP-Trading-Co-Ltd/1X0AOBTA,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UE64,A trading company specializing in pearls established in 2008.,,,,
Opal Story Pty Ltd,Australia    |    Factory in Australia,Booth: AWE 11-C42   |   Semi-Precious Stone   |   Australia Pavilion,"Wholesaler, Exporter",Opal,"Australian natural solid black opal, boulder opal and crystal opal wholesaler& exporter. Directly from mine to market, your trusted Australian opal partner.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019",https://sourcing.hktdc.com/en/Supplier-Store/Profile/OPAL-STORY-PTY-LTD/1X0AOI2G,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005W396,"Established on 2015, Australian black opal and boulder opal wholesaler&exporter",,,,
Opals By Emmanuel Christianos Pty Limited,Australia    |    Factory in Australia,Booth: AWE 11-D41   |   Semi-Precious Stone   |   Australia Pavilion,Wholesaler,Opal,FINE QUALITY AUSTRALIAN PRECIOUS OPALS DIRECT FROM OUR OWN MINES AND OTHERS,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 HKTDC Hong Kong International Jewellery Show 2012",https://sourcing.hktdc.com/en/Supplier-Store/Profile/OPALS-BY-EMMANUEL-CHRISTIANOS-PTY-LIMITED/1X073F0R,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005W36F,"Opals by Emmanuel Christianos Pty Ltd (Christianos brand) carries on the business which began in the 1950's in Coober Pedy, and represents fine, genuine Australian precious Opals. In 2023 the business is run by George Emmanuel Christianos, son of Emmanuel, the third generation in the business.",CHRISTIANOS OPALS,www.christianos.com,,
Otowa Inc,Japan,Booth: AWE 1-L25   |   Sea Water Pearl   |   Japan Pearl Showcase,"Manufacturer, Wholesaler",Akoya Pearl,Japan Akoya Pearl necklace and loose in semi-finished form.,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Otowa-Inc/1X073C8S,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UFDI,,,www.otowa-inc.com,,
PT Inlove Investment Management,Indonesia,Booth: AWE 1-C44   |   Sea Water Pearl   |   ,Wholesaler,"Akoya Pearl, Tahiti Pearl, South Sea Pearl","Our company located in Jakarta, Indonesia, we are the wholesaler of south sea pearl.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/PT-Inlove-Investment-Management/1S00OL66C,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YCH9,,,,,
"Pacific Coral Co., Ltd.",Japan,Booth: AWE 10-B05   |   Semi-Precious Stone   |   ,"Exporter, Wholesaler","Coral, Akoya Pearl, Tahiti Pearl, South Sea Pearl, Natural Pearl, Mabe Pearl, Mabe Pearl, Natural Pearl, Fresh Water Pearl","Pacific coral, Japanese red coral",OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Jewellery Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015",https://sourcing.hktdc.com/en/Supplier-Store/Profile/PACIFIC-CORAL-CO-LTD-/1X08Y31Q,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YDON,,,www.pacific-coral.co.jp,,
Pana Pearl & Gems Ltd Part,Thailand    |    Factory in Thailand,Booth: AWE 8-G19   |   Precious Stone   |   ,"Importer, Wholesaler, Manufacturer","Emerald, Ruby, Sapphire","Curated collections of emerald, sapphire,ruby and more. Commercial to fine grade. Trust source for loose stone gems tailored for jewelers,reseller & custom jewelry makers.","OEM, Others, ODM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/pana-pearl-gems/1S00P6N41,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005VVGT,"We are wholesale base in bangkok,thailand over 20 years experience in the industry. We specialilize in providing loose gemstone for jewelry retailers, designer and rresaler around the world. We offer a full-service approach-from high quality gemstone [ emerald, sapphire ruby and etc.] with focus on sustainability, intergtity and partnership, PANA combine commercial insight to help business grow confidently in today's evelving market",Pana pearl&gems,,,
"Paras Pearls Co., Ltd.",Japan,Booth: AWE 1-C37   |   Sea Water Pearl   |   ,Wholesaler,"Akoya Pearl, South Sea Pearl, Tahiti Pearl","Southsea Pearls, Tahiti Pearls, Japan Akoya Cultured Pearls, Keshi Pearls",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Paras-Pearls-Co-Ltd-/1X00BJC3,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UCQI,,,,,
"Parshwa Diam Co., Ltd.",Japan,Booth: AWE 5-F29   |   Diamond   |   ,"Exporter, Retailer, Importer, Wholesaler","Loose Diamond, Carat Size Diamond, Fancy Diamond",CGL (JAPANESE CERTIFICATE) GIA & PARCEL GOODS FROM SIZES 0.02 TO 5 CTS.,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/PARSHWA-DIAM-CO-LTD/1S00O791O,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005Y976,,,,,
Pearl Empress Diamond & Pearl Jewellery,Myanmar,Booth: AWE 1-G10   |   Sea Water Pearl   |   ,"Exporter, Retailer, Wholesaler, Manufacturer, Distributor",,Myanmar South Sea Pearls,OBM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pearl-Empress-Diamond-Pearl-Jewellery/1S00P9H0J,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YUTR,,PEARL EMPRESS DIAMOND & PEARL JEWELLERY,,,
"Pearl House Co., Ltd.",Japan,Booth: AWE 1-K10   |   Sea Water Pearl   |   Japan Pearl Showcase,"Exporter, Wholesaler","South Sea Pearl, Tahiti Pearl, Akoya Pearl","We have a lot of South Sea pearls and Akoya pearls in all sizes. Our specialize line is pairs of drop shape. And please find our original design necklace ""Gra Chica"" which is combined South Sea pearls with Akoya pearls.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC International Sourcing Show 2021",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pearl-House-Co-Ltd/1X00NR2P,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UDJ2,,,pearl-house.jp,,
Pearl Wutt Yee Phyu Jewellery,Myanmar    |    Factory in Myanmar,Booth: AWE 1-B38   |   Sea Water Pearl   |   ,"Retailer, Distributor","South Sea Pearl, Natural Pearl",myanmar south sea pearl whole sale,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pearl-Wutt-Yee-Phyu/1X0B1YMK,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YCEI,Established since 2002,,shwemyodaw.com/store/pearl-wutt-yee-phyu,,
"Pengli (Guangzhou) Pearl Co., Ltd.",Chinese Mainland,Booth: AWE 1-N23   |   Fresh Water Pearl   |   Zhuji Pavilion,"Exporter, Manufacturer","Tahiti Pearl, Natural Pearl",Seawater pearl jewelry,"ODM, OEM, OBM","Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Jewellery Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Jewellery Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pengli-Guangzhou-Pearl-Co-Ltd/1S00OKA2K,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YE64,,,,,
Peter Valicek Gems,Brazil,Booth: AWE 8-D14   |   Semi-Precious Stone   |   Brazil Pavilion,,,,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Peter-Valicek-Gems/1X06ATZM,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005ZA2K,,,,,
"Plus One Co., Ltd.",Japan    |    Factory in Japan,Booth: AWE 5-F35   |   Diamond   |   ,Buying Office,"Fancy Diamond, Carat Size Diamond, Loose Diamond","Polished round and fancy shape natural diamonds. Certified diamonds mainly CGL, GIA and parcel stones sized from star & melee up to 5 carats mostly with D color to very light yellow and IF, VVS, VS, SI, I clarity. H&A diamonds",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Plus-One-Co-Ltd/1X059URR,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005VZRS,"Plus One Co Ltd originated in Japan over 30 years. Specializing in polished round and fancy shape diamonds, we deal in an extensive range of certified diamonds mainly CGL, GIA and parcel stones sized from star & melee up to 5 carats mostly with D color to very light yellow and IF, VVS, VS, SI, I clarity. The exquisite H&A diamonds could be found in our stock as well. You are most welcome to visit our HK office for checking the weekly new shipment.",,www.plusonecoltd.com,,
Poe Here,French Polynesia    |    Factory in French Polynesia,Booth: AWE 1-B35   |   Sea Water Pearl   |   ,"Retailer, Exporter, Wholesaler","Tahiti Pearl, Mabe Pearl, Natural Pearl",Wholesaler of Black Pearls,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Poe-Here/1X00NRBG,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YCFF,"Black Pearl Wholesaler since 2010. Products include loose, strands, matched pairs, and keshi.",Poe Here,,,
Primo Pearls,Indonesia,Booth: AWE 1-D33   |   Sea Water Pearl   |   ,Wholesaler,South Sea Pearl,Southsea pearls in golden and white,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Primo-Pearls/1X09DL18,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YHBM,Specialized in golden and white pearls from Indonesia sea,,,,
Pt Gemilang Inti Emas,Indonesia,Booth: AWE 1-A38   |   Sea Water Pearl   |   ,"Distributor, Buying Cooperative, Wholesaler",South Sea Pearl,South Sea Pearl,ODM,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pt-Gemilang-Inti-Emas/1S00P7OKO,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005VYUK,,Pt. Gemilang Inti Emas,www.instagram.com/giejewellery?igsh=OTd5YWpheTR2ZmU5,,
R N Exports,India,Booth: AWE 10-H10   |   Laboratory-grown Diamond   |   India Pavilion,"Exporter, Importer, Manufacturer",Laboratory-grown Diamond,EXCELLENT PRODUCT,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/R-N-EXPORTS/1S00P8XQX,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YGVZ,,,,,
R and R Fine Gems,Sri Lanka    |    Factory in Sri Lanka,Booth: AWE 11-H05   |   Precious Stone   |   Sri Lanka Pavilion,"Buying Office, Buying Cooperative, Distributor","Sapphire, Ruby","Blue sapphire, pink sapphire, Teal sapphire, Green sapphire,Yellow sapphire",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018",https://sourcing.hktdc.com/en/Supplier-Store/Profile/R-and-R-Fine-Gems/1X0ABD7Q,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YDRE,Dealers of Finest quality Sapphires,"R & R Fine Gems,RnR",R & R Fine Gems,,
RC Gemas Ltda,Brazil,Booth: AWE 11-G06   |   Precious Stone   |   Brazil Pavilion,Wholesaler,Emerald,CUT EMERALD,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/RC-Gemas-Ltda/1X08FH9C,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UP0B,,RC GEMAS LTDA,rcgemas.com,,
Ragikura Pearls,French Polynesia    |    Factory in French Polynesia,Booth: AWE 1-B39   |   Sea Water Pearl   |   ,"Department Store, Distributor",Tahiti Pearl,Producteur de perles de culture de tahiti,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ragikura-Pearls/1S00P892L,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005VZWD,,,,,
"Raj Pearl Co., Ltd.",Japan,Booth: AWE 1-F23   |   Sea Water Pearl   |   Japan Pearl Showcase,"Importer, Exporter, Manufacturer, Wholesaler","Tahiti Pearl, Akoya Pearl, South Sea Pearl","We provide Akoya, Tahitian, and South Sea pearls to local and international markets at competitive prices. We source directly from the farmers and distribute to other wholesalers and retail companies.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Raj-Pearl-Co-Ltd-/1S00OWA2K,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UE0M,,,,,
Rewa Gems Fzco,United Arab Emirates,Booth: AWE 5-G31   |   Diamond   |   ,Others,Loose Diamond,LOOSE DIAMONDS,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rewa-Gems-Fzco/1S00P8O9L,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005X1Y5,,,,,
"Rockkaku Co., Ltd",Japan    |    Factory in Japan,Booth: AWE 1-L28   |   Sea Water Pearl   |   Japan Pearl Showcase,"Importer, Exporter, Wholesaler","South Sea Pearl, Mabe Pearl, Natural Pearl, Akoya Pearl, Tahiti Pearl",Pricing in line with market prices,Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2015 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2014",https://sourcing.hktdc.com/en/Supplier-Store/Profile/ROCKKAKU-Co-Ltd/1X08ERJ8,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005UF2F,,,,,
Rodin CI S.A.S,Colombia,Booth: AWE 11-C18   |   Precious Stone   |   Colombia Pavilion,,Emerald,Colombian emeralds,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rodin-CI-S-A-S/1S00OYY3T,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YLAL,Wholesaler and miner of colombian emeralds,"Alandi,Mustang trading,Ronin",,,
Rohan Gems Private Limited,Sri Lanka    |    Factory in Sri Lanka,Booth: AWE 11-H11   |   Precious Stone   |   Sri Lanka Pavilion,"Exporter, Buying Office, Manufacturer, Retailer, Wholesaler","Sapphire, Ruby","Manufacturing and value addition of precious stones (from rough stones to cut and polished). Our mail trading lines are single stones, calibrated stones, layouts.",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rohan-Gems-Private-Limited/1S00OVEH7,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YKBJ,,,www.rohansapphires,,
Rosario Mutiara CV,Indonesia    |    Factory in Indonesia,Booth: AWE 1-A34   |   Sea Water Pearl   |   ,"Others, Distributor, Wholesaler","Natural Pearl, South Sea Pearl","Loose South Sea Pearl, white and gold south sea pearl, keshi south sea pearl, natural sea pearl, australia white pearl",Others,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Diamond, Gem & Pearl Show 2026 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2025 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2024 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2019 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2018 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2017 HKTDC Hong Kong International Jewellery Show 2016 HKTDC Hong Kong International Diamond, Gem & Pearl Show 2016 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Rosario-Mutiara/1X057JC3,https://www.hktdc.com/event/hkdgp/en/exhibitor/1S005YJLQ,"South Sea Pearl Farm from Indonesia since 1980. We produce white, gold south sea pearl, keshi south sea pearl, and natural sea pearl. Our pearl are all 100% Natural, no treatment or artificial enhancement. Our price is really competitive.",Rosario Mutiara,https://www.instagram.com/rosario.mutiara?igsh=MTN3N3hmeDRodmlnOQ==,,
