company name,location,Booth: 3C-D14   |   Public Hall - Beverages (Alcoholic)   |   ,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Brand Name,Company Website,HKTDC Events,Certificates,Other Certificates,supplier_url,exhibitor_url,Company Background,Booth: 1B-A10   |   Public Hall - Sauces & Seasonings   |   
"HUNAN CHANGKANG INDUSTRIAL GROUP CO., LTD.",Chinese Mainland    |    Factory in Chinese Mainland,,,Manufacturer,"Rice, Seasoning, Seasoning, Sauce, Sauce","Changkang 100% Pure Sesame Oil,Changkang Brewed Mature Vinegar,Double-low Pressing Rapeseed Oil,Lanling Green Sword Organic Maojian Tea,Lanling Premium Organic Silver Pekoe Tea",CHANACOM,www.hncksy.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065O40?fairCode=hkfoodexpo&locale=en,,
"Hunan Changsha Qianhuke Liquor Industry Co., Ltd.",Chinese Mainland,,,Manufacturer,"Table Wine, Sake","At present, Qianhuke’s products are sold in more than ten provinces and municipalities nationwide and on major online sales platforms, with a 12% year-on-year increase in sales revenue in 2025.",千壺客,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065OYI?fairCode=hkfoodexpo&locale=en,"Qianhuke Wine Industry Co., Ltd. of Changsha, Hunan is a National High-tech Enterprise and a Hunan Provincial Leading Enterprise in Agricultural Industrialization. Boasting a brewing history of over 40 years, it is an agricultural product deep-processing enterprise integrating planting, research and development, production and sales. Its core product lineup includes glutinous rice wine series, fruit & flower wines, Hunan rice liquor, nutritional tonic wines and more. Committed to developing a green agricultural ecological industrial chain and building the top rice wine brand in Hunan, the company has adopted a cooperative operation model featuring ""Enterprise + Leading Agricultural Entity + Specialized Cooperatives + Large Growers"", and built raw material glutinous rice planting bases covering a total area of more than 6,000 mu.",
"Hunan Chuchun Agricultural Science and Technology Co., Ltd.",Chinese Mainland,,,"Retailer, Wholesaler, Manufacturer","Seasoning, Organic Food & Beverage","Chuchun Camellia Oil pure nature in every drop. Sourced from wild small seeds and crafted via cold-pressing, it delivers 80% unsaturated fatty acids for a healthier choice. With 18 proprietary technologies safeguarding its nutritional integrity, ea",Chuchun Camellia Oil,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065OWO?fairCode=hkfoodexpo&locale=en,"Hunan Chuchun Agricultural Technology Development Co., Ltd. is a modern enterprise integrating planting, production, and sales, specializing in the deep processing of high-quality agricultural products. In 2025, the company achieved sales revenue of 31.6 million RMB. Since its establishment, the company has leveraged the rich oil-tea camellia resources of Changsha and adhered to the agricultural industrialization development path of ""Company + Cooperative + Base + Farmers."" The company has established oil-tea camellia planting bases covering over 1,800 mu in townships including Gaoping Town, Chengtanjiang Town, and Hehua Subdistrict in Liuyang, directly or indirectly driving 260 farmer households to increase their income and achieve prosperity. In 2023, the company was recognized as an Agricultural Industrialization Leading Enterprise by the Changsha Municipal Government. Its cooperative was rated as a Hunan Provincial Forestry Demonstration Cooperative and Hunan Provincial Forestry Industry Leading Enterprise by the Provincial Forestry Bureau. The oil-tea camellia planting base was also named a Changsha Municipal Youth Innovation and Entrepreneurship Demonstration Base by the Changsha Municipal Committee of the Communist Youth League.",
"Hunan Jinfu Agricultural Technology Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,,Manufacturer,"Vegetable, Functional Food, Tea","The companys main Cordyceps militaris, Morchella, Ganoderma lucidum as the repersentative of the rare food ,medicine dualpurpose bacteria serise products. All products are pure ecological planting,adhere to quality first,green health.",,www.hn-jinfu.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065O0C?fairCode=hkfoodexpo&locale=en,"Hunan Jinfu Agricultural Technology Co,.Ltd is a leading industrial enterprise focusing on rare food and medicine.",
"Hunan Jinsong Food Co., Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,,Manufacturer,Instant Food,Various types of sweet potato noodles,DR冬日,www.cjssp.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065PF2?fairCode=hkfoodexpo&locale=en,"Hunan Jinsong Food Co., Ltd. was established in June 2006 and is located in Huangtupu Town, Qidong County. It is a high-tech enterprise specializing in the cultivation, research and development, production, sales, e-commerce, and Internet sales of daylily, starch and starch products, agricultural and sideline products, and other local specialties. Since December 2020, the company has been continuously recognized as ""Hunan Provincial Leading Enterprise in Agricultural Industrialization"" by the Hunan Provincial People's Government; in 2016, it was recognized as ""Hunan Provincial E-commerce Demonstration Enterprise"" by the Hunan Provincial Department of Commerce; in April 2020, the company's research and development institution was recognized as ""Hengyang Sweet Potato Flour Engineering Technology Research Center""; in December 2020, the company passed the certification of ""National High-tech Enterprise"";",
"Hunan Jiushizhai Gaoshan Tea Industry Co., Ltd",Chinese Mainland,,,Manufacturer,"Organic Food & Beverage, Tea","Green tea, black tea, and yellow tea",九獅寨,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065O7R?fairCode=hkfoodexpo&locale=en,"Hunan Jiushizhai Gaoshan Tea Industry Co., Ltd., established in August 2005 with a registered capital of 20 million yuan, is a provincial-level leading enterprise in agricultural industrialization. It integrates tea planting, processing, scientific research, sales, research and study, tea culture dissemination, and combines production, supply, marketing, trade, industry, and agriculture. Relying on the geographical advantages of Pingjiang County, the company has deeply cultivated the construction of high mountain organic tea bases, adhering to the development philosophy of ""Lucid waters and lush mountains are invaluable assets"", and persisting in the path of ecological priority and health supremacy. To date, the company boasts nearly 6,000 acres of its own high mountain tea gardens, all located at an altitude of over 1,000 meters. It operates three fully automated organic standard production lines, and its products have been continuously certified as national organic food for 19 consecutive years.",
"Hunan Junshan Yinzhentea Industry Co.,Ltd",Chinese Mainland,,,"Retailer, Wholesaler",Tea,"Junshanyinzhen,junshanmaojian,junshanjinyacha,yuezhouchali",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065O33?fairCode=hkfoodexpo&locale=en,"Hunan Junshan Yinzhen Tea Industry Co., Ltd. is a provincial-level leading enterprise in agricultural industrialization and a high-tech enterprise that integrates tea research, cultivation, processing, sales, tea culture dissemination, and tourism. It is dedicated to building an integrated brand that combines yellow tea, culture, and tourism.",
"Hunan Liuyang Yang Ecological Animal Husbandry Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,,"Retailer, Export Agent, Wholesaler","Frozen Meat, Fresh Meat, Frozen Meat, Fresh Meat",本款即食羊肉選用國家地理標誌產品瀏陽黑山羊為原料，羊群在瀏陽山林自然散養，採食百草山泉，肉質細嫩緊實、膻味清淡，富含優質蛋白與多種微量元素，是滋補佳品。產品經標準化屠宰、精細分割與匠心預烹，搭配秘制調料入味，全程冷鏈鎖鮮，並配備一物一碼溯源體系，品質安全可查。無需複雜處理，開袋後蒸煮、水浴或翻炒片刻即可享用，還原地道湘式風味。包含黑山羊金湯火鍋、紅燜羊肉煲等多款品類，兼顧家常用餐、親友聚餐、節慶宴席等場景，省時省心。既是便捷美味的餐桌硬菜，也是獨具瀏陽特色的送禮好物。,浏阳黑山羊羊肉,http://ww.lystmy.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065OR3?fairCode=hkfoodexpo&locale=en,"Liuyang Ecological Animal Husbandry Co., Ltd. lies in Sanheshui Village, Liuyang, the Hometown of Chinese Black Goats. Founded by village collectives, GI enterprises and farmers, we focus on Liuyang Black Goat brand operation. We implement standardized breeding, joint farming, unified sales and brand building to drive industrial development and raise farmers' income. As a national GI product, Liuyang Black Goat is mountain-raised. Its tender meat tastes mild and is rich in protein, amino acids and trace elements. Full-process traceability ensures food safety. We engage in standardized breeding, brand marketing, product R&D and cultural promotion of its 1,800-year history. Our product lines include premium meat, gift boxes and ready-to-cook meals. With steady goat supply and extensive farmer networks, we plan to enter high-end retail channels within 1-2 years, partnering with over 1,000 farmers for an annual output of 100,000 goats. In the long run, we will build tourism and processing bases to expand the industry and boost rural revitalization. We sincerely invite distributors, catering partners, investors and farmers to cooperate for win-win results.",
"Hunan Longquan Agricultural and Sideline Products Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,,Manufacturer,Snack,"Lajiangjun Benben Pickled Radish by Hunan Longquan features crisp radish in Hunan-style chili flavors. Tangy, spicy and refreshing, it is ideal as a snack, side dish, or retail product.",辣將軍,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065OE6?fairCode=hkfoodexpo&locale=en,,
"Hunan Lvgang Health Industry Development Co., Ltd",Chinese Mainland,,,"Statutory Body, Manufacturer, Retailer",Fruit Juice,"The flagship brand ""CTRFRESH HPP Juice"", has won the Gold Award at the Central China Agricultural Expo. Made with 100% freshly pressed fruit, with no concentrates, zero preservatives, and zero artificial flavors or colorants.",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0066K37?fairCode=hkfoodexpo&locale=en,"As a subsidiary of Yongzhou Inland Port Group, Hunan Lvgang Health Industry Development Co., Ltd. is a food technology company specializing in agricultural product freshness preservation solutions. We possess comprehensive process technologies covering the entire production chain, from fruit and vegetable selection, fresh fruit juicing, to HPP (High Pressure Processing) sterilization. The company provides OEM/ODM processing services for HPP freshly pressed fruit and vegetable juices, as well as fruit and vegetable preservation products.",
"Hunan Nuoz Biological Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,,Manufacturer,"Health Supplement, Organic Food & Beverage, Functional Food","We grow aromatic herbs and provide TCM extracts and derivatives. Residues controlled to meet EU and US standards. Items: ginseng solid drink, nine-processed polygonatum pills, herbal hydrosols. Raw materials, custom OEM/ODM available.",,https://www.nuoz2012.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065OBF?fairCode=hkfoodexpo&locale=en,,
Hunan Provincial Department of Agriculture and Rural Affairs,Chinese Mainland,,,Government,"Trade Associations & Government Organisations, Trade Associations & Government Organisations, Trade Associations & Government Organisations","Tea, meat products, beverages, specialty foods, etc.",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S00652RP?fairCode=hkfoodexpo&locale=en,,
"Hunan Qinghe Animal Husbandry Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,,"Wholesaler, Retailer","Canned Food, Organic Food & Beverage, Dried & Preserved Food","Hunan Qinghe Animal Husbandry Co., Ltd. has been committed to the development of Xiangxi yellow cattle breeding for many years.Xiangxi Yellow Cattle Beef, featuring high-mountain free-range young cattle raised for over three years.","禾库牛客,入农,青禾村",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065OQ6?fairCode=hkfoodexpo&locale=en,,
"Hunan Qingshan Terrace Agriculture Co.,Ltd",Chinese Mainland,,,"Wholesaler, Manufacturer",Rice,"Longziyuan rice is grown in the vast green mountain terraces of Longhui County,Shaoyang City,Hunan Province-one of China's three major selsnium-rich regions.Naturally rich inselenium,the rice features slender,crystal-clear grains.",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065OF3?fairCode=hkfoodexpo&locale=en,,
"Hunan Tangyu Tea Industry Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,,Retailer,Tea,我司主營各類優質茶葉，涵蓋綠茶、紅茶等多品類原葉茶，嚴控原料品質，風味純真。配套各式實用茶具，瓷質、紫砂器具兼美學與使用價值。同步推出非遺手工，以傳統匠人工藝打造茶席擺件、茶禮配飾。現場提供現制鮮飲茶品，直觀展現茶葉沖泡口感。產品覆蓋茶葉零售、茶器配套、文創茶禮、現制茶飲全鏈條，完整呈現中式茶生活美學，適配海內外採購商茶葉、茶具、茶飲配套採購需求。,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065OZF?fairCode=hkfoodexpo&locale=en,,
Hunan Tea Group Company Limited,Chinese Mainland    |    Factory in Chinese Mainland,,,Exporter,Tea,"We own four China Well-known Trademarks: Baishaxi, Xiangyi, Junshan and Dongting. It mainly produces and operates a full range of bulk teas including green tea, black tea, yellow tea, dark tea, oolong tea, white tea, jasmine tea and special tea.","湘益,合作,君山",http://www.xiangtea.com.cn/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S00660L9?fairCode=hkfoodexpo&locale=en,"As a leading company in agricultural industrialization, Hunan Tea Group Co., Ltd. , specializing in producing tea, has developed a professional industrial chain for tea planting, production, processing, scientific research, domestic and foreign trade and tea culture promotion.",
"Hunan Tiancifu Agricultural Technology Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,,"Manufacturer, Wholesaler, Exporter, Retailer",,非遗鞋类：主打透气吸汗的布鞋与鞋垫，是中老年及养生人群的首选。 厨房清洁：环保可降解抹布与锅刷，高效吸油且抑菌率达90%以上。 个人洗护：采用软化纤维的沐浴球与洗护用品，温和去角质，专为敏感肌设计。 宠物用品：天然安全的宠物啃咬玩具、窝垫及香波，有效吸附异味。 定制服务：结合地标原料与非遗工艺，为企业及文旅项目提供个性化礼品定制方案。,"絡樂康,Busy Loofah",busyloofah.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065P0B?fairCode=hkfoodexpo&locale=en,"Hunan Tiancifu Agricultural Technology Co., Ltd. is a modern enterprise dedicated to the full loofah industry chain. We have built a complete ecosystem from field to market, transforming National Geographical Indication (GI) loofah into featured products that benefit people's livelihoods. 1. Thousand-Mu GI Base: Source Control Adopting an ""Enterprise + Base + Farmers"" model, we strictly follow green standards. We select high-fiber varieties, ban chemical pesticides, and harvest only after the Frost's Descent when fibers are fully lignified, ensuring raw materials meet Intangible Cultural Heritage (ICH) standards. 2. Full-Scenario Product Matrix Leveraging loofah's lightweight, biodegradable, and antibacterial properties, we offer five core categories: ICH Footwear: Breathable cloth shoes and insoles, ideal for the elderly and wellness seekers. Kitchen Cleaning: Eco-friendly dishcloths and pot brushes that absorb oil efficiently with a 90%+ antibacterial rate. Personal Care: Gentle bath puffs and wash products with softened fibers, designed for sensitive skin. Pet Supplies: Safe chew toys, beds, and shampoos that naturally absorb odors. Customization: Bespoke corporate gifts combining GI materials and ICH craftsmanship.",
