company name,location,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,supplier_url,exhibitor_url,,Booth: 5C-A08   |   Convenient & Instant Food   |   Korea (aT-Head),Certificates,Other Certificates,"Booth: 5C-B31   |   Health, Green & Organic Food   |   ",Booth: 5E-D06   |   Convenient & Instant Food   |   ,"Booth: 5E-E17   |   Canned, Frozen & Processed Food   |   ",Booth: 5C-E20   |   Bakery Products   |   Chinese Mainland (Zhejiang),Booth: 5C-C26   |   Sauces & Seasonings   |   Chinese Mainland (Sichuan Supplier),"Booth: 5C-C02   |   Biscuits, Snacks & Confectionery   |   Chinese Mainland (Sichuan)","Booth: 5E-E22   |   Canned, Frozen & Processed Food   |   ","Booth: 5E-E09   |   Canned, Frozen & Processed Food   |   ",Booth: 5C-C22   |   Halal Food & Beverage   |   Chinese Mainland (Sichuan Supplier)
"Wannavee Co., Ltd.",Thailand    |    Factory in Thailand,"WANNAVEE CO., LTD. is a Thai food innovation company specializing in premium pandan-based ingredients and wellness food applications. Founded from a family-owned pandan farm in Phichit Province, Thailand, the company combines local agricultural heritage with modern food technology to create high-quality, value-added products for global markets. Our flagship brand, TEAY Thai Premium Pandan, offers 100% natural pandan powder produced through a proprietary low-temperature extraction and spray-drying process that preserves the authentic aroma, color, and functional properties of fresh pandan leaves. The product is clean-label, plant-based, non-GMO, and free from artificial colors and flavors. TEAY is designed for a wide range of applications, including beverages, specialty coffee, bakery, desserts, confectionery, and wellness-focused food products. Our mission is to transform Thai pandan from a traditional ingredient into a premium global food ingredient and cultural asset. The company is actively expanding into international markets, with a particular focus on Hong Kong, Greater China, Japan, and other Asian markets. Through collaboration with distributors, food manufacturers, café chains, hotels, and beverage brands.",Manufacturer,"Instant Food, Dried Fruit & Vegetable, Biscuit, Organic Food & Beverage, Health Supplement, Tea, Dried & Preserved Food, Water","TEAY Thai Premium Pandan offers 100% natural pandan powder produced using advanced food technology. Ideal for beverages, coffee, bakery, desserts and wellness food applications. Clean label, plant-based, and free from artificial colors and flavors.","OBM, OEM, ODM",TEAY – Thai Premium Pandan,www.wannavee.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/WANNAVEE/1S00PCS08?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065F63?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Winfood Co., Ltd","Korea, Republic Of    |    Factory in Korea, Republic Of",,"Chain Store, Shopping Mall, Buying Cooperative","Snack, Snack","Shrimp Chips / FINUTE Shrimp Chips Flavors: Garlic, Cheongyang Chili Mayonnaise, Wasabi, Crab, Honey Butter, Tom Yum, and Jeju Tangerine. FINUTE is a snack brand established in 2016 and is a leading brand in the shrimp chips category.",OBM,"FINUTE,啵啵元气",www.finute.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Winfood-Co-Ltd/1S00PD8PP?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065G8W?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
Wooyoungfood,"Korea, Republic Of    |    Factory in Korea, Republic Of","Wooyoung Food is a manufacturing company that specializes in producing sesame oil, perilla oil, and other processed agricultural products, including roasted sesame seeds and perilla seed powder. Since 2007, our company has strived to produce honest and safe food with the goal of providing the perfect food for the health and happiness of our customers. To achieve this, we have obtained Food Safety Control Certification (HACCP) to ensure thorough quality control, and further acquired traditional food quality certification in recognition of our efforts to preserve the unique taste and aroma of sesame oil and perilla oil. We are additionally doing our best to improve the company's competitiveness by establishing a dedicated research and development department and obtaining Main-Biz certification.",Manufacturer,"Seasoning, Seasoning","EATTEM TTEOKBOKKI POWDER does not require a separate sauce when making tteokbokki. You can eat delicious tteokbokki with water, eattem tteokbokki powder, and rice cake. Anyone, anytime, anywhere, can easily cook tteokbok- ki in just 5 minutes!","OEM, ODM",,wooyoungfood.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wooyoungfood/1S00PDS15?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065HCJ?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yeolmaenamu Agricultural Corporation Co., Ltd.","Korea, Republic Of    |    Factory in Korea, Republic Of","The Tree Co., Ltd. is a Korean agricultural food distribution company based in Gyeongsangnam-do, Republic of Korea. We specialize in sourcing, sorting, packaging and distributing fresh fruits and agricultural products from local farms, including apples, peaches, grapes, blueberries and pears. We work closely with regional growers and agricultural packing facilities to provide reliable quality control, stable supply and export-ready product preparation. Our business covers fresh fruit distribution, online retail, home shopping, live commerce and B2B supply. We aim to introduce high-quality Korean fresh fruits and apple-based processed products, such as apple juice, apple jelly and dried apple crisps, to overseas buyers.","Distributor, Exporter, Wholesaler","Fruit, Dried Fruit & Vegetable, Dried & Preserved Food, Fruit, Dried Fruit & Vegetable, Dried & Preserved Food","Fresh Korean fruits including apples, peaches, grapes, blueberries and pears, plus apple-based processed products such as apple juice, apple jelly and dried apple crisps.","Others, OBM","The tree,Yeolmaenamu",e-apple.co.kr,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yeolmaenamu-Agricultural-Corporation-Co-Ltd-/1S00PD8CS?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065J52?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yesodam Co., Ltd.","Korea, Republic Of    |    Factory in Korea, Republic Of",,Manufacturer,"Instant Food, Dried & Preserved Food, Instant Food, Dried & Preserved Food","Yesodam Kimchi delivers a deep umami flavor using 100% premium Korean produce from contract farming. We blend a signature broth of dried shrimp and kelp with three premium fermented seafood sauces, creating a masterpiece that enriches as it matures.","OEM, OBM",YESODAM,https://yesodamkimchi.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yesodam-Co-Ltd-/1S00PDRSX?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065GU2?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan Chengtong Agricultural Development Co., Ltd.",Chinese Mainland,"Founded in Kunming Yunnan ChenTong Agricultural Development Co.,Ltd.is an innovative agricultural enterprise deeply engaged in the full industrial chain of Yunnan specialty coffee.Rooted in Yunnan China's core coffee producing region,we leverage the unique climate and terroir of the Yunnan Plateau to build a complete""seed-to-cup""industrial loop covering original planting,sophisticated processing and branded operation.","Mail Order Co., Importer, Wholesaler, Chain Store, Government, Exporter, Service Company, Distributor, Buying Cooperative, Private Individual, Charity / Welfare Organisation, Import Agent, Trade/Industrial Organisation, Statutory Body, Buying Office, Shopping Mall, Department Store, Manufacturer, Professional Association, Others, Retailer, Consulate and Trade Commission, Export Agent",Coffee,"Twelve unique coffees, one for each zodiac sign. Every cup you drink carries the unique cosmic energy of your star sign.This is never just coffee for sale.We create a tangible, drinkable version of your zodiac identity.","OBM, OEM, ODM",况也末也,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/CHGT-CO-LTD-/1S00PE2KA?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0066GRB?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan Four Cat Industrial Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,"Enterprise Introduction CatFour Coffee Founded in 2013, CatFour Coffee is a key provincial high-tech leading enterprise deeply engaged in the full industrial chain of Yunnan coffee. Certified by Frost Sullivan, our pre-packaged instant Yunnan coffee has ranked No.1 in national sales for five consecutive years. More than 1 billion cups have been sold, covering 100 million consumers nationwide. The company invested 200 million RMB to build a proprietary production base in Yunnan, the native coffee origin. We own 7 fully automatic instant coffee production lines,a unique setup among domestic coffee manufacturers,with a daily output of 75 tons. Our products are blended by professional WBC baristas and jointly developed with the Yunnan Academy of Agricultural Sciences. We provide a full lineup of healthy instant coffee formulated with zero non-dairy creamer and zero trans fatty acids.",Manufacturer,"Trade Associations & Government Organisations, Food & Beverage Publishing Service, Coffee","We focus solely on instant coffee R&D and manufacturing, offering three product lines: 3-in-1 flavored coffee, plant-based lattes and functional black coffee in coconut, fruit and herbal flavors.","OEM, Others, ODM","四只猫,四只猫,四只猫",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-Four-Cat-Industrial-Co-Ltd-/1S00PDSUQ?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IJX?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan Ginger Care Co., Ltd.",Chinese Mainland,,"Manufacturer, Wholesaler, Retailer",Organic Food & Beverage,"We conduct intensive deep processing of Yunnan small yellow ginger, offering around 20 product varieties, categorized as follows: Food-Grade Products Organic small yellow ginger, organic small yellow ginger powder, organic dried small yellow ging","OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-Ginger-Care-Co-Ltd-/1S00PDSTT?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065II0?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan Hengtong Cold Chain International Supply Chain Management Co., Ltd.",Chinese Mainland,,"Buying Cooperative, Charity / Welfare Organisation, Export Agent",Trade Associations & Government Organisations,恒益集团结合自身优势、积极响应国家乡村振兴战略，以肉牛、玫瑰、中药材、三文鱼、冷链物流产业快速发展，推进“一二三产”高度融合，推动乡村振兴，形成完整的生态有机循环产业链，为高质量发展和科技兴边富民提供有力支撑，实现共同富裕。,ODM,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-Hengtong-Cold-Chain-International-Supply-Chain-Management-Co-Ltd-/1S00PE2Z1?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S00662Y4?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan Mingyang Tianxia Green Food Co., Ltd.",Chinese Mainland,,"Exporter, Buying Cooperative, Service Company, Wholesaler, Shopping Mall, Retailer",Trade Associations & Government Organisations,山里呦呦，根植于云南高原的文创风物品牌。 我们用冻干科技锁住云茶、云咖、云花、云果的山野本味，用22个“滇灵”方言IP讲述云南独一无二的松弛性格——将同一片高原孕育出的优质风物与松弛生活，打包成一份“可带走的云南”。 品牌定位：用IP讲述云南风物的松弛生活方式品牌。,OEM,山里呦呦,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-Mingyang-Tianxia-Green-Food-Co-Ltd-/1S00PDSVN?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065ILR?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan Skyline Coffee Co., Ltd.",Chinese Mainland,,Manufacturer,"Coffee, Coffee Technology, Coffee Education and Training Course, Coffee, Coffee Technology, Coffee Education and Training Course",咖啡豆，咖啡挂耳，咖啡胶囊,"OBM, ODM, OEM",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-Skyline-Coffee-Co-Ltd-/1S00PDPP8?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IG6?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan TAETEA Group Co., Ltd.",Chinese Mainland,,"Chain Store, Retailer",Trade Associations & Government Organisations,"Sourced from Yunnan, TAETEA Pu'er matures over time. A National Heritage, it uses smart fermentation. Sheng 7542 is floral, ideal for aging. Ripe 7572 is mellow, great for daily drinking.",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-TAETEA-Group-Co-Ltd-/1S00PDOYI?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IOI?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan Tianwaitian Natural Beverage Co., Ltd.",Chinese Mainland    |    Factory in Chinese Mainland,,"Buying Office, Service Company, Mail Order Co., Private Individual, Buying Cooperative, Charity / Welfare Organisation, Shopping Mall, Professional Association, Manufacturer, Export Agent, Trade/Industrial Organisation, Wholesaler, Religious Group, Government, Import Agent, Chain Store, Consulate and Trade Commission, Department Store, Distributor, Exporter, Statutory Body, Retailer",Water,"Ultra-rare natural mineral water source, rich in metasilicic acid, with both pH9.3, low mineralization and low sodium characteristics (tds 200mg/L). It is natural small molecular group water.nuclear magnetic resonance half-width value 45Hz",OEM,pH 9.3 Alkaline Natural Mineral Water,www.yntwt.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-Tianwaitian-Natural-Beverage-Co-Ltd-/1S00PDZ1Y?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0066GQE?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan Wasabi Biotechnology Co., Ltd.",Chinese Mainland,,Manufacturer,"Seasoning, Sauce",以山葵原料为主的系列山葵产品,"OEM, ODM","山葵先生,本山葵",www.purewasabi.cn,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026 HKTDC Food Expo PRO 2025 HKTDC Food Expo PRO 2024 HKTDC Food Expo 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-Wasabi-Biotechnology-Co-Ltd-/1S00OFMKQ?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065IMO?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Yunnan Yuanshui Qingyou Trading Co., Ltd.",Chinese Mainland,,"Wholesaler, Manufacturer, Retailer",Coffee,"Rooted in premium coffee-producing regions of Yunnan, we strive to supply the global coffee industry with high-quality, traceable and diversely flavored specialty coffee products as well as professional supply chain services.",Others,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yunnan-Yuanshui-Qingyou-Trading-Co-Ltd-/1S00PEET7?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0066RUR?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"mek Oort Co., Ltd.",Thailand    |    Factory in Thailand,,"Manufacturer, Exporter","Soft Drink, Non-alcoholic Wine, Fruit Juice","Artisan Fruit Sparkling, Mango Gummy",Others,mek Oort,www.mekoort.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/mek-Oort-Co-Ltd-/1S00PDR09?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065F70?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
"Chinyi Eggs Technology Co., Ltd.",Taiwan    |    Factory in Taiwan,"Chinyi Eggs Technology Co., Ltd. is a leading egg processing company in Taiwan with over 40 years of expertise in liquid egg production and egg-based ingredient innovation. We specialize in the manufacturing of pasteurized liquid egg products and value-added egg-derived ingredients, supported by vertically integrated operations from farming to processing. Our product portfolio includes frozen prepared liquid egg bases for applications such as egg tarts, chawanmushi, pudding, and omelettes, designed to improve efficiency, consistency, and food safety for foodservice and industrial clients. In addition, we offer biotech ingredients such as eggshell calcium powder, eggshell membrane powder, hydrolyzed eggshell membrane, and egg yolk oil for use in food, nutraceutical, and cosmetic applications. With certified production systems and strict quality control, we are committed to delivering safe, reliable, and customizable solutions. We are actively seeking global distributors and partners to expand our presence in international markets.",Manufacturer,"Halal Food Processing, Eggs, Food Processing, Instant Food","Frozen prepared liquid egg bases for egg tarts, chawanmushi, pudding, and omelettes, offering consistent quality and labor-saving solutions. Also featuring eggshell calcium, membrane, and egg yolk oil for food applications.","ODM, OEM",CHINYI EGGS TECHNOLOGY,en.chinyieggs.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo PRO 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chinyi-Eggs-Technology-Co-Ltd-/1S00PBRZC?fairCode=foodexpopro&locale=en,https://www.hktdc.com/event/foodexpopro/en/exhibitor/1S0065EGA?fairCode=foodexpopro&locale=en,,,,,,,,,,,,,
