company name,location,,Nature of Business,Exhibit / Brand / Service Description,Product Strategy,Company Website,HKTDC Events,supplier_url,exhibitor_url,Company Background,Product / Service Range,Brand Name,Booth: 3E-C01   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Certificates,Other Certificates,Booth: 3E-C09   |   Hong Kong MedTech Association (HKMTA)   |   Hong Kong MedTech Association Pavilion,Booth: 3E-A14   |   Medical Supplies and Disposables   |   ,Booth: 3D-D06   |   Rehabilitation and Elderly Care   |   ,Booth: 3D-D05   |   World of Health and Wellness   |   Chinese Mainland (Jilin),Booth: 3D-D40   |   Startup Zone   |   ,Booth: 3E-F33   |   Hospital Equipment and Digital Health   |   ,Booth: 3E-B25   |   Medical Supplies and Disposables   |   ,Booth: 3E-A38   |   Medical Supplies and Disposables   |   
"Tiansheng Pharmaceutical Group Co., Ltd.",Chinese Mainland,,,Jinfuyang Brand Broken-wall Ganoderma Lucidum Spore Powder & Ganoderma Lucidum Extract Capsules; Jianduobang Xia Sang Ju Herbal Beverage; The Zero Cup Anti-Hangover Capsules; Changsheng Yin + Dual-Tablet,,www.tszy.com.cn,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Tiansheng-Pharmaceutical-Group-Co-Ltd-/1S00PC82M,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062RYF,"Tiansheng Pharmaceutical Group Co., Ltd. is a listed pharmaceutical company (Stock Code: 002872.SZ) integrating new drug R&D, pharmaceutical production, cultivation, sales, drug distribution and medical e-commerce. In addition to a wide range of traditional Chinese medicine products, the company also engages in the R&D, production and sales of health supplements and medicinal and edible homologous products. Its products including Jinfuyang Brand Broken-wall Ganoderma Lucidum Spore Powder & Ganoderma Lucidum Extract Capsules, Jianduobang Xiasangju Herbal Drink, Dilingbei Anti-hangover Capsules, Changsheng Yin and a series of medicinal and edible homologous products benefit the general public.",,,,,,,,,,,,,
"Utech Co., Ltd.",Chinese Mainland,,,"Patient Monitor: a high-performance bedside vital sign monitoring device. Pulse oximeter: a portable, fast, non-invasive, and accurate device for measuring a person’s pulse oxygen saturation and heart rate.",,www.chinautech.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Utech-Co-Ltd/1S00OQBOP,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062S5T,"UTECH, founded in July 2009, is a leading innovator in ICU medical technology. We research and manufacture cutting-edge medical equipment, offering comprehensive solutions including patient monitor, pulse oximeter, and ECG machines. Committed to quality and innovation. We aim to make a meaningful impact in the global healthcare industry.",,UTECH,,,,,,,,,,,
"Xiamen YiZheng ANNO Health Care Products Co.,Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,Manufacturer,"Yizheng Anno, adhering to the business philosophy of being truth-seeking, honest and responsible, insisting on the principle of professionalism and high quality, and taking the road of brand management.",,www.annochina.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-YiZheng-ANNO-Health-Care-Products-Co-Ltd/1S00PC5SJ,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062R16,"Xiamen YiZheng ANNO Health Care Products Co., Ltd was established in Xiamen in 2000.It is dedicated to nursing products in the medical field. It independently research, produces and sells medical clothing, medical shoes and hats and other nursing products. It is China's first manufacturer of new operating room shoes.","Personal Protective Equipment, Medical Protective Clothing, Medical Consumable, Hospital Uniform",ANNO,,,,,,,,,,,
"Xiangcheng Songxin Garment Co.,Ltd",Chinese Mainland,,Manufacturer,"hospital uniform, hotel uniform, guard uniform, military uniform, school uniform, work wear etc.",OEM,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiangcheng-Songxin-Garment-Co-Ltd/1S00P9M1B,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S005Z4EQ,"Xiangcheng Songxin Garment Co., Ltd., founded in 2003, is located in the eastern Henan Province with convenient transportation. We focus on uniform, such as hospital uniform, hotel uniform, guard uniform, military uniform, school uniform, work wear etc. And specializes in garment manufacturing, processing, and exporting business. At present, we have 50 production lines totally with an area of 19,898 square meters and more than 1000 sets of specialized equipment. We can produce 20 million pieces of clothes, and the annual total output value has reached 300 million dollars. And we can design and make OEM products in accordance with ideas and samples by customers.","Medical Mask, Medical Protective Clothing",,,,,,,,,,,,
"Zhejiang Zhuoyi Industrial & Trading Co.,Ltd",Chinese Mainland    |    Factory in Chinese Mainland,,"Manufacturer, Wholesaler",Manufacturing disposable medical latex surgical gloves and examination gloves.,"OEM, ODM",,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Zhuoyi-Industrial-Trading-Co-Ltd/1S00PBB0P,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0061N7S,"Products and Applications Medical Field: Used in hospital operating rooms, medical services, and pharmaceutical production to effectively prevent cross-infection.","Wound Care & Dressing, Surgical Instrument, Therapeutic Devices & Accessories, Medical Gloves, Elderly Care Product, Medical Consumable, Medical Protective Clothing, Personal Hygiene Supplies, Dental Supplies, Personal Protective Equipment",Zhuoyi Glove,,,,,,,,,,,
"Zunyi Liao Yuan He Tang Pharmaceutical Co., Ltd",Chinese Mainland,,,,,www.zylyht.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zunyi-Liao-Yuan-He-Tang-Pharmaceutical-Co-Ltd/1S00PC26G,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062SD5,"Founded in 1710, Liao Yuan He Tang is rooted in Guizhou, a region rich in traditional Chinese medicinal resources. It is one of only two pharmaceutical companies in Guizhou to hold companies in Guizhou to hold both the titles of China Time-honored Brand and National Intangible Cultural Heritage. With 316 years of heritage, its core product Huafeng Dan was once a royal tribute medicine, while its patented Shengjing Capsule has served millions of patients in the 23 years since its launch. The company has built an 81,000 ㎡ intelligent industrial park. It obtained the first GMP certification in Zunyi in 2004, holds more than 21 patents, and received the Guizhou Provincial Science and Technology Progress Award in 2025.","Healthcare Product, Health Supplement, Hair Care","Shengjing Capsules,Huafeng Pills,Platycladi Leaf & Ginseng Hair Nourishing Soap",,,,,,,,,,,
Vocal Engineering Technologies Limited,Hong Kong,,,Tailored speech reconstruction that brings your speech back to clarity,,https://www.vocal-engineering.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 Home InStyle 2026,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Vocal-Engineering-Technologies-Limited/1S00PBSQ2,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q5V,"TalkRehab leverages AI technology to provide professional, real‑time speech therapy feedback. It helps speech therapists track patient progress and supports remote assessment and review. Acting as a dedicated AI assistant, TalkRehab enhances the precision and effectiveness of your speech therapy services",,"TalkClear,TalkRehab",,,,,,,,,,,
Dresio Limited,Hong Kong,,,"Accudex measures 3D human movement with unparalleled precision using only a 2D camera. It provides real-time biomechanics analysis to enable the evaluation of balance, gait, range-of-motion, and motor function.",,https://www.dresio.io/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 Innoex 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 InnoEX 2023,https://sourcing.hktdc.com/en/Supplier-Store/Profile/DRESIO-Limited/1S00OBASE,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062PXK,"Accudex Movement Analysis System AI-powered platform analyzing posture, balance, gait, and range-of-motion in real-time using any standard camera—no specialized equipment required. Built on patented technology from Nokia and trained on 70,000+ peer-reviewed medical records for clinical-grade accuracy. Serving healthcare providers, insurers, elderly care facilities, and corporate wellness programs with scalable MSK assessment solutions.",,"Accudex Movement Analysis System,One Stop A.I. Physical Assessment & Rehabilitation",,,,,,,,,,,
Medmind Technology Limited,Hong Kong,,,"NeuroGym Through joyful play,safeguard memory and cognitive health, empowering seniors to live independently and with dignity.PhysioPlay Through joyful interactive e-sports,build strength and prevent falls, empowering seniors to live with confidence.",,https://www.medmindtechnology.hk/,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 Innoex 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 Hong Kong Pavilion at Mobile World Congress, Barcelona, Spain, March 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC International ICT Expo 2022",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Medmind-Technology-Limited/1X0BADKD,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QAG,,,NeuroGym,,,,,,,,,,,
RHT Industries Limited,Hong Kong,,,"The device eliminates harmful pollutants like VOCs, formaldehyde, and airborne pathogens, ensuring a clean and odor-free environment critical for patient care and staff comfort.",,www.rhtind.com.hk,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 Eco Expo Asia 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2025 Eco Expo Asia 2023 SmartHK 2023, Guangzhou Eco Expo Asia 2022 HKTDC Hong Kong International Building and Hardware Fair 2015",https://sourcing.hktdc.com/en/Supplier-Store/Profile/RHT-Industries-Limited/1X06UIJZ,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q24,"NCCO Air Treatment Solution for improvement of IAQ at workspace Breathe to Believe RHT Air Treatment Solutions utilize advanced NCCO (Nano Confined Catalytic Oxidation) technology to effectively decompose harmful airborne pollutants, including formaldehyde, volatile organic compounds (VOCs), odors, bacteria, and viruses. Unlike conventional filtration systems, NCCO breaks down pollutants into water molecules and carbon dioxide, eliminating secondary pollution and reducing the need for frequent filter replacement. Designed for high performance and reliability, RHT systems are ideal for offices, schools, healthcare facilities, and various commercial environments, delivering a comprehensive improvement in indoor air quality (IAQ).",,"The NCCO solution,Indoor Odour Removal System",,,,,,,,,,,
Booguu Company Limited,Hong Kong,,,"Fall Risk Management AI based award winning and patented body multifactorial Fall Risk Management technology now equips standard tests -TUG, SPPB, 4-Stage balance, with deep invisible insights.",,www.booguu.bio,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 Entrepreneur Day 2022, Hong Kong HKTDC Hong Kong International Medical and Healthcare Fair 2022 HKTDC International ICT Expo 2021",N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q6S,"Aspire Motion Connect-Remote Therapeutics Monitoring, body balance rehab training to improve therapy outcome and reduce risk of falls.",,"Aspire Motion Pro,Fall Risk Management",,,,,,,,,,,
Applied Technology Group Limited,Hong Kong,,,One stop healthcare and mental wellness hub for AI powered relaxation and health screening services,,www.atg.ai,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 Global Pavilion at CES, Las Vegas HKTDC Hong Kong International Medical and Healthcare Fair 2023 Asia Summit on Global Health 2022 Asia Summit on Global Health",N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QMG,,,EneHub,,,,,,,,,,,
Belun Technology Company Limited,Hong Kong,,,Belun Sleep Platform is the only AI-enabled medical-grade system for sleep apnea testing and digital sleep diary. Clinically validated in accredited sleep labs to provide accurate AHI and sleep stages.,,www.beluntech.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023 InnoEX 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2019 HKTDC Hong Kong International Medical Devices and Supplies Fair 2018 HKTDC International ICT Expo 2018,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062PVQ,"Belun is a data technology company with Preventive Healthcare Solutions powered by billions of health fingerprints and proprietary AI algorithms. We develop medical-grade wearables & solutions for remote patient monitoring, screening of sleep health (sleep apnea risk), evaluating treatment effectiveness for chronic disease patients & predicting health risks.",,Belun® Home Sleep Apnea Testing System,,,,,,,,,,,
Bone's Technology Limited,Hong Kong,,,"Enables retrospective analysis with any CT scan, including low-dose CT, without the need for a phantom. Advanced Fat Analysis: Measures fat area and volume within the body, with separate assessments for muscle and visceral fat.",,https://www.bonestech.com/index.html,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062PWN,Bone's QCT Enhance the Flexibility of Bone Screening.,,"Bone mineral density detection system QCT,Bone's QCT",,,,,,,,,,,
Codex Genetics Limited,Hong Kong,,,End-to-End Alzheimer's Screening Solution,,www.codexgenetics.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 Asia Summit on Global Health HKTDC International ICT Expo 2015,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q7P,"CoGenesis AD Screening Tests provide a comprehensive biomarker‑based approach to early detection and risk assessment of Alzheimer’s disease. The panel includes p‑tau217, amyloid‑beta 42/40 ratio, neurofilament light chain (NfL), and other AD‑related protein biomarkers. Genetic components such as APOE genotyping and hereditary AD mutation screening further enhance diagnostic accuracy. Designed for clinicians, specialists, and health screening programs, the solution enables earlier identification, stratification, and monitoring of individuals at risk of cognitive decline. CoGenesis Whole Genome Sequencing (WGS) provides a comprehensive, high‑resolution analysis of an individual’s entire genetic makeup. The service covers pathogenic variant detection, pharmacogenomics profiling, carrier screening, cancer‑related gene analysis, and actionable insights for disease risk prediction. Powered by clinical‑grade sequencing, secure data handling, and expert interpretation, WGS enables clinicians to deliver personalized preventive care, early detection strategies, and precision treatment planning. Designed for hospitals, specialty clinics, and health screening programs, the solution supports long‑term genomic health management.",,"CoGenesis AD Screening Tests,CoGenesis Whole Genome Sequencing (WGS)",,,,,,,,,,,
HKG Epitherapeutics Limited,Hong Kong,,,,,https://epimedtech.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2022 HKTDC Simply Shopping Fest 2022 HKTDC Hong Kong International Medical and Healthcare Fair 2021 HKTDC International Sourcing Show 2021,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QOA,,,,,,,,,,,,,,
Sharpsight Limited,Hong Kong,,,"masquer® is an AI-powered embodied intelligence rehabilitation system for patients with facial,neck and limb motor impairments. It integrates multimodal sensing,intention decoding and real-time feedback to deliver personalized, active rehabation.",,https://sharpsight.hk/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 Asia Summit on Global Health 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2023,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QCA,"World’s first AI-driven multimodal rehabilitation system with visual, auditory, and neurostimulation technologies. Reconnecting Minds, Rebuilding Lives.",,masquer® - Multimodal Intelligent Rehabilitation S,,,,,,,,,,,
Sramek Insight Limited,Hong Kong,,,Cardiax Home is a wearable smart cardiovascular analyzer that delivers continuous hemodynamic data and alerts cardiovascular risk in real time.,,www.sramekinsight.com,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong Watch & Clock Fair 2025 Salon de TIME 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong Watch & Clock Fair 2024 HKTDC Hong Kong International Medical and Healthcare Fair 2024 Entrepreneur Day 2023, Hong Kong HKTDC Hong Kong International Medical and Healthcare Fair 2023",N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q31,"Sramek Insight focuses on the research and development of non-invasive cardiovascular measurement by hemodynamics with our patented home use medical devices: Cardiax Home and Cardiax Skin. Sramek Insight has the vision to bring ICU-graded hemodynamic technologies to the public, and alert awareness on treating cardiovascular issues with a non-drug approach.",,Cardiax Home - Noninvasive Cardiovascular Screenin,,,,,,,,,,,
Asia Pacific Hydrotherapy Rehabilitation Research Center Limited,Hong Kong,,,"Mobile app and fleet management system are available with a friendly control function. Focusing on buoyancy-assisted weight relief and resistance training, we offer safe, mild rehabilitation solutions for individuals with mobility dysfunctions.",,www.jc-rehab.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QLJ,"Hydrotherapy Rehab, Reclaim Your Mobility.",,Water Rehabilitation Products,,,,,,,,,,,
BNET-TECH Company Limited,Hong Kong,,,"AI fall detection technology, applicable to toilets, is designed to detect fall or abnormal events and promptly issue an alarm once detected.",,https://www.bnet-tech.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 Home InStyle 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 HKTDC Lifestyle ShoppingFest 2021 SmartBiz Expo 2019 HKTDC Hong Kong International Medical and Healthcare Fair 2019 HKTDC International ICT Expo 2019 Show More,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QJP,,,Fadelisy - AI Fall Detection and Prevention System,,,,,,,,,,,
Endovision Limited,Hong Kong,,,AI in upper-GI Endoscopy Cerebro is an AI driven class-2a SaMD ( software as Medical Device ) that helps to reduce blind spots in upper-GI endoscopy by tracking observed anatomical landmarks in real-time,,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q8M,,,Cerebro,,,,,,,,,,,
Eyebright Medical Technology (Hong Kong) Limited,Hong Kong,,,"Eyebright Medical's balanced product portfolio spans three major areas of the ophthalmic field: cataract surgery, myopia management, and consumer vision care.",,www.ebmedical.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062PYH,,,"The Loong Crystal TM PR Phakic Intraocular Lens,澜柏EOTD高光定位系列,BLUE BUBBLE润目蓝泡泡系列透明隐形眼镜",,,,,,,,,,,
HaploX Investment Holding (Hong Kong) Limited,Hong Kong,,,Full Cycle Cancer Management Comprehensive tumor genetic testing services to guide targeted therapy and immunotherapy. Advanced NGS platform with high accuracy and rapid turnaround time. Supporting clinical research and precision medicine application,,https://www.haplox.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q9J,,,Tumor Genetic Testing,,,,,,,,,,,
Hong Kong Baptist University,Hong Kong    |    Factory in Hong Kong,,Others,"Jelumiere is an anti-aging biotech skincare brand offering NAD repair serums and masks, with advanced photoprotection solutions designed for skin longevity, recovery, and protection against light-induced aging.","ODM, OEM",kto.hkbu.edu.hk,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 Innoex 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2025 Hong Kong International Film & TV Market (FILMART), Hong Kong 2025 Business of Intellectual Property Asia Forum (BIP Asia), HK HKTDC Hong Kong Electronics Fair 2024 (Autumn Edition) HKTDC Hong Kong International Medical and Healthcare Fair 2024 InnoEX 2024 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Baptist-University/1X08UWGW,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0060LJU,"Jelumiere Biotech Limited is a science-driven biotechnology company focused on anti-ageing, photoprotection and post-procedure recovery skincare. At the intersection of biomedical research and clinical aesthetics, Jelumiere develops proprietary ingredient platforms and premium formulations for medical aesthetic markets. Our innovation spans prevention and repair. Jelumiere’s patented UVpi platform addresses photoageing beyond conventional UV protection by targeting visible light–induced skin damage, while our NAD+ Renewal line supports cellular repair and long-term skin vitality following environmental stress and treatments. With a strong emphasis on safety and non-penetrating chemistry, Jelumiere translates research into elegant, high-performance products. Our portfolio includes NAD+ Renewal Serum, NAD Vitality Mask and NAD+ Whitening Repair Mask. Glow Sunscreen, powered by our proprietary photoprotection technology, will be introduced as the next phase of our platform. Jelumiere is an award-winning company, recognised at international invention exhibitions and supported by HKBU, the HKSTP Incubation Programme and Deep-Tech Lab. Our mission is to redefine anti-ageing skincare through clinically grounded science and measurable skin health outcomes.","Anti-Aging Supplement, Skin Care",Jelumiere Biotech Limited,,,,,,,,,,,
Hong Kong Metavision Health Tech Limited,Hong Kong,,,"Instrument uses optical principles to enable children to view enlarged and distant images with high clarity, which helps prevent Nearwork Induced Transient Myopia(NITM)",,https://svision100.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062Q17,A VISION OUT OF THE BOX,,vision training instrument（RIO-D1）,,,,,,,,,,,
Hong Kong Metropolitan University,Hong Kong,,Others,Education / research,Others,https://www.hkmu.edu.hk/nhs/,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Education & Careers Expo 2026 Entrepreneur Day 2025, Hong Kong HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Education & Careers Expo 2025 Business of Intellectual Property Asia Forum (BIP Asia), HK HKTDC Education & Careers Expo 2024 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Open-University-of-Hong-Kong/1X09GQFF,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0060LIX,,"Elderly Care Product, Physiotherapy Treatment",,,,,,,,,,,,
Hong Kong Rising Biotechnology Co Limited,Hong Kong,,,"""1. All-age Wet Rash Emergency Control and Stabilization Kit 2. Moisturizing and hydrating, specially designed for stabilizing skin""",,https://biotech-rising.com/zh-CN,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QKM,,,"DermaBalan® Staphyrase® Soothing Repair Gel,DermaBalan Multi-Effect Soothing Special Care Crea",,,,,,,,,,,
Innoneuro Limited,Hong Kong,,,"Neuroscience Imaging Solution: a cutting-edge EEG recording system meticulously engineered to provide researchers with exceptional data quality, unparalleled flexibility, and an intuitive user experience.",,https://innoneuro.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QND,,,NEUAMP 32 Amplifier and Accessories,,,,,,,,,,,
Lingnan University,Hong Kong,,Others,humanitarian technology innovative product development,Others,,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 HKTDC Hong Kong Electronics Fair (Spring Edition) 2026 Innoex 2026 Entrepreneur Day 2025, Hong Kong Eco Expo Asia 2025 HKTDC Hong Kong Electronics Fair 2025 (Autumn Edition) HKTDC Hong Kong International Medical and Healthcare Fair 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lingnan-University/1X03BRDE,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0061H3A,,"Medical Mask, Patient Monitoring System, Air Purifier",,,,,,,,,,,,
Mirror Caring Limited,Hong Kong,,,,,www.transparentknee.com,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QP7,,,,,,,,,,,,,,
Oncoimmunostics Limited,Hong Kong,,,"With personalized pathologically bionic features, effecively identify optimal treatment < 3 weeks Restore patient’s tumor characteristics and Provide prioritized and personalized drug screening results",,,Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026,N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QBD,,,Liver-in-Cube: Novel Precise Theranostics for Live,,,,,,,,,,,
Syngular Technology Limited,Hong Kong,,,,,syngular.com.hk,"Exhibited in HKTDC Event(s) in recent years HKTDC Hong Kong International Medical and Healthcare Fair 2026 Hong Kong Pavilion at Mobile World Congress, Barcelona, Spain, March 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2024 InnoEX 2024 GBA Mission 2024 Entrepreneur Day 2023, Hong Kong Asia Summit on Global Health 2023 HKTDC Hong Kong International Medical and Healthcare Fair 2023 Show More",N/A,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0062QQ4,,,,,,,,,,,,,,
The Chinese University of Hong Kong,Hong Kong,,Others,Medical and Healthcare Devices Inventions by project teams lead by CUHK Professors from different faculties including but not limited to Faculty of Medicine and Faculty of Engineering.,"OBM, OEM, ODM",https://www.cuhk.edu.hk/,"Exhibited in HKTDC Event(s) in recent years Asia Summit on Global Health 2026 HKTDC Hong Kong International Medical and Healthcare Fair 2026 Innoex 2026 Eco Expo Asia 2025 HKTDC Food Expo PRO 2025 HKTDC Hong Kong International Medical and Healthcare Fair 2025 Asia Summit on Global Health 2025 Business of Intellectual Property Asia Forum (BIP Asia), HK Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Chinese-University-of-Hong-Kong/1X00PDP8,https://www.hktdc.com/event/hkmedicalfair/en/exhibitor/1S0060LKR,"Founded in 1963, The Chinese University of Hong Kong (CUHK) is a forward-looking comprehensive research university with a global vision and a mission to combine tradition with modernity, and to bring together China and the West. CUHK teachers and students hail from all around the world. CUHK undertakes a wide range of research programmes in many subject areas, and strives to provide scope for all academic staff to undertake consultancy and collaborative projects with industry. The University's insistence on the highest standards of research has won it an enviable research reputation. Hong Kong's University Grants Committee (UGC) provides preferential grant funding to the local tertiary institutions to conduct research into 28 selected Areas of Excellence (AoEs). Eleven of these AoEs are being led by researchers from CUHK. The University houses five state key laboratories which are entrusted by the Ministry of Science and Technology of China to produce research of international quality and carry out important national research tasks. The University also has an excellent record of published research, both in discipline-specific journals and in more high-profile publications such as Science, Nature, and The Lancet.","Health Supplement, Chinese Medicated Ointment",,,,,,,,,,,,
