booth_no,company_name_cn,company_name_en,expo_show_id,expo_enterprises_exhibit_id,expo_enterprises_id,expo_manual_form_exhibit_id
W1-B002,清琢智能科技（浙江）有限公司,"TsingDraw Intelligent Technology (zhejiang)  Co.,Ltd",12,18056,6954,19407
W1-B101,北京发那科机电有限公司,"BEIJING-FANUC MECHATRONICS CO., LTD.",12,18166,128,19866
W1-B102,苏州千机智能技术有限公司,"Suzhou Qianji Intelligent Technology Co., Ltd.",12,18049,4747,20076
W1-B103,宁波大正工业机器人技术有限公司,"Ningbo Dzics industrial ROBOT tech. Co.,Ltd",12,17350,2104,0
W1-B181,江苏国量航空航天科技有限公司,"Jiangsu Guoliang Aerospace Technology Co., LTD",12,18018,8647,0
W1-B182,机科发展科技股份有限公司,"Machinery Technology Development Co., Ltd",12,18266,767,19335
W1-B183,长春加锐机电设备有限公司,"Changchun Jiarui Mechanical and Electrical Equipment Co. , Ltd",12,18068,136,0
W1-B185,溧阳市威联传动机械有限公司,LIYANG WEILIAN TRANSMISSION MACHINERY CO.LTD,12,18042,6483,20579
W1-B201,宁波伟立机器人科技股份有限公司,"Ningbo Welllih Robots Technology Co., Ltd.",12,16461,145,16508
W1-B211,上海交大智邦科技有限公司,"Shanghai Smartstate Technology Co., Ltd",12,18234,400,20361
W1-B212,深圳吉兰丁智能科技有限公司,"Intelligent Grinding Technlolgy (Shenzhen) Co., Ltd.",12,18229,132,20615
W1-B213,北京摩云阁精密齿条股份有限公司,"Beijing Moving-Goods Precision Racks Co., Ltd.",12,18051,147,20388
W1-B281,恒可自动化科技无锡有限公司,"Dacarat automation technology wuxi co,. ltd",12,17152,7718,18325
W1-B282,浙江丰州科技股份有限公司,"Zhejiang Fengzhou Technology Co., Ltd.",12,16989,175,19674
W1-B283,杭州契卡拉起重机械有限公司,"Hangzhou Qikala Lifting Machinery Co,ltd",12,16973,6499,17211
W1-B285,济南兰普电气有限公司,"Jinan Lanpu Electric Co., Ltd.",12,16918,459,20550
W1-B286,深圳市欧恩半导体照明有限公司,"ONN Semiconductor Lighting (Shenzhen) Co., Ltd.",12,16902,508,0
W1-B287,北京星科嘉锐自动化有限公司,"Beijing Suntek Automation Co., Ltd.",12,16858,153,17189
W1-B301,北京凯恩帝数控技术有限责任公司,"Beijing KND CNC Technique Co., Ltd.",12,17961,141,18690
W1-B302,苏州伟创电气科技股份有限公司,"Suzhou VEICHI Electric Co., Ltd.",12,18164,6606,0
W1-B303,广州亿达科技有限公司,"Guangzhou Finger Technology Co.,Ltd",12,16715,7511,0
W1-B305,善测（天津）科技有限公司,"Smartmens(TianJin)Technology Co.,Ltd",12,16458,9124,20197
W1-B306,厦门精研技术集团有限公司,JSCC Automation（Xiamen）LTD.,12,16607,6660,17031
W1-B311,汉默欧测量技术（苏州）有限公司,"HAMOO Measurement Technology (Suzhou) Co., Ltd.",12,17632,195,17159
W1-B312,上海麦睿菱测量技术有限公司,"Shanghai MRLING Measurement Technology Co.,Ltd.",12,16941,225,0
W1-B313,青岛雷顿数控测量设备有限公司,"CHINA-US JOINT ENTERPRISE QINGDAO LEADER METROLOGY INSTRUMENTS CO., LTD.",12,17782,892,17047
W1-B315,西安力德测量设备有限公司,"XI'AN LEAD METROLOGY CO., LTD",12,18027,905,17370
W1-B316,武创智达科技（玉环）有限公司,"W-innovation Technology(yuhuan) Co., Ltd.",12,18140,6457,19017
W1-B317,苏州天准科技股份有限公司,"Suzhou TZTEK Technology Co., Ltd.",12,16680,906,18742
W1-B381,武汉樵薪机械制造有限公司,"WUHAN QIAO XIN MACHINERY CO.,LTD",12,18013,2188,16392
W1-B382,上海作永电气有限公司,"Shanghai Zuoyong Electric Co., Ltd.",12,18009,375,17313
W1-B383,北京天地泽科技有限公司,"Beijing Tiandize Technology Co., Ltd.",12,18232,462,18094
W1-B385,西安汉沣精密机械有限公司,"Xi'an CHINA'F Precision Machinery Co.,Ltd.",12,17775,7595,18574
W1-B386,珠海广浩捷科技股份有限公司,NEXTAS Co.， Ltd,12,17339,6661,19463
W1-B387,苏州普炬照明电器有限公司,"Suzhou Pouge Lighting Electrical Appliance Co., Ltd.",12,17264,265,17461
W1-B401,江苏集萃华科智能装备科技有限公司,"Jiangsu Jitri-Hust Intelligent Equipment Technology C0., LTD",12,18318,5177,19813
W1-B402,杭州集智机电股份有限公司,"Hangzhou Jizhi Mechatronic Co.,Ltd.",12,16412,8546,18592
W1-B403,上海常川机电设备有限公司,"shanghai changchuan electromechanical equipment co., ltd",12,16860,2686,17877
W1-B405,先临三维科技股份有限公司,"Shining 3D Tech Co., Ltd.",12,16571,2103,19258
W1-B411,北京天玛智控科技股份有限公司,"Beijing Tianma Intelligent Control Technology Co.,Ltd.",12,16439,8352,17334
W1-B412,四川埃姆克伺服科技有限公司,"Sichuan MK Servo Technology Co., Ltd.",12,17405,151,20127
W1-B413,台州鑫宇海智能科技股份有限公司,taizhouxinyuhaizhinengkejigufenyouxiangongsi,12,17591,6668,20539
W1-B415,先越云技术（浙江）有限公司,"Advanced Cloud Technologies (Zhejiang) Co., Ltd.",12,16975,2405,20519
W1-B421,浙江金轴机电科技有限公司,"Zhejiang Jinzhou Electromechanical Technology Co., Ltd",12,16360,2721,0
W1-B422,浙江锐鹰传感技术股份有限公司,Zhejiang Reagle Sensing Technology Incorporated,12,17103,6517,17086
W1-B423,上海哲宏机器人自动化有限公司,"Shanghai Zhehong Electrical & Machinery Co., Ltd.",12,18267,319,18469
W1-B431,宁波伟辉磁业有限公司,"Ningbo Weihui Magnetic Industry Co., Ltd.",12,17951,82,20414
W1-B432,赟倍（上海）智能技术有限公司,"Mdouble (Shanghai) Intelligent Technology Co., LTD",12,17614,8166,17081
W1-B433,昆山法科电气工程有限公司,"Kunshan fake Electrical Engineering Co., Ltd",12,16920,5608,17741
W1-B435,上海德思泰电器有限公司,"Shanghai Desech Electric Co.,Ltd.",12,17626,56,17246
W1-B481,北京金保孚电气传动技术有限公司,"Beijing BBF Servo Technology Co., Ltd.",12,18384,152,19396
W1-B482,上海繁易信息科技股份有限公司,"Shanghai Flexem Technology Co., Ltd.",12,18335,8095,18957
W1-B483,珠海博明视觉科技有限公司,"ZHUHAI BOMMING VISION TECHNOLOGY CO.,LTD",12,18587,4262,0
W1-B485,南京诚达工业互联网有限公司,"Nanjing Loyst Industrial Network Co., Ltd.",12,16783,134,19516
W1-B486,北京合拓起重设备有限公司,"Beijing HOTO Materials Handling Equipment Co., Ltd",12,18066,2420,19129
W1-B487,上海羿智光电科技有限公司,"Shanghai Yi Zhi Optoelectronics Technology Co., Ltd.",12,18033,273,0
W1-B501,北京奥恒达电气设备有限公司,"Beijing Aohengda Electronic Devices Co., Ltd.",12,16515,749,16852
W1-B505,安徽京虎数控电源有限公司,"Anhui Jinghu CNC Power Co., Ltd.",12,17040,460,0
W1-B506,三社电器（温州）有限公司,"Sanshe Electric(Wenzhou)Co.,Ltd",12,17396,6536,19533
W1-B507,中山市维特信息科技有限公司,"Zhongshan Victor Information Technology Co.,Ltd",12,17361,8459,17176
W1-B508,西安笑宽自动化设备有限公司,"Xi'an Xiaokuan Automation Equipment Co., Ltd.",12,17148,135,19133
W1-B509,兴威联电气(苏州)有限公司,"SVL Electric (Suzhou) Co.,Ltd.",12,16460,9133,0
W2-A001,扬力集团股份有限公司,"Yangli Group Co., Ltd.",12,18445,381,19688
W2-A101,大族激光智能装备集团有限公司,"Han's Laser Smart Equipment Group Co.,Ltd.",12,18088,742,0
W2-A102,共享智能装备（安徽）股份有限公司,Kocel Intelligent Machinery (AnHui)CO.LTD,12,18442,9484,20390
W2-A103,苏州全功自动化技术有限公司,"Suzhou Quangong Automation Technology Co., Ltd.",12,17260,5186,19382
W2-A111,武汉华工激光工程有限责任公司,"Wuhan HuaGong Laser Engineering Co., Ltd.",12,18624,743,0
W2-A112,浙江易锻精密机械有限公司,"Zhejiang Yiduan Precision Machinery Co., Ltd.",12,18238,367,18454
W2-A181,新联工业技术(杭州)有限公司,"Xinlian Industrial Technology (Hangzhou) Co., Ltd",12,16582,6916,20346
W2-A182,恒进感应科技（十堰）股份有限公司,"Heatking Induction Technology (Shiyan) Co., Itd.",12,18228,374,0
W2-A183,浙江金马逊智能制造股份有限公司,"Zhejiang King-Mazon Intelligent Manufacturing Corp., Ltd.",12,18509,1887,19110
W2-A201,瑞铁机床（苏州）股份有限公司,"Deratech Machine Tool (Suzhou) Corp., Ltd.",12,18262,354,0
W2-A211,江苏合泰机械科技有限公司,"Gipfel Machinary Jiangsu Co., Ltd.",12,18281,393,0
W2-A212,安徽力源数控刃模具制造有限公司,"Anhui Liyuan CNC Blade Mold Manufacturing Co., Ltd.",12,18556,7514,0
W2-A213,长恩精机（长兴）有限公司,CHANGEN PRECISION MACHINERY (CHANGXING) CO LTD,12,18511,7081,0
W2-A215,江苏省徐州锻压机床厂集团有限公司,"Jiangsu Xuzhou Metalforming Machine Group Co., Ltd.",12,18584,392,19662
W2-A281,青岛东田机械有限公司,"QINGDAO EAST FIELD MACHINERY CO., LTD",12,17904,5345,17518
W2-A282,南京迪伦特机械科技有限公司,"Nanjing Dyyrent Machine Technology Co., LTD",12,17841,6791,20396
W2-A283,瑞安市客至机械有限公司,RUIAN KEZHI MACHINERY CO,12,17982,4883,17366
W2-A285,北京世佳博科技集团有限公司,"Beijing Sooncable Technology Group Co.,Ltd",12,17222,7928,20307
W2-A286,厦门恺成精密机械有限公司,"XIAMEN KAICHENG PRECISION MACHINERY CO.,LTD",12,17268,9131,20595
W2-A287,广东锻压机床厂有限公司,"guangdong metal forming machine works co.,ltd",12,18017,867,18385
W2-A301,广东宏石激光技术股份有限公司,"HSG LASER CO.,LTD.",12,18921,346,20363
W2-A303,山东沃达重工机床有限公司,wodda,12,17519,2984,0
W2-A305,徐州徐压智能机械有限公司,"Xuzhou Xuya Intelligent Machinery Co., LTD.",12,17523,9304,0
W2-A306,浙江长兴和良智能装备有限公司,"ZHEJIANG CHANGXING HELIANG INTELLIGENT EQUIPMENT CO.,LTD.",12,18907,9702,0
W2-A307,安徽东海裕祥智能装备科技有限公司,ANHUI DONGHAI YUXIANG INTELLIGENT EQUIPMENT TECHNO.,12,17496,7126,18005
W2-A311,佛山汇百盛激光科技有限公司,"Foshan Huibaisheng Laser Technology Co., Ltd.",12,18122,9420,20332
W2-A312,常州铭赛机器人科技股份有限公司,"Changzhou Mingseal Robot Technology Co., Ltd.",12,18684,9609,18349
W2-A313,中航迈特增材科技（北京）有限公司,"Avimetal AM Tech Co., Ltd.",12,18376,7062,0
W2-A315,南通麦斯铁数控机床有限公司,Masteel Machinery Ltd.,12,17966,404,16534
W2-A316,无锡市博迪环境科技有限公司,"WUXI BODHI ENVIRONMENT TECHNOLOGY CO.,LTD",12,17179,1995,18085
W2-A317,廊坊市泽田依诺机械设备有限公司,"Langfang Zetian Yinuo Mechanical Equipment Co., Ltd.",12,17476,352,16266
W2-A381,无锡沃尔得精密工业有限公司,Wuxi World Precision Industry Co.，Ltd,12,18610,2199,0
W2-A383,浙江易田精工机械股份有限公司,"Zhejiang Etone Precision Machine Co.,Ltd.",12,18625,6493,20381
W2-A385,宁波艾德森工业科技有限公司,Ningbo adelson industrial technology co.,12,17669,6535,0
W2-A386,济南金印数控设备有限公司,"JINAN GOLD MARK CNC MACHINERY CO.,LTD",12,16778,8669,17102
W2-A387,山东京美安防装备有限公司,"Shandong Jingmei security equipment Co., Ltd",12,16706,3220,16908
W2-A401,长沙思胜智能设备有限公司,"Changsha Sisheng Intelligent Equipment Co., Ltd.",12,18299,366,19372
W2-A402,浙江中德利机床有限公司,"Zhejiang ZODEL Sawing Machines Co., Ltd.",12,17944,363,0
W2-A403,涌镇液压机械（上海）有限公司,"Hydraulik Power Co., Ltd.",12,17518,358,0
W2-A411,苏迈特智能科技（江苏）有限公司,"SMAC INTELLIGENT TECHNOLOGY CO.,LTD",12,17931,8185,19281
W2-A412,湖北天舒感应科技股份有限公司,"Tianshu Induction Technology Co., Ltd",12,18271,388,0
W2-A413,浙江汉达机械有限公司,"Zhejiang Handa Machinery Co.,Ltd.",12,18146,2423,0
W2-A415,本溪工具股份有限公司,"Benxi Tool Co., Ltd.",12,16481,589,16282
W2-A421,深特佳（广东）智能科技有限公司,"TOBEST(GUANGDONG) TECHNOLOGY CO.,LTD",12,18305,6644,17768
W2-A422,广州高谱机械科技有限公司,"Guangzhou G Clef Mechanical technology Co.,Ltd",12,17989,882,16522
W2-A423,上海扬誉液压科技有限公司,shanghaiyangyuyeyakejiyouxiangongsi,12,17022,4340,17911
W2-A431,浙江阿波罗工具有限公司,"ZHEJIANG ABOLUO TOOLS CO.,LTD.",12,18147,6846,20439
W2-A432,浙江奥林发机床有限公司,"ZHEJIANG AOLINFA MACHINE TOOL CO,TD",12,16944,2276,18996
W2-A433,天津太敬格德自动化技术有限公司,"Tianjin Taijing Gode Automation Technology Co., Ltd",12,17808,330,17048
W2-A435,北京艾康空气处理系统有限公司,"Beijing ICANAIR Processing System Co., Ltd.",12,16904,36,16318
W2-A481,锋和机械（张家港）有限公司,"Fong Ho Machinery (Zhangjiagang) Co., Ltd.",12,17577,362,17338
W2-A482,江苏萨科斯德智能机械科技有限公司,"Jiangsu Sakoside Intelligent Machinery Technology Co., Ltd.",12,16394,8066,0
W2-A483,迈道纳机械科技（无锡）有限公司,MADAULA MECHANICAL TECHNOLOGY (WUXI) CO.LTD.,12,17531,4697,19277
W2-A485,张家港金迈克机械制造有限公司,"ZHANGJIAGANG KING-MACC MACHINERY MANUFACTURING CO., LTD",12,18349,342,20427
W2-A486,乐清市德顺机械有限公司,"Yueqing Deshun Machinery Co., Ltd",12,17967,2898,20357
W2-A487,浙江宝凌锯业有限公司,"ZHEJIANG BOLLY SAW INDUSTRY CO.,LTD",12,18506,3174,19559
W2-A501,上海融科检测技术有限公司,"Shanghai Rongke Testing Technology Co.,Ltd",12,18195,8040,19057
W2-A502,天津阿诺数控焊接设备有限公司,"Tianjin Arno  CNC welding equipment Co., Ltd",12,17033,1910,18119
W2-A503,北京恒博山科技发展有限责任公司,"HBS Tech Co., LTD",12,16845,380,17379
W2-A505,十堰高周波科工贸有限公司,"Shiyan High Frequency Technology Industry and Trade Co., Ltd",12,16867,3151,0
W2-A506,中国锻压协会,Confederation of Chinese Metalforming Industry,12,16958,854,0
W2-A507,苏州西岩机械技术有限公司,"Suzhou West Rock Machine Technology Co.,Ltd.",12,16806,7770,20542
W2-A508,鲁南新力机床有限公司,"Lunan New Power Machine Tool Co., Ltd",12,18580,9559,20002
W2-A509,中机试验装备股份有限公司,"Sinotest Equipment Co., ltd.",12,17576,880,20097
W2-B001,扬州锻压机床有限公司,"Yangzhou Metalforming Machine Tool Co., Ltd.",12,16837,344,16881
W2-B002,天水锻压机床(集团)有限公司,"Tianshui Metalforming Machine Tool (Group) Co., Ltd. （www.tsdpressbrake.com)",12,18326,873,20409
W2-B101,江苏亚威机床股份有限公司,"Jiangsu Yawei Machine Tool Co., Ltd.",12,18224,345,19476
W2-B102,浙江富冈机床有限公司,"ZHEJIANGFUGANG MACHINE,.LTD",12,17955,2503,0
W2-B103,南京中科煜宸激光技术有限公司,"Nanjing Zhongke Raycham Laser Technology .,Ltd.",12,18111,6884,20634
W2-B181,安徽联盟模具工业股份有限公司,"Anhui Lianmeng Mould Industrial Co., Ltd.",12,17905,347,19212
W2-B182,东莞市宏标五金机械有限公司,"Dongguan Hongbiao Machine Hardware Co., Ltd.",12,17958,399,17147
W2-B183,西安澳玛专用机床有限公司,"Xi'an Amco Machine Tools Co., Ltd.",12,18504,372,17611
W2-B201,南京埃斯顿自动化股份有限公司,"Estun Automation Co., Ltd.",12,18074,356,19229
W2-B202,滕州市三合机械股份有限公司,"Tengzhou Tri-Union Machinery Co., Ltd.",12,17351,370,17709
W2-B203,上海奥虎自动化设备有限公司,"Shanghai Aohu Automation Equipment Co., Ltd",12,16916,6691,17120
W2-B205,梅卡曼德（雄安）机器人科技股份有限公司,"Mech-Mind RoboticsTechnologies Co., Ltd.",12,19065,4673,20633
W2-B211,西安中科微精光子科技股份有限公司,"Xi'an Micromach Technology co.,LTD",12,17746,875,18056
W2-B212,青岛威特锐智能装备有限公司,"MOTIMAC INTERNATIONAL MACHINERY CO.,LTD",12,18370,6577,18722
W2-B213,济南邦德激光股份有限公司,"Jinan Bodor CNC Machine Co., Ltd.",12,18375,385,0
W2-B281,广东博赛数控机床有限公司,"Guangdong Prosper CNC Machine Co., Ltd.",12,17198,348,16569
W2-B282,江苏雪隆智能装备有限公司,"Jiangsu Xuelon Intelligent Equipment Co., Ltd.",12,17749,9354,0
W2-B283,沧州市机床防护罩厂,Cangzhou Machine Tool Protection-Shell Works,12,18177,409,0
W2-B301,浙江畅尔智能装备股份有限公司,"Zhejiang CHR Intelligent Equipment Co., Ltd.",12,18052,365,18717
W2-B302,江苏宁兴恒力智能设备有限公司,"Jiangsu Ningshing Hengli Intelligent Equipment Co., Ltd.",12,18309,7029,0
W2-B303,马鞍山市中亚机床制造有限公司,"Maanshan Middle Asia Machine Tools Manufacture Co.,Ltd",12,17461,7196,0
W2-B305,江苏台和机械制造有限公司,TELHOO MACHINERY,12,16634,5835,16556
W2-B306,湖南泰嘉新材料科技股份有限公司,"Bichamp Cutting (Hunan) Co., Ltd.",12,17799,407,17359
W2-B310,浙江晨龙控股股份有限公司,"Zhejiang Chenlong Sawing Machine Co., Ltd.",12,17939,402,0
W2-B311,江苏一重数控机床有限公司,"Jiangsu Yizhong CNC Machine Tool Co., Ltd",12,18418,2701,16739
W2-B312,浙江斯耐达机械工具有限公司,"Zhejiang Sinaida Machine Tools Co., Ltd.",12,18020,406,20471
W2-B313,山东万利精密机械制造有限公司,"SHANDONG WANLI PRECISION MACHKNERY CO.,LTD",12,17368,4485,20084
W2-B381,嘉兴迈钛宝机械有限公司,"JIAXING MTB MACHINERY CO.,LTD",12,17332,2982,18074
W2-B382,济南北方金锋锯业有限公司,"Jinan North Jinfeng Sawing Machine Co.,LTD",12,17342,6541,20562
W2-B383,天津普瑞赛思焊接设备有限公司,"TIanjin precise weldmachinery CO., LTD.,",12,18044,2354,16584
W2-B385,宏犇实业（上海）有限公司,"Hong Ben  Industrial (Shanghai) Co., Ltd.",12,17436,377,18994
W2-B386,山东众友重工机械有限公司,"Zhongyou Heavy Industry Machinery Co.,Ltd",12,16342,7812,18110
W2-B387,长春数控机床有限公司,Changchun CNC Machine Tool Co. LTD,12,18015,1870,0
W2-B401,浙江锯力煌工业科技股份有限公司,"ZHEJIANG JULIHUANG INDUSTRIAL TECHNOLOGY CO., LTD.",12,18383,364,0
W2-B402,浙江威力士机械有限公司,"Zhejiang Wei Li Shi Machine Co., Ltd.",12,18302,360,0
W2-B403,浙江精卫特机床有限公司,"ZHEJIANG JINGWEITE MACHINE TOOL CO.,LTD.",12,18093,405,19274
W2-B411,吉林瑞铭机电科技有限公司,"Jilin Ruiming Electromechanical Technology Co., Ltd",12,17031,1872,16312
W2-B412,莱纳斯工业设备（苏州）有限公司,"Linus Industrial Equipment (Suzhou) Co., Ltd",12,18295,8376,18160
W2-B413,南京蒙福液压机械有限公司,"Nanjing Blessed Hydraulic Machinery Co., Ltd.",12,17685,174,0
W2-B415,浙江沪缙机床有限公司,"ZHEJIANG HUJIN MACHINE CO.,LTD",12,16962,6856,17792
W2-B421,浙江亨司迈智能机械有限公司,"Zhejiang Hengsimai Intelligent Machinery Co., Ltd",12,16923,6651,0
W2-B422,浙江富士泰机床有限责任公司,"Zhejiang Fujitech Sawing Machine Co., Ltd.",12,18514,6847,0
W2-B425,上海朗畏液压股份有限公司,"Shanghai Langwei Hydraulic Co., Ltd",12,16974,2716,19637
W2-B431,海睿斯（江苏）机械科技有限公司,HaiRuiSi(jiangsu) Machinery Technology CO.LTD.,12,16470,3327,18321
W2-B432,宣城铁凝机械股份有限公司,"Xuancheng Tenio Machinery Co., Ltd",12,16947,6732,0
W2-B433,浙江协力机械工具有限公司,"ZHEJIANG XIELI MACHINERY&TOOLS CO.,LTD.",12,18471,6857,16434
W2-B435,浙江锐力智能装备有限公司,RUILI INTELLIGENT,12,18161,3966,0
W2-B481,江苏奥普威特重工有限公司,"Jiangsu Aupwit Industrial Co., Ltd.",12,17249,6654,19315
W2-B482,江阴市德尚环保科技有限公司,"Jiangyin Deschamps Co. , Ltd.",12,17370,6783,0
W2-B483,黎明液压有限公司,"LEEMIN HYDRAULIC CO.,LTD",12,17953,827,0
W2-B485,克利米斯环保设备（苏州）有限公司,"Clearmist Environmental Protection Equipment (Suzhou) Co., Ltd",12,18197,6546,0
W2-B486,烟台格润环保设备有限公司,"Yantai Gerun Environmental Protection Equipment Co., Ltd",12,17130,7837,20121
W2-B487,成都壹佰科技有限公司,"CHENGDU YIBAI TECHNOLOGY CO., LTD.",12,18737,6778,0
W2-B501,山东科力光电技术有限公司,"Shandong Keli Opto-Electronic Technology Co., Ltd.",12,17861,379,18337
W2-B502,无锡市拓发自控设备有限公司,"Wuxi Tuofa Automatic Control Equipment Co., Ltd.",12,16966,414,0
W2-B503,沈阳格鲁克自动化设备有限公司,"SHENYANG GLUCK AUTOMATION EQUIPMENT CO.,LTD.",12,17136,6833,0
W2-B505,北京奥宇可鑫表面工程技术有限公司,"Beijing Aoyuksin Surface Engineering Technology Co.,Ltd",12,17474,2212,19562
W2-B506,南京奥博纳激光科技有限公司,"Nanjing Aurora Laser Technology Co.,Ltd",12,17769,5611,0
W2-B507,山东莱恩光电科技股份有限公司,"shandong laien optic-electronic technology co.,ltd.",12,18108,879,17178
W2-B508,深圳深亚能环保科技有限公司,ShenZhen Syane Environmental TEchnology Co，.Ltd,12,16804,1899,19251
W2-B509,扬州市天宇机电设备有限公司,"Yangzhou Tianyu Electromechanical Equipment Co., Ltd.",12,18208,384,18744
W3-A001,銀泰科技股份有限公司,"Precision Motion Industries, INC.",12,18923,1215,0
W3-A002,三鋒機器工業股份有限公司,"SUN FIRM MACHINERY IND. CO., LTD",12,18834,1274,19946
W3-A101,台湾友嘉实业集团,FAIR FRIEND GROUP,12,18596,1330,16393
W3-A102,儀辰企業股份有限公司,"EARTH-CHAIN ENTERPRISE CO.,LTD.",12,18838,1332,16659
W3-A103,張俊雄企業股份有限公司,"Chang Chun Hsiung Enterprise Co., Ltd.",12,18899,1165,18196
W3-A104,鉅基科技股份有限公司,"ACCUWAY MACHINERY CO., LTD.",12,18848,9682,18217
W3-A105-1,德川機械股份有限公司,"detron Machine Co., Ltd",12,18914,1337,19510
W3-A105-2,德大機械股份有限公司,deta International,12,18865,3589,0
W3-A181,德冠精密股份有限公司,"German Tech Precision Manufacturing Co., Ltd.",12,18839,4679,20263
W3-A182,石秀鑽石工業股份有限公司,"SEA SHORE DIAMOND INDUSTRIAL CO., LTD.",12,18861,8342,17569
W3-A183,大井泵浦工業股份有限公司,"WALRUS PUMP Co., Ltd.",12,18847,8403,20610
W3-A201,上銀科技股份有限公司,HIWIN TECHNOLOGIES CORP.,12,18902,1158,0
W3-A211,吉辅企业有限公司,"GIFU ENTERPRISE CO.,LTD.",12,18900,4660,20328
W3-A212,世邦興業股份有限公司,"STANNY MACHINE TOOLS CO., LTD.",12,18888,1276,18967
W3-A213-1,精研精工機械有限公司,Jingyan Seiko Machinery CO LTD,12,18953,9712,18842
W3-A213-2,竣嘉智能科技股份有限公司,"Junjia Intelligent Technology CO., LTD.",12,18883,9691,19268
W3-A214,旭陽國際精機股份有限公司,"GSA TECHNOLOGY CO., LTD",12,18835,1268,18247
W3-A221,油机机械工业(中国)有限公司,YouJi Machine Industrial (CHINA) Company Limited,12,18906,1237,0
W3-A281,精展精密科技股份有限公司,"GIN TECH PRECISION CO., LTD",12,16610,1079,16524
W3-A282,佳宸精密實業有限公司,JIACHEN PRECISION CO.LTD,12,18884,8343,18355
W3-A283,七立得貿易(上海)有限公司,"SEVEN LEADERS TRANDING (SHANGHAI) CO.,LTD",12,17700,9343,0
W3-A301,百德机械股份有限公司,"QUASER MACHINE TOOLS, INC.",12,19009,7061,19375
W3-A302,康普國際精密機械股份有限公司,"Campower International Precision Machinery Co., Ltd.",12,18979,7016,19839
W3-A303,普慧企業股份有限公司,"PARFAITE TOOL CO., LTD.",12,18944,1298,18362
W3-A304,乔崴进（安徽）科技有限公司,"VISION WIDE（AH）TECH CO.,LTD",12,18926,4633,18924
W3-A311,鍵和機械股份有限公司,"JAINNHER MACHINECO.,LTD",12,18976,1212,0
W3-A312,鉦通工業股份有限公司,"JHEN TONG PRECISION CO., LTD.",12,18841,6440,16481
W3-A313,凱柏精密機械(嘉興)有限公司,"CAMPRO PRECISION MACHINERY (JIAXING)  CO.,LTD.",12,18855,1253,18668
W3-A314,利洲機械工業股份有限公司,"LI-CHOU Machinery Industry Co.,Ltd",12,18975,1363,0
W3-A315,矩將科技有限公司,"MicroLab Precision Technology Co.,Ltd",12,18994,1351,19309
W3-A381,釸達精密股份有限公司,"Theta Precision Co., LTD",12,18844,3570,18105
W3-A382,開合精密工業股份有限公司,AUTOCLAWS PRECISION MACHINERY CO. LTD,12,18859,1314,18190
W3-A383,益壮企业有限公司,"YIH  TROUN  ENTERPRISE  CO., LTD.",12,18942,1301,18709
W3-A401-1,上海潭佳机械设备有限公司,"Shanghai Tanjia Machinery Equipment Co. , Ltd.",12,18843,3676,0
W3-A401-2,安禾精密工業有限公司,AHG PRECISION INDUSTRY LTD.,12,18877,6985,18022
W3-A402,建德工业股份有限公司,"KENT INDUSTRIAL CO., LTD.",12,18867,9688,16647
W3-A403,建暐精密科技股份有限公司,"CHIEN  WEI  PRECISE  TECHNOLOGY  CO., LTD.",12,18462,9495,17490
W3-A404-1,東台精機股份有限公司,"Tongtai Machine & Tool Co., Ltd.",12,18996,1248,19348
W3-A404-2,榮田精機股份有限公司,"HONOR SEIKI CO., LTD.",12,18951,3689,0
W3-A411,晟鈦科技股份有限公司,"SUN LEADER TECHNOLOGY CO.,LTD.",12,18858,9686,18447
W3-A412,東剛精密機械有限公司,"ECOM Precision Machinery Co., Ltd.",12,18948,1289,19808
W3-A421,威亞精密機械有限公司,"Wivia Machinery Co., Ltd",12,18816,9672,17971
W3-A422,泓鉅精機股份有限公司,"HONGJU PRECISION MACHINERY CO., LTD.",12,18956,4802,19882
W3-A481,丸榮機械股份有限公司,"Acrow Machinery Mfg. Co., Ltd.",12,18881,7013,17858
W3-A482,羽威實業股份有限公司,"NEW YU WEI INDUSTRIAL CO., LTD.",12,18833,9681,19590
W3-A483,台穩精機有限公司,"T-WIN PRECISION MACHINERY Co.,LTD",12,19038,3569,19680
W3-A501,恆鈦精機股份有限公司,"ARTAIO SEIKI CO., LTD.",12,18961,1353,18053
W3-A502,嵩濠五金機械有限公司,"SONG HAO HARDWARE MACHINERY CO.,LTD",12,18856,9684,20505
W3-A503,城市精密科技(股)有限公司,"CITY TOOLS CO., LTD.",12,18842,1346,16656
W3-A504,彰化振榮油機股份有限公司,"CHEN YING OIL MACHINE CO., LTD.",12,18934,8415,18915
W3-B001,卡尔蔡司(上海)管理有限公司,"Carl Zeiss (Shanghai) Co., Ltd.",12,18120,1706,0
W3-B101,波龙诺孚特技术（上海）有限公司,"Blum-novotest CC China Co., Ltd.",12,17463,1048,16763
W3-B102,苏州英示测量科技有限公司,"INSIZE CO., LTD.",12,17218,1787,17628
W3-B103,派姆特科技（苏州）有限公司,"PMT Technologies (Suzhou) Co.,Ltd.",12,16972,3775,18767
W3-B104,雷尼绍（上海）贸易有限公司,"Renishaw(Shanghai)Trading Co.,Ltd",12,17583,1280,17450
W3-B111,温泽测量仪器（上海）有限公司,"Wenzel Measuring Machines(Shanghai) Co.,Ltd",12,18080,1582,19259
