exhibitor_id,company_name,exhibitor_type,parent_exhibitor_id,area,hall,booth,detail_url,source_page,source_position
parent:205,RCL DISPLAY LTD.,parent,,General Exhibits,|,7H316,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,530
parent:317,"REAS AI CO., LTD.",parent,,X (Transformation) Park,|,4H525,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,531
parent:317:co-exhibitor:1,▸ AIAA,co_exhibitor,317,X (Transformation) Park,|,4H525,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,532
parent:106,"Recho, Inc.",parent,,Next Generation Park,|,4H137,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,533
parent:274,Relic inc.,parent,,X (Transformation) Park,|,4H601,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,534
parent:1266,"Research Coordinate, Inc.",parent,,Next Generation Park,|,4H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,535
parent:85,"Resilire, Inc.",parent,,Next Generation Park,|,4H248,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,536
parent:241,ResorTech EXPO 2026 in Okinawa,parent,,X (Transformation) Park,|,6H004,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,537
parent:241:co-exhibitor:1,"▸ Copro System Co., Ltd.",co_exhibitor,241,X (Transformation) Park,|,6H004,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,538
parent:241:co-exhibitor:2,▸ SCSK Corporation,co_exhibitor,241,X (Transformation) Park,|,6H004,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,539
parent:241:co-exhibitor:3,▸ Testbedislandokinawa,co_exhibitor,241,X (Transformation) Park,|,6H004,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,540
parent:389,Ribbonsystems Ltd.,parent,,Next Generation Park,|,4H230,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,541
parent:1262,"Ricoh Company, Ltd.",parent,,Next Generation Park,|,4H123,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,542
parent:1262:co-exhibitor:1,▸ PILLAR Corporation,co_exhibitor,1262,Next Generation Park,|,4H123,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,543
parent:1262:co-exhibitor:2,▸ Sassor Inc.,co_exhibitor,1262,Next Generation Park,|,4H123,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,544
parent:285,RIKEN Center for Computational Science,parent,,X (Transformation) Park,|,6H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,545
parent:199,Rinnai Corporation,parent,,General Exhibits,|,8H027,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,546
parent:186,RISE-A/Mitsui Fudosan,parent,,X (Transformation) Park,|,5H402,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,547
parent:147,Ritsumeikan University,parent,,Next Generation Park,|,4H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,548
parent:87,RoboSapiens Inc.,parent,,General Exhibits,|,7H409,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,549
parent:378,RobotMateHub,parent,,Next Generation Park,|,4H142,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,550
parent:1177,"Rokkou A. R. Q. C. CO., LTD.",parent,,General Exhibits,|,8H023,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,551
parent:320,Rozetta Corp.,parent,,General Exhibits,|,8H203,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,552
parent:245,SANGYO TIMES INC.,parent,,General Exhibits,|,8H313,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,553
parent:400,"Sanko - Giken Co., Ltd",parent,,General Exhibits,|,8H002,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,554
parent:117,SANKOSHA Corporation,parent,,General Exhibits,|,8H201,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,555
parent:1249,"Sansan, Inc.",parent,,General Exhibits,|,7H116,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,556
parent:32,Santek Japan Corporation,parent,,General Exhibits,|,8H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,557
parent:214,SCIVAX Corporation,parent,,General Exhibits,|,8H025,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,558
parent:188,SCraft Inc.,parent,,General Exhibits,|,7H410,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,559
parent:383,SCSK Corporation,parent,,General Exhibits,|,7H415,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,560
parent:233,"Secafy Co., Ltd.",parent,,Next Generation Park,|,4H330,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,561
parent:286,SEEKINK,parent,,General Exhibits,|,7H433,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,562
parent:286:co-exhibitor:1,"▸ SHENZHEN MINEW TECHNOLOGIES CO., LTD.",co_exhibitor,286,General Exhibits,|,7H433,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,563
parent:235,"SEIREN CO., LTD.",parent,,General Exhibits,|,7H205,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,564
parent:229,"Shanghai Super Vibe Technology Co., Ltd.",parent,,Next Generation Park,|,4H228,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,565
parent:41,SHARP CORPORATION,parent,,General Exhibits,|,5H340,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,566
parent:334,"Shenzhen Cenker Technology Group Co., Ltd",parent,,General Exhibits,|,8H124,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,567
parent:390,"Shenzhen Grepow Battery Co., Ltd.",parent,,General Exhibits,|,8H317,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,568
parent:99,"Shenzhen Magoo Technology Co., Ltd",parent,,General Exhibits,|,8H302,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,569
parent:351,SHIFT Inc.,parent,,General Exhibits,|,7H419,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,570
parent:268,"Shiyue (Shanghai) Technical Service Co., Ltd.",parent,,X (Transformation) Park,|,5H113,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,571
parent:272,Shonan Institute of Technology,parent,,Next Generation Park,|,4H013-016,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,572
parent:52,"Sinko Co., Ltd.",parent,,General Exhibits,|,8H128,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,573
parent:249,"SK FINE Co., ltd.",parent,,Next Generation Park,|,4H236,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,574
parent:213,SkySense,parent,,Next Generation Park,|,4H147,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,575
parent:1312,SmartDrive Inc.,parent,,X (Transformation) Park,|,,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,576
parent:297,"Smoothie Studio Co., Ltd.",parent,,Next Generation Park,|,4H239,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,577
parent:191,"SoftRoad Co., Ltd.",parent,,General Exhibits,|,8H120,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,578
parent:361,Software Association of Japan,parent,,X (Transformation) Park,|,4H605,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,579
parent:361:co-exhibitor:1,▸ Discoveries Inc.,co_exhibitor,361,X (Transformation) Park,|,4H605,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,580
parent:361:co-exhibitor:2,▸ Intelligent Wave Inc.,co_exhibitor,361,X (Transformation) Park,|,4H605,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,581
parent:361:co-exhibitor:3,"▸ Postman, Inc.",co_exhibitor,361,X (Transformation) Park,|,4H605,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,582
parent:361:co-exhibitor:4,▸ SAKURA internet Inc.,co_exhibitor,361,X (Transformation) Park,|,4H605,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,583
parent:361:co-exhibitor:5,▸ Science Park Corporation,co_exhibitor,361,X (Transformation) Park,|,4H605,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,584
parent:361:co-exhibitor:6,"▸ TOKYO SYSTEM HOUSE Co., Ltd.",co_exhibitor,361,X (Transformation) Park,|,4H605,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,585
parent:361:co-exhibitor:7,▸ UNIRITA Inc.,co_exhibitor,361,X (Transformation) Park,|,4H605,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,586
parent:361:co-exhibitor:8,"▸ ZenmuTech, Inc.",co_exhibitor,361,X (Transformation) Park,|,4H605,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,587
parent:380,SOLO Wellbeing Ltd.,parent,,Next Generation Park,|,4H136,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,588
parent:176,"Sony Biz Networks, Inc.",parent,,General Exhibits,|,8H403,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,589
parent:300,Sony Group Corporation,parent,,Next Generation Park,|,4H450,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,590
parent:66,"Souya Co., Ltd.",parent,,General Exhibits,|,7H422,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,591
parent:66:co-exhibitor:1,"▸ Alpain Design Machine Co., Ltd.",co_exhibitor,66,General Exhibits,|,7H422,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,592
parent:296,Space Co-Creation Pavilion,parent,,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,593
parent:296:co-exhibitor:1,▸ ABeam Consulting Ltd.,co_exhibitor,296,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,594
parent:296:co-exhibitor:2,▸ Fujitsu Limited,co_exhibitor,296,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,595
parent:296:co-exhibitor:3,▸ Manufacturo,co_exhibitor,296,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,596
parent:296:co-exhibitor:4,▸ Mitsubishi Electric Corporation,co_exhibitor,296,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,597
parent:296:co-exhibitor:5,▸ Space BD Inc.,co_exhibitor,296,X (Transformation) Park,|,5H210,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,598
parent:44,Speeda,parent,,General Exhibits,|,6H250,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,599
parent:239,SPONTO,parent,,Next Generation Park,|,4H233,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,600
parent:246,"STACC Co., ltd.",parent,,General Exhibits,|,8H126,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,601
parent:382,"STARBIT Innovation Technology Co., Ltd.",parent,,General Exhibits,|,7H402,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,602
parent:69,Stockmark Inc.,parent,,X (Transformation) Park,|,4H533,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,603
parent:81,SUGINO EICHI CORPORATION,parent,,Next Generation Park,|,4H243,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,604
parent:211,"SuhyunTech Co., Ltd.",parent,,Next Generation Park,|,4H144,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,605
parent:136,"Sumitomo Electric System Solutions Co., Ltd.",parent,,General Exhibits,|,5H132,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,606
parent:1233,SYNC Inc.,parent,,X (Transformation) Park,|,5H405,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,607
parent:108,T2Laboratory Corporation,parent,,Next Generation Park,|,4H440,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,608
parent:280,"TA FRONTIER CO., LTD.",parent,,X (Transformation) Park,|,5H312,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,609
parent:336,Taiwan Electrical and Electronic Manufacturers' Association,parent,,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,610
parent:336:co-exhibitor:1,"▸ CONQUER ELECTRONICS CO., LTD.",co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,611
parent:336:co-exhibitor:2,▸ EDISON OPTO CORPORATION,co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,612
parent:336:co-exhibitor:3,"▸ EXPLUS CO., LTD.",co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,613
parent:336:co-exhibitor:4,"▸ GT CONTACT CO., LTD.",co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,614
parent:336:co-exhibitor:5,▸ HITPOINT INC.,co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,615
parent:336:co-exhibitor:6,▸ KINGSTATE ELECTRONICS CORPORATION,co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,616
parent:336:co-exhibitor:7,"▸ LENOO ELECTRONICS CO., LTD.",co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,617
parent:336:co-exhibitor:8,▸ MAX ECHO TECHNOLOGY CORPORATION,co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,618
parent:336:co-exhibitor:9,"▸ PROJECT AUTOPARTS CO., LTD.",co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,619
parent:336:co-exhibitor:10,▸ TAIWAN EXTERNAL TRADE DEVELOPMENT COUNCIL,co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,620
parent:336:co-exhibitor:11,▸ Taiwan Electrical and Electronic Manufacturers’ Association,co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,621
parent:336:co-exhibitor:12,"▸ UPBEAT TECHNOLOGY Co., Ltd.",co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,622
parent:336:co-exhibitor:13,▸ YIC Corporation,co_exhibitor,336,General Exhibits,|,7H215,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,623
parent:339,Taiwan Excellence,parent,,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,624
parent:339:co-exhibitor:1,▸ AIFA Technology,co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,625
parent:339:co-exhibitor:2,▸ ARBOR Technology Corp.,co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,626
parent:339:co-exhibitor:3,"▸ Delta Electronics, Inc.",co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,627
parent:339:co-exhibitor:4,▸ EverFocus Electronics Corp.,co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,628
parent:339:co-exhibitor:5,"▸ Good Way Technology Co., LTD",co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,629
parent:339:co-exhibitor:6,▸ In Win Development Inc.,co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,630
parent:339:co-exhibitor:7,▸ Innodisk Corporation,co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,631
parent:339:co-exhibitor:8,"▸ JIYONSON CO., LTD",co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,632
parent:339:co-exhibitor:9,▸ Litemax Electronics Inc.,co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,633
parent:339:co-exhibitor:10,"▸ Makalot Industrial Co., Ltd.",co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,634
parent:339:co-exhibitor:11,▸ Sauber Technolgy Co. Ltd.,co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,635
parent:339:co-exhibitor:12,▸ Team Group Inc,co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,636
parent:339:co-exhibitor:13,"▸ Transcend Information, Inc.",co_exhibitor,339,General Exhibits,|,7H005,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,637
parent:166,"TAIYO YUDEN CO., LTD.",parent,,General Exhibits,|,8H030,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,638
parent:338,"taiziii Co., Ltd.",parent,,Next Generation Park,|,4H132,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,639
parent:283,Tamagawa University and Academy,parent,,Next Generation Park,|,4H201-203,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,640
parent:125,"TATSUTA Electric Wire and Cable Co., Ltd.",parent,,General Exhibits,|,8H017,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,641
parent:174,tayo Inc.,parent,,General Exhibits,|,7H505,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,642
parent:26,TDK Corporation,parent,,General Exhibits,|,5H261,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,643
parent:1265,TechFirm Inc.,parent,,X (Transformation) Park,|,5H120,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,644
parent:270,TechThinker Inc.,parent,,Next Generation Park,|,4H138,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,645
parent:158,Techtouch,parent,,X (Transformation) Park,|,5H114,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,646
parent:144,Teikyo University,parent,,Next Generation Park,|,4H118,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,647
parent:60,TERAMOTO,parent,,General Exhibits,|,8H315,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,648
parent:242,THE INSTITUTE OF ELECTRICAL ENGINEERS OF JAPAN,parent,,General Exhibits,|,8H112,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,649
parent:331,"The University of Osaka, Research Center on Ethical, Legal and Social Issues",parent,,Next Generation Park,|,4H304,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,650
parent:202,The University of Tokyo/Keio University/Shizuoka University (D3-AI Project),parent,,Next Generation Park,|,4H307,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,651
parent:201,Thelemaassist corporation,parent,,General Exhibits,|,8H001,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,652
parent:333,"THINKING Electronic Industrial Co., Ltd.",parent,,General Exhibits,|,8H019,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,653
parent:123,Third Base,parent,,Next Generation Park,|,4H244,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,654
parent:329,TOKI Trading Ltd.,parent,,General Exhibits,|,7H202,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,655
parent:310,Tokyo Digital Twin Project,parent,,General Exhibits,|,8H211,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,656
parent:366,Tokyo Metropolitan Government,parent,,General Exhibits,|,7H101,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,657
parent:73,Tokyo Metropolitan Small and Medium Enterprise Support Center (Tokyo Business Frontier),parent,,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,658
parent:73:co-exhibitor:1,▸ AMX Inc.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,659
parent:73:co-exhibitor:2,▸ COLORCHIPS Inc.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,660
parent:73:co-exhibitor:3,▸ Climb Inc.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,661
parent:73:co-exhibitor:4,▸ DAVVERO Inc.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,662
parent:73:co-exhibitor:5,▸ Datailo.K.K,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,663
parent:73:co-exhibitor:6,▸ DayBridge Inc.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,664
parent:73:co-exhibitor:7,"▸ Denshijiki Industry Co.,Ltd.",co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,665
parent:73:co-exhibitor:8,"▸ ELPJ TECHNOLOGY CO., LTD.",co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,666
parent:73:co-exhibitor:9,▸ IDEOJ Inc.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,667
parent:73:co-exhibitor:10,"▸ Koyo Denshi Co.,Ltd.",co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,668
parent:73:co-exhibitor:11,"▸ Muramatsu Sisakusho, K.K.",co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,669
parent:73:co-exhibitor:12,"▸ NISHIKAWA SEIKI SEISAKUSHO CO.,LTD.",co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,670
parent:73:co-exhibitor:13,▸ Novelvalue Technology Corp.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,671
parent:73:co-exhibitor:14,▸ Plus Insight Inc.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,672
parent:73:co-exhibitor:15,"▸ Power Diamond Systems, Inc.",co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,673
parent:73:co-exhibitor:16,"▸ Shinei Screen Co.,Ltd.",co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,674
parent:73:co-exhibitor:17,▸ Spatial Creation Institute,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,675
parent:73:co-exhibitor:18,"▸ TOKUSHU KINZOKU EXCEL CO., LTD.",co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,676
parent:73:co-exhibitor:19,▸ Telepower Inc.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,677
parent:73:co-exhibitor:20,▸ Zitte Inc.,co_exhibitor,73,General Exhibits,|,6H140,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,678
parent:228,TOKYO UNIVERSITY OF SCIENCE,parent,,Next Generation Park,|,4H204-206,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,679
parent:127,Tokyo University of Technology,parent,,Next Generation Park,|,4H401-406,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,680
parent:37,TOME R&D Inc.,parent,,General Exhibits,|,7H328,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,681
parent:276,TopoLogic Inc.,parent,,Next Generation Park,|,4H141,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,682
parent:401,TOPPAN Inc.,parent,,General Exhibits,|,8H127,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,683
parent:401:co-exhibitor:1,▸ Mitsubishi UFJ Trust and Banking Corporation,co_exhibitor,401,General Exhibits,|,8H127,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,684
parent:226,TORNEX,parent,,General Exhibits,|,8H121,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,685
parent:171,Tourism Forecast Platform Promotion Team,parent,,General Exhibits,|,7H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,686
parent:171:co-exhibitor:1,▸ Blogwatcher Inc.,co_exhibitor,171,General Exhibits,|,7H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,687
parent:171:co-exhibitor:2,▸ JAPAN TRAVEL AND TOURISM ASSOCIATION,co_exhibitor,171,General Exhibits,|,7H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,688
parent:171:co-exhibitor:3,▸ JTB Corp.,co_exhibitor,171,General Exhibits,|,7H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,689
parent:171:co-exhibitor:4,"▸ Jorudan Co.,Ltd.",co_exhibitor,171,General Exhibits,|,7H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,690
parent:171:co-exhibitor:5,▸ MACAGUA Co. Ltd.,co_exhibitor,171,General Exhibits,|,7H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,691
parent:171:co-exhibitor:6,"▸ OPEN TONE Co., Ltd",co_exhibitor,171,General Exhibits,|,7H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,692
parent:171:co-exhibitor:7,"▸ Sumitomo Mitsui Card Company, Limited",co_exhibitor,171,General Exhibits,|,7H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,693
parent:171:co-exhibitor:8,▸ pacific consultants,co_exhibitor,171,General Exhibits,|,7H122,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,694
parent:221,TransferJet Consortium,parent,,General Exhibits,|,8H223,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,695
parent:35,TRENSER TECHNOLOGY SOLUTIONS,parent,,General Exhibits,|,7H432,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,696
parent:299,"TRIALPARK CO.,LTD.",parent,,General Exhibits,|,8H007,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,697
parent:299:co-exhibitor:1,"▸ Systems Planning Co.,Ltd.",co_exhibitor,299,General Exhibits,|,8H007,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,698
parent:1185,UAE Pavilion,parent,,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,699
parent:1185:co-exhibitor:1,▸ Embassy of the United Arab Emirates in Japan,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,700
parent:1185:co-exhibitor:2,▸ AR Engineering,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,701
parent:1185:co-exhibitor:3,▸ Aqua Development,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,702
parent:1185:co-exhibitor:4,▸ Circa Biotech,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,703
parent:1185:co-exhibitor:5,▸ Innovation floor,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,704
parent:1185:co-exhibitor:6,▸ Key2Enable,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,705
parent:1185:co-exhibitor:7,▸ Manhat,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,706
parent:1185:co-exhibitor:8,▸ Matregenix,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,707
parent:1185:co-exhibitor:9,▸ Narrativa,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,708
parent:1185:co-exhibitor:10,▸ Noornation,co_exhibitor,1185,Global Park,|,4H501,,https://www.ceatec.com/en/exhibition/exhibitor-list.php,709
